# Matching will be done in order, using parent ingredients, so put most specific ingredients first
cocoa bean	1
cocoa butter	1.33
cocoa paste	1.25
cocoa powder	1.18
cocoa solids	1.18
fat reduced cocoa 1.18
cocoa	1
