ciqual_code	ciqual_group_fr	ciqual_name_fr
39228	produits laitiers frais et assimilés	Mousse aux fruits, rayon frais
23479	gâteaux et pâtisseries	Tarte aux fruits et crème pâtissière
13134	fruits	Salade de fruits, crue
23930	gâteaux et pâtisseries	Gâteau sablé aux fruits, préemballé
23937	gâteaux et pâtisseries	Gâteau moelleux aux fruits
18019	boissons sans alcool	Boisson gazeuse aux fruits (de 10 à 50% de jus), sucrée
18033	boissons sans alcool	Boisson gazeuse aux fruits (à moins de 10% de jus), sucrée, avec édulcorants
18049	boissons sans alcool	Boisson gazeuse aux fruits (à moins de 10% de jus), sucrée
18345	boissons sans alcool	Boisson gazeuse aux fruits (à moins de 10% de jus), non sucrée, sans édulcorant
18340	boissons sans alcool	Boisson gazeuse aux fruits (à moins de 10% de jus), non sucrée, avec édulcorants
18304	boissons sans alcool	Boisson plate aux fruits (10 à 50% de jus), à teneur réduite en sucres
18339	boissons sans alcool	Boisson plate aux fruits (10 à 50% de jus), sucrée
18309	boissons sans alcool	Boisson plate aux fruits (teneur en jus non spécifiée), sucrée
18023	boissons sans alcool	Boisson plate aux fruits (à moins de 10% de jus), sucrée
18021	boissons sans alcool	Boisson plate aux fruits, (à moins de 10% de jus), non sucrée, avec édulcorants
23499	gâteaux et pâtisseries	Tarte ou tartelette aux fruits
39216	produits laitiers frais et assimilés	Clafoutis aux fruits, rayon frais
13108	fruits	Compote, tout type de fruits
13109	fruits	Compote, tout type de fruits, allégée en sucres
13129	fruits	Compote, tout type de fruits, allégée en sucres, rayon frais
13152	fruits	Dessert de fruits, tout type de fruits (en taux de sucres : compotes allégées en sucres < desserts de fruits < compotes allégée)
13153	fruits	"Purée de fruits, tout type de fruits, type ""compote sans sucres ajoutés"""
16128	huiles et graisses végétales	Huile pour friture, sans précision
8245	charcuteries	Pâté de gibier
20199	légumes	Cresson alénois, cru
20093	légumes	Petits pois et carottes, appertisés, égouttés
20215	légumes	Petits pois et carottes, surgelés, cuits
20214	légumes	Petits pois et carottes, surgelés, crus
20036	légumes	Petits pois, appertisés, égouttés
20037	légumes	Petits pois, cuits
20124	légumes	Petits pois, surgelés, cuits
20084	légumes	Petits pois, surgelés, crus
20072	légumes	Petits pois, crus
26166	poissons crus	Orphie commune, crue
30700	charcuteries	Saucisson à l'ail
11000	herbes	Ail, cru
11023	herbes	Ail séché, poudre
23301	gâteaux et pâtisseries	Corne de gazelle (pâtisserie orientale aux amandes et sirop)
11007	ingrédients divers	Gélatine, sèche
12526	fromages	Bleu de Gex ou Fromage bleu du Haut-jura ou Bleu de septmoncel (AOC)
99999	condiments	Cornichon
26088	poissons crus	Dorade royale ou daurade ou vraie daurade, crue, élevage
26080	poissons crus	Dorade royale, ou daurade ou vraie daurade, crue, sauvage
1002	boisson alcoolisées	Gin
11006	épices	Gingembre, poudre
11074	épices	Gingembre, racine crue
23200	gâteaux et pâtisseries	Pain d'épices
40700	viandes crues	Gésier, poulet, cru
20283	légumes	Salicorne (Salicornia sp.), fraîche
25510	pâtes, riz et céréales	Gnocchi à la pomme de terre, cuit
26264	pâtes, riz et céréales	Gnocchi à la pomme de terre, cru
25479	pâtes, riz et céréales	Gnocchi à la semoule, cuit
26265	pâtes, riz et céréales	Gnocchi à la semoule, cru
26267	pizzas, tartes et crêpes salées	Tarte épinard chèvre
12807	fromages	Sainte-Maure de Touraine (fromage de chèvre)
19201	laits	Lait de chèvre, demi-écrémé, UHT
19202	laits	Lait de chèvre, entier, cru
19200	laits	Lait de chèvre, entier, UHT
39532	desserts glacés	Coupe glacée type café ou chocolat liégeois
39534	desserts glacés	Coupe glacée parfum pêche Melba ou poire Belle-Hélène
26210	poissons crus	Sébaste du nord, ou dorade sébaste, ou daurade sébaste, crue
22070	œufs	Oeuf d'oie, cru
16560	autres matières grasses	Graisse d'oie
8326	charcuteries	Pâté de foie d'oie
36501	viandes crues	Oie, viande et peau, crue
36503	viandes cuites	Oie, viande et peau, rôtie/cuite au four
36500	viandes crues	Oie, viande crue
36502	viandes cuites	Oie, viande, rôtie/cuite au four
13020	fruits	Groseille à maquereau, crue
12524	fromages	Gorgonzola
12736	fromages	Gouda
20993	algues	Gracilaire ou ogonori (Gracilaria verrucosa), séchée ou déshydratée
12123	fromages	Grana Padano
11199	sauces	Sauce grand veneur, préemballée
13112	fruits	Raisin, cru
13045	fruits	Raisin noir, cru
13044	fruits	Raisin blanc, à gros grain (type Italia ou Dattier), cru
13040	fruits	Pomelo (dit Pamplemousse), pulpe, cru
13180	fruits	Pomelo (dit Pamplemousse) rose, pulpe, cru
13179	fruits	Pomelo (dit Pamplemousse) jaune, pulpe, cru
17350	huiles et graisses végétales	Huile de pépins de raisin
25605	salades composées et crudités	Champignon à la grecque
20015	légumes	Chou vert, cuit
20069	légumes	Chou vert, cru
20163	légumes	Chicorée verte, crue
20587	légumineuses	Lentille verte, cuite
20284	légumes	Petits pois, purée
11115	sauces	Sauce au poivre vert, préemballée
25604	légumes	Salade verte, crue, sans assaisonnement
18155	boissons sans alcool	Thé vert, infusé, non sucré
13041	fruits	Prune Reine-Claude, crue
26154	poissons crus	Flétan du Groënland ou flétan noir ou flétan commun, cru
26247	poissons cuits	Flétan du Groënland ou flétan noir ou flétan commun, cuit à la vapeur
26213	poissons crus	Hoki, tout lieu de pêche, cru
11020	épices	Poivre gris, poudre
25547	sandwichs	Croque-monsieur, rayon frais
20274	plats composés	Poêlée de légumes assaisonnés grillée, méridionale ou méditerranéenne, surgelée, crue
7525	pains et viennoiseries	Gressins
26178	poissons crus	Mérou, cru
12113	fromages	Gruyère IGP France
12114	fromages	Gruyère
25620	sauces	Guacamole, préemballé
13083	fruits	Goyave, pulpe, crue
36702	viandes crues	Pintade, poitrine, crue
36703	viandes crues	Pintade, cuisse, crue
36700	viandes crues	Pintade, crue
26126	poissons cuits	Églefin, grillé/poêlé
26122	poissons crus	Églefin, cru
26090	poissons cuits	Haddock (fumé) ou églefin fumé
26008	poissons cuits	Églefin, cuit à la vapeur
26048	poissons crus	Merlu, filet, surgelé, cru
25508	feuilletées et autres entrées	Feuilleté ou Friand jambon fromage
26256	pizzas, tartes et crêpes salées	Ficelle picarde
28922	charcuteries	Dés, allumettes, râpé ou haché de jambon
30764	charcuteries	Saucisse de jambon pur porc
8395	charcuteries	Jambon en croûte
25413	sandwichs	Hamburger, provenant de fast food
31059	confiseries non chocolatées	Bonbon dur et sucette
12116	fromages	Fromage à pate pressée cuite type emmental ou emmenthal, allégé en matière grasse
20511	légumineuses	Haricot blanc, appertisé, égoutté
20502	légumineuses	Haricot blanc, cuit
20501	légumineuses	Haricot blanc, sec
20194	plats composés	Haricots blancs à la sauce tomate, appertisés
11112	sauces	Harissa (sauce condimentaire)
17210	huiles et graisses végétales	Huile de noisette
15033	fruits à coque et graines oléagineuses	Noisette grillée
15050	fruits à coque et graines oléagineuses	Noisette grillée, salée
15004	fruits à coque et graines oléagineuses	Noisette
8400	charcuteries	Fromage de tête
40053	viandes cuites	Coeur, boeuf, cuit
40052	viandes crues	Coeur, boeuf, cru
40056	viandes cuites	Coeur, poulet, cuit
40054	viandes crues	Coeur, poulet, cru
40059	viandes cuites	Coeur, agneau, cuit
40058	viandes crues	Coeur, agneau, cru
40060	viandes crues	Coeur, porc, cru
40057	viandes cuites	Coeur, dinde, cuit
40055	viandes crues	Coeur, dinde, cru
40062	viandes crues	Coeur, veau, cru
36000	viandes crues	Poule, viande et peau, crue
36001	viandes crues	Poule, viande ,crue
17650	huiles de poissons	Huile de hareng
11105	sauces	Sauce hollandaise, préemballée
31008	sucres, miels et assimilés	Miel
26235	poissons crus	Chinchard maigre, cru
26236	poissons crus	Chinchard gras, cru
26113	poissons crus	Chinchard, cru
11016	herbes	Raifort, cru
25403	sandwichs	Hot-dog
25621	sauces	Houmous
11129	sauces	Sauce chasseur, préemballée
39533	desserts glacés	Bûche glacée
39503	glaces	Glace ou crème glacée, bâtonnet, enrobé de chocolat
31035	glaces	Barre glacée chocolatée
39509	glaces	Glace ou crème glacée, cône (taille standard)
39522	glaces	Glace ou crème glacée, mini cône
39515	glaces	Glace ou crème glacée, en bac
39531	glaces	Glace ou crème glacée, petit pot enfant
39523	glaces	Glace ou crème glacée, pot individuel
39520	glaces	Glace ou crème glacée, gourmande, en bac
39521	glaces	Glace ou crème glacée, gourmande, en pot
39526	sorbets	Glace à l'eau
20200	légumes	Laitue iceberg, crue
39529	desserts glacés	Nougat glacé
11202	sauces	Sauce indienne type tandoori ou tikka masala, préemballée
18022	boissons sans alcool	Tisane infusée, non sucrée
13167	céréales et biscuits infantiles	Céréales instantanées, poudre à reconstituer, dès 4/6 mois
13168	céréales et biscuits infantiles	Céréales instantanées, poudre à reconstituer, dès 6 mois
18161	boissons sans alcool	Chicorée, instantanée, non sucrée, prête à boire (reconstituée avec du lait demi-écrémé standard)
18106	boissons sans alcool	Boisson cacaotée ou au chocolat, instantanée, sucrée, enrichie en vitamines, prête à boire (reconstituée avec du lait demi-écrémé standard)
18104	boissons sans alcool	Boisson cacaotée ou au chocolat, instantanée, sucrée, prête à boire (reconstituée avec du lait demi-écrémé standard)
18073	boissons sans alcool	Café, instantané, non sucré, prêt à boire
31037	confitures et assimilés	Confiture d'abricot (extra ou classique)
31038	confitures et assimilés	Confiture de cerise (extra ou classique)
31062	confitures et assimilés	Confiture de framboise (extra ou classique)
31110	confitures et assimilés	Confiture, tout type de fruits, allégée en sucres (extra ou classique)
31024	confitures et assimilés	Confiture de fraise (extra ou classique)
31060	confiseries non chocolatées	Bonbon gélifié
20050	pommes de terre et autres tubercules	Topinambour, cuit
20196	pommes de terre et autres tubercules	Topinambour, cru
26104	poissons crus	Saint-Pierre, cru
11203	sauces	Sauce kebab, préemballée
11008	sauces	Ketchup
51550	farines et pâtes à tarte	Khatfa feuille de brick, préemballée
9003	pâtes, riz et céréales	Blé de Khorasan, cru
40403	viandes cuites	Rognon, boeuf, cuit
40402	viandes crues	Rognon, boeuf, cru
40409	viandes crues	Rognon, veau, cru
40406	viandes cuites	Rognon, agneau, braisé
40407	viandes crues	Rognon, agneau, cru
40405	viandes cuites	Rognon, porc, cuit
40404	viandes crues	Rognon, porc, cru
40408	viandes cuites	Rognon, veau, braisé ou sauté/poêlé
1018	boisson alcoolisées	Kir (au vin blanc)
13021	fruits	Kiwi, pulpe et graines, cru
28960	charcuteries	Jambonneau, cuit
20094	légumes	Chou-rave, bouilli/cuit à l'eau
20990	algues	Kombu ou kombu japonais (Laminaria japonica), séchée ou déshydratée
13549	fruits	Kumquat, sans pépin, cru
20099	légumes	Mâche, crue
21501	viandes cuites	Agneau, côtelette, grillée
25541	autres produits à base de viande	Brochette d'agneau
21509	viandes cuites	Agneau, côte filet, grillée/poêlée
21516	viandes crues	Agneau, côte filet, crue
21500	viandes crues	Agneau, côtelette, crue
21519	viandes cuites	Agneau, gigot, braisé
21518	viandes cuites	Agneau, gigot, grillé/poêlé
21502	viandes crues	Agneau, gigot, cru
21503	viandes cuites	Agneau, gigot, rôti/cuit au four
21508	viandes cuites	Agneau, collier, braisé ou bouilli
21514	viandes crues	Agneau, collier, cru
21512	viandes cuites	Agneau, côte première, grillée/poêlée
21517	viandes crues	Agneau, côte première, crue
21520	viandes cuites	Agneau, selle, partie maigre, grillée/poêlée
21513	viandes cuites	Agneau, selle, partie maigre, rôtie/cuite au four
21515	viandes crues	Agneau, selle, crue
21505	viandes crues	Agneau, épaule, maigre, crue
21507	viandes cuites	Agneau, épaule, maigre, rôtie/cuite au four
21504	viandes crues	Agneau, épaule, crue
21506	viandes cuites	Agneau, épaule, rôtie/cuite au four
12040	fromages	Langres
16520	autres matières grasses	Saindoux
28504	charcuteries	Lardon nature, cuit
28501	charcuteries	Lardon nature, cru
25513	sandwichs	Pan bagnat
26153	poissons crus	Sabre, cru
25139	plats composés	Lasagnes ou cannelloni au poisson
25635	plats composés	Lasagnes ou cannelloni au fromage et aux épinards
25081	plats composés	Lasagnes ou cannelloni à la viande (bolognaise)
25219	plats composés	Lasagnes ou canelloni aux légumes et au fromage de chèvre, cuits
25218	plats composés	Lasagnes ou cannelloni aux légumes, cuits
25131	plats composés	Lasagnes ou cannelloni aux légumes
20987	algues	Nori (Porphyra sp.), séchée ou déshydratée
25553	pizzas, tartes et crêpes salées	Tarte ou Tourte aux poireaux
20040	légumes	Poireau, cuit
20236	légumes	Poireau, surgelé, cru
20039	légumes	Poireau, cru
20135	légumes	Fondue de poireau
23103	gâteaux et pâtisseries	Gâteau au citron, tout type
18220	boissons sans alcool	Citron ou Lime, spécialité à diluer pour boissons, sans sucres ajoutés
26016	produits à base de poissons et produits de la mer	Limande-sole, panée, frite
26135	poissons crus	Limande-sole, crue
26017	poissons cuits	Limande-sole, cuite à la vapeur
23485	gâteaux et pâtisseries	Tarte au citron
13125	fruits	Citron, zeste, cru
13009	fruits	Citron, pulpe, cru
18039	boissons sans alcool	Diabolo (limonade et sirop)
18016	boissons sans alcool	Limonade, sucrée, avec édulcorants
18010	boissons sans alcool	Limonade, sucrée
18035	boissons sans alcool	Limonade, non sucrée, avec édulcorants
20588	légumineuses	Lentille blonde, cuite
20586	légumineuses	Lentille blonde, sèche
20505	légumineuses	Lentille, cuite
20504	légumineuses	Lentille, sèche
20585	légumineuses	Lentille verte, sèche
20589	légumineuses	Lentille corail, cuite
20535	légumineuses	Lentille corail, sèche
20510	légumineuses	Lentille, cuisinée, appertisée, égouttée
20521	légumineuses	Lentille, germée
20031	légumes	Laitue, crue
39700	sauces	Crème anglaise, préemballée
20919	ingrédients divers	Sirop léger pour fruits appertisés au sirop
20126	légumes	Haricot de Lima, cru
13067	fruits	Citron vert ou Lime, pulpe, cru
26234	poissons cuits	Julienne ou Lingue, cuite
26130	poissons crus	Julienne ou Lingue, crue
17180	huiles et graisses végétales	Huile de lin
1003	boisson alcoolisées	Liqueur
19415	crèmes et spécialités à base de crème	Crème de lait, 30% MG, semi-épaisse, UHT
19430	crèmes et spécialités à base de crème	Crème de lait, 15 à 20% MG, légère, semi-épaisse, UHT
12037	fromages	Livarot
30176	charcuteries	Saucisse de foie
40107	viandes cuites	Foie, veau, cuit
40106	viandes crues	Foie, veau, cru
40116	viandes cuites	Foie, poulet, cuit
40111	viandes crues	Foie, poulet, cru
40121	viandes crues	Foie, canard, cru
40120	viandes crues	Foie, oie, cru
40103	viandes cuites	Foie, agneau, cuit
40102	viandes crues	Foie, agneau, cru
40113	viandes cuites	Foie, porc, cuit
40119	viandes crues	Foie, porc, cru
40108	viandes crues	Foie, volaille, cru
40110	viandes crues	Foie, lapin, cru
40118	viandes cuites	Foie, dinde, cuit
40115	viandes crues	Foie, dinde, cru
40105	viandes cuites	Foie, génisse, cuit
40104	viandes crues	Foie, génisse, cru
20534	légumineuses	Lupin, graine crue
13023	fruits	Litchi, pulpe, cru
15043	fruits à coque et graines oléagineuses	Noix de macadamia, grillée, salée
15027	fruits à coque et graines oléagineuses	Noix de macadamia
23024	gâteaux et pâtisseries	Macaron moelleux fourré à la confiture ou à la crème
23027	céréales de petit-déjeuner et biscuits	Macaron sec
26123	produits à base de poissons et produits de la mer	Maquereau, au naturel, appertisé, égoutté
26096	produits à base de poissons et produits de la mer	Maquereau, filet sauce moutarde, appertisé, égoutté
26086	produits à base de poissons et produits de la mer	Maquereau, filet sauce tomate, appertisé, égoutté
26097	produits à base de poissons et produits de la mer	Maquereau, filet au vin blanc, appertisé, égoutté
26020	poissons cuits	Maquereau, frit
26186	produits à base de poissons et produits de la mer	Maquereau, mariné
26051	poissons crus	Maquereau, cru
26019	poissons cuits	Maquereau, rôti/cuit au four
26087	poissons cuits	Maquereau, fumé
11175	aides culinaires	Gelée au madère, déshydratée
11176	aides culinaires	Gelée au madère
11121	sauces	Sauce madère, préemballée
24632	gâteaux et pâtisseries	Madeleine ordinaire, préemballée
24631	gâteaux et pâtisseries	Madeleine chocolatée, préemballée
24630	gâteaux et pâtisseries	Madeleine traditionnelle, pur beurre
9641	ingrédients divers	Son de maïs
9545	farines et pâtes à tarte	Farine de maïs
17190	huiles et graisses végétales	Huile de maïs
9510	farines et pâtes à tarte	Amidon de maïs ou fécule de maïs
13090	fruits	Mandarine, pulpe, crue
13025_1	fruits	Mangue importée par avion, pulpe, crue
13025_2	fruits	Mangue importée par bateau, pulpe, crue
23925	gâteaux et pâtisseries	Gâteau marbré
11034	herbes	Marjolaine, séchée
31039	confitures et assimilés	Marmelade d'orange
12030	fromages	Maroilles fermier
12029	fromages	Maroilles laitier
25623	pizzas, tartes et crêpes salées	Tarte au maroilles ou Flamiche au maroilles
12036	fromages	Maroilles, sans précision
1015	boisson alcoolisées	Marsala
4035	pommes de terre et autres tubercules	Pomme de terre noisette, surgelée, cuite
4013	pommes de terre et autres tubercules	Pomme de terre noisette, surgelée, crue
4041	plats composés	Aligot (purée de pomme de terre à la tomme fraîche)
11054	sauces	Mayonnaise (70% MG min.)
11205	sauces	Sauce rouille, préemballée
11079	sauces	Mayonnaise à teneur réduite en matière grasse ou Mayonnaise allégée
42000	denrées destinées à une alimentation particulière	Substitut de repas hypocalorique, crème dessert
42005	denrées destinées à une alimentation particulière	Substitut de repas hypocalorique, poudre reconstituée avec lait écrémé, type milk-shake
42004	denrées destinées à une alimentation particulière	Substitut de repas hypocalorique, poudre reconstituée avec lait écrémé
42003	denrées destinées à une alimentation particulière	Substitut de repas hypocalorique, prêt à boire
25211	plats composés	Boulettes au bœuf, à la sauce tomate
25402	feuilletées et autres entrées	Feuilleté ou Friand à la viande
25551	feuilletées et autres entrées	Beignet de viande, volaille ou poisson, fait maison
26206	poissons crus	Bar commun ou loup (Méditerranée), cru, élevage
26205	poissons crus	Bar commun ou loup (Méditerranée), cru, sauvage
10026	mollusques et crustacés crus	Moule de Méditerranée, crue
26084	poissons crus	Cardine franche, crue
31092	confiseries non chocolatées	Calissons d'Aix en Provence
13026	fruits	Melon cantaloup (par ex.: Charentais, de Cavaillon) pulpe, cru
13742	fruits	Melon miel ou melon honeydew, pulpe, cru
30155	charcuteries	Merguez, boeuf et mouton, cuite
30156	charcuteries	Merguez, boeuf et mouton, crue
30154	charcuteries	Merguez, bœuf, mouton et porc, crue
30153	charcuteries	Merguez, porc et bœuf, crue
30152	charcuteries	Merguez, pur bœuf, crue
30150	charcuteries	Merguez, crue
24520	céréales de petit-déjeuner et biscuits	Meringue
20272	légumes	Mesclun ou salade, mélange de jeunes pousses
36318	autres produits à base de viande	Dinde, escalope viennoise ou milanaise ou escalope panée
31084	chocolats et produits à base de chocolat	Chocolat au lait fourré au praliné, tablette
31004	chocolats et produits à base de chocolat	Chocolat au lait, tablette
31018	chocolats et produits à base de chocolat	Chocolat au lait aux fruits secs (noisettes, amandes, raisins, praline), tablette
31009	chocolats et produits à base de chocolat	Chocolat au lait aux céréales croustillantes, tablette
31020	chocolats et produits à base de chocolat	Chocolat au lait sans sucres ajoutés, avec édulcorants, tablette
31079	chocolats et produits à base de chocolat	Chocolat au lait fourré
19679	produits laitiers frais et assimilés	Lait gélifié aromatisé, nappé caramel, rayon frais
19683	produits laitiers frais et assimilés	Lait gélifié aromatisé, allégé en matière grasse et en sucre, rayon frais
19680	produits laitiers frais et assimilés	Lait gélifié aromatisé, rayon frais
7712	pains et viennoiseries	Pain au lait aux pépites de chocolat, préemballé
7710	pains et viennoiseries	Pain au lait, artisanal
7711	pains et viennoiseries	Pain au lait, préemballé
19044	laits	Lait en poudre, demi-écrémé
19054	laits	Lait en poudre, écrémé
19021	laits	Lait en poudre, entier
19042	laits	Lait demi-écrémé, pasteurisé
19060	laits	Lait demi-écrémé, à teneur réduite en lactose
19041	laits	Lait demi-écrémé, UHT
19049	laits	Lait demi-écrémé, UHT, enrichi en vitamines
19051	laits	Lait écrémé, pasteurisé
19050	laits	Lait écrémé, UHT
19024	laits	Lait entier, pasteurisé
19023	laits	Lait entier, UHT
39001	produits laitiers frais et assimilés	Milk-shake, provenant de fast food
31100	céréales de petit-déjeuner et biscuits	Barre céréalière pour petit déjeuner au lait, chocolatée ou non, enrichie en vitamines et minéraux
24666	gâteaux et pâtisseries	Mille-feuille
9555	farines et pâtes à tarte	Farine de millet
9331	pâtes, riz et céréales	Mil, cuit, non salé
9330	pâtes, riz et céréales	Mil entier, cru
12742	fromages	Mimolette extra-vieille
12740	fromages	Mimolette, sans précision
12737	fromages	Mimolette demi-vieille
12738	fromages	Mimolette vieille
12735	fromages	Mimolette jeune
76006	eaux	Eau minérale Arcens, embouteillée, gazeuse, moyennement minéralisée (Arcens, 07)
76007	eaux	Eau minérale Ardesy, embouteillée, gazeuse, fortement minéralisée (Ardes, 63)
76008	eaux	Eau minérale Auvergne, embouteillée, gazeuse, fortement minéralisée (Cornillon, 38)
76002	eaux	Eau minérale Aizac, embouteillée, gazeuse, faiblement minéralisée (Aizac, 07)
76061	eaux	Eau minérale Badoit, embouteillée, gazeuse, moyennement minéralisée (St-Galmier, 42)
76013	eaux	Eau minérale Chateauneuf, embouteillée, gazeuse, fortement minéralisée (Chateauneuf, 63)
76014	eaux	Eau minérale Chateldon, embouteillée, gazeuse, fortement minéralisée (Chateldon, 63)
76083	eaux	Eau minérale Cilaos, embouteillée, gazeuse, fortement minéralisée (Cilaos, 974)
76018	eaux	Eau minérale Didier, embouteillée, gazeuse, fortement minéralisée (Martinique)
76023	eaux	Eau minérale Hydroxydase, embouteillée, gazeuse, fortement minéralisée (Le Breuil sur Couze, 63)
76088	eaux	Eau minérale Nessel, embouteillée, gazeuse, moyennement minéralisée (Soultzmatt, 68)
76089	eaux	Eau minérale Ogeu, embouteillée, gazeuse, faiblement minéralisée (Ogeu-les-Bains, 64)
76030	eaux	Eau minérale Orezza, embouteillée, gazeuse, moyennement minéralisée (Rapaggio, 20B)
76031	eaux	Eau minérale Parot, embouteillée, gazeuse, moyennement minéralisée (St-Romain-le-Puy, 42)
76060	eaux	Eau minérale Perrier, embouteillée, gazeuse, faiblement minéralisée (Vergèse, 30)
76034	eaux	Eau minérale Puits St-Georges, embouteillée, gazeuse, moyennement minéralisée (St-Romain-le-Puy, 42)
76035	eaux	Eau minérale Quézac, embouteillée, gazeuse, moyennement minéralisée (Quézac, 48)
76036	eaux	Eau minérale Reine des basaltes, embouteillée, gazeuse, moyennement minéralisée (Asperjoc, 07)
76037	eaux	Eau minérale Rozana, embouteillée, gazeuse, fortement minéralisée (Beauregard, 63)
76039	eaux	Eau minérale Salvetat, embouteillée, gazeuse, moyennement minéralisée (La Salvetat, 34)
76075	eaux	Eau minérale San Pellegrino, embouteillée, gazeuse, moyennement minéralisée (Italie)
76040	eaux	Eau minérale Soultzmatt , embouteillée, gazeuse, moyennement minéralisée ( Soultzmatt, 68)
76092	eaux	Eau minérale St-Alban, embouteillée, gazeuse, moyennement minéralisée (St-Alban, 42)
76046	eaux	Eau minérale St-Diéry, embouteillée, gazeuse, fortement minéralisée (St-Diéry, 63)
76093	eaux	Eau minérale St-Géron, embouteillée, gazeuse, moyennement minéralisée (St-Géron, 43)
76094	eaux	Eau minérale St-Michel-de-Mourcairol, embouteillée, gazeuse, moyennement minéralisée (Les Aires, 34)
76049	eaux	Eau minérale St-Yorre, embouteillée, gazeuse, fortement minéralisée (Saint-Yorre, 03)
76047	eaux	Eau minérale Ste-Marguerite, embouteillée, gazeuse, moyennement minéralisée (St-Maurice, 63)
76096	eaux	Eau minérale Vals, embouteillée, gazeuse, moyennement minéralisée (Vals-les-Bains, 07)
76053	eaux	Eau minérale Ventadour, embouteillée, gazeuse, faiblement minéralisée (Le Pestrin, 07)
76054	eaux	Eau minérale Vernet, embouteillée, gazeuse, faiblement minéralisée (Prades, 07)
76024	eaux	Eau minérale Vernière, embouteillée, gazeuse, moyennement minéralisée (Les Aires, 34)
76055	eaux	Eau minérale Vichy Célestins, embouteillée, gazeuse, fortement minéralisée (Saint-Yorre, 03)
76058	eaux	Eau minérale Volvic active, embouteillée, gazeuse, faiblement minéralisée (Volvic, 63)
76000	eaux	Eau minérale Abatilles, embouteillée, non gazeuse, faiblement minéralisée (Arcachon, 33)
76001	eaux	Eau minérale Aix-les-Bains, embouteillée, non gazeuse, faiblement minéralisée (Aix-les-Bains, 73)
76004	eaux	Eau minérale Amanda, embouteillée, non gazeuse, fortement minéralisée (St-Amand, 59)
76079	eaux	Eau minérale Appollinaris, embouteillée, non gazeuse, fortement minéralisée (Allemagne)
76062	eaux	Eau minérale Avra, embouteillée, non gazeuse, faiblement minéralisée (Grèce)
76063	eaux	Eau minérale Beckerich, embouteillée, non gazeuse, faiblement minéralisée (Luxembourg)
76081	eaux	Eau minérale Biovive, embouteillée, non gazeuse, faiblement minéralisée (Dax, 40)
76064	eaux	Eau minérale Caramulo, embouteillée, non gazeuse, très faiblement minéralisée (Portugal)
76010	eaux	Eau minérale Celtic, embouteillée, gazeuse ou non gazeuse, très faiblement minéralisée (Niederbronn, 67)
76011	eaux	Eau minérale Chambon, embouteillée, non gazeuse, faiblement minéralisée (Chambon, 45)
76012	eaux	Eau minérale Chantemerle, embouteillée, non gazeuse, faiblement minéralisée (Le Pestrin, 07)
76065	eaux	Eau minérale Chaudfontaine, embouteillée, non gazeuse, faiblement minéralisée (Belgique)
76066	eaux	Eau minérale Christinen Brunnen, embouteillée, non gazeuse, moyennement minéralisée (Allemagne)
76015	eaux	Eau minérale Clos de l'Abbaye, embouteillée, non gazeuse, moyennement minéralisée (St-Amand, 59)
76016	eaux	Eau minérale Contrex, embouteillée, non gazeuse, fortement minéralisée (Contrexéville, 88)
76067	eaux	Eau minérale Courmayeur, embouteillée, non gazeuse, fortement minéralisée (Italie)
76017	eaux	Eau minérale Dax, embouteillée, non gazeuse, moyennement minéralisée (Dax, 40)
76019	eaux	Eau minérale Didier, embouteillée non gazeuse, fortement minéralisée (Martinique)
76020	eaux	Eau minérale Evian, embouteillée, non gazeuse, faiblement minéralisée (Evian, 74)
76022	eaux	Eau minérale Hépar, embouteillée, non gazeuse, fortement minéralisée (Vittel, 88)
76068	eaux	Eau minérale Highland spring, embouteillée, non gazeuse, faiblement minéralisée (Écosse)
76082	eaux	Eau minérale La Cairolle, embouteillée, non gazeuse, fortement minéralisée (Les Aires, 34)
76085	eaux	Eau minérale La Française, embouteillée, non gazeuse, fortement minéralisée (Propiac, 26)
76069	eaux	Eau minérale Levissima, embouteillée, non gazeuse, faiblement minéralisée (Italie)
76025	eaux	Eau minérale Luchon, embouteillée, non gazeuse, faiblement minéralisée (Luchon, 31)
76070	eaux	Eau minérale Luso, embouteillée, non gazeuse, très faiblement minéralisée (Portugal)
76086	eaux	Eau minérale Montcalm, embouteillée, non gazeuse, très faiblement minéralisée (Auzat, 09)
76087	eaux	Eau minérale Montclar, embouteillée, non gazeuse, faiblement minéralisée (Montclar, 04)
76071	eaux	Eau minérale Néro, embouteillée, non gazeuse, faiblement minéralisée (Grèce)
76090	eaux	Eau minérale Ogeu, embouteillée, non gazeuse, faiblement minéralisée (Ogeu-les-Bains, 64)
76029	eaux	Eau minérale Orée du bois, embouteillée, non gazeuse, moyennement minéralisée (St-Amand, 59)
76072	eaux	Eau minérale Penacova, embouteillée, non gazeuse, très faiblement minéralisée (Portugal)
76032	eaux	Eau minérale Plancoet, embouteillée, gazeuse ou non gazeuse, faiblement minéralisée (Plancoet, 22)
76091	eaux	Eau minérale Prince Noir, embouteillée, non gazeuse, fortement minéralisée (St-Antonin-Noble-Val, 82)
76033	eaux	Eau minérale Propiac, embouteillée, non gazeuse, fortement minéralisée (Propiac, 26)
76038	eaux	Eau minérale Sail-les-Bains, embouteillée, non gazeuse, faiblement minéralisée (Sail-les-Bains, 42)
76076	eaux	Eau minérale Spa-Reine, embouteillée, gazeuse ou non non gazeuse, moyennement minéralisée (Belgique)
