alim_grp_code,alim_ssgrp_code,alim_ssssgrp_code,alim_grp_nom_eng,alim_ssgrp_nom_eng,alim_ssssgrp_nom_eng,alim_code,alim_nom_eng,alim_nom_sci,"Energy, Regulation EU No 1169/2011 (kJ/100g)","Energy, Regulation EU No 1169/2011 (kcal/100g)","Energy, N x Jones' factor, with fibres (kJ/100g)","Energy, N x Jones' factor, with fibres (kcal/100g)",Water (g/100g),Protein (g/100g),"Protein, crude, N x 6.25 (g/100g)",Carbohydrate (g/100g),Fat (g/100g),Sugars (g/100g),fructose (g/100g),galactose (g/100g),glucose (g/100g),lactose (g/100g),maltose (g/100g),sucrose (g/100g),Starch (g/100g),Fibres (g/100g),Polyols (g/100g),Ash (g/100g),Alcohol (g/100g),Organic acids (g/100g),FA saturated (g/100g),FA mono (g/100g),FA poly (g/100g),FA 4:0 (g/100g),FA 6:0 (g/100g),FA 8:0 (g/100g),FA 10:0 (g/100g),FA 12:0 (g/100g),FA 14:0 (g/100g),FA 16:0 (g/100g),FA 18:0 (g/100g),FA 18:1 n-9 cis (g/100g),"FA 18:2 9c,12c (n-6) (g/100g)","FA 18:3 c9,c12,c15 (n-3) (g/100g)","FA 20:4 5c,8c,11c,14c (n-6) (g/100g)","FA 20:5 5c,8c,11c,14c,17c (n-3) EPA (g/100g)","FA 22:6 4c,7c,10c,13c,16c,19c (n-3) DHA (g/100g)",Cholesterol (mg/100g),Salt (g/100g),Calcium (mg/100g),Chloride (mg/100g),Copper (mg/100g),Iron (mg/100g),Iodine (µg/100g),Magnesium (mg/100g),Manganese (mg/100g),Phosphorus (mg/100g),Potassium (mg/100g),Selenium (µg/100g),Sodium (mg/100g),Zinc (mg/100g),Retinol (µg/100g),Beta-carotene (µg/100g),Vitamin D (µg/100g),Vitamin E (mg/100g),Vitamin K1 (µg/100g),Vitamin K2 (µg/100g),Vitamin C (mg/100g),Vitamin B1 or Thiamin (mg/100g),Vitamin B2 or Riboflavin (mg/100g),Vitamin B3 or Niacin (mg/100g),Vitamin B5 or Pantothenic acid (mg/100g),Vitamin B6 (mg/100g),Vitamin B9 or Folate (µg/100g),Vitamin B12 (µg/100g)
20,2003,000000,"vegetables, algae and derived products",root vegetables and tubers,,F013,"Sweet potato, brown skin",Ipomoea batatas,456,109,-,-,69.21,1.33,1.33,24.25,0.26,3.64,0.46,-,0.71,-,-,2.47,18.82,3.99,-,0.96,-,0.803,0.0661,0.0041,0.116,-,-,-,-,0.00739,-,0.04829,0.01042,0.0041,0.09629,0.01952,-,-,-,-,0.07518,27.5,-,0.17,0.35,-,17.37,0.28,42.96,345,-,29.6,0.16,-,5376,1.26,0.01,3,-,17.94,0.07,0.04,0.67,0.89,0.12,15.62,-
20,2003,000000,"vegetables, algae and derived products",root vegetables and tubers,,F014,"Sweet potato, pink skin",Ipomoea batatas,452,108,-,-,69.58,1.27,1.27,23.93,0.33,4.03,0.9,-,0.97,-,-,2.16,19.88,3.94,-,0.95,-,0.5249,0.101,0.00935,0.18,-,-,-,-,0.01117,-,0.07286,0.01706,0.00935,0.154,0.02592,-,-,-,-,0.07376,28.93,-,0.15,0.51,-,21.05,0.2,37.6,329,-,29.04,0.14,-,11.12,1.64,0.01,3.5,-,22.2,0.06,0.04,0.69,0.56,0.09,14.44,-
20,2003,000000,"vegetables, algae and derived products",root vegetables and tubers,,F015,Tapioca,Manihot esculenta,334,79.83,-,-,75.23,1.03,1.03,17.81,0.2,2.14,0.13,-,0.29,-,-,1.72,15.36,4.61,-,1.12,-,0.03775,0.0595,0.0092,0.09129,-,-,-,-,0.00359,-,0.0421,0.01382,0.0092,0.07847,0.01283,-,-,-,-,0.02758,25.89,-,0.19,0.81,-,23.08,0.2,42.55,255,0.07,10.86,0.17,-,-,0.13,0.19,2.8,-,-,-,-,-,-,-,-,-
20,2003,000000,"vegetables, algae and derived products",root vegetables and tubers,,F016,Water Chestnut,Eleocharis dulcis,400,95.6,-,-,73.34,0.86,0.86,21.46,0.37,1.95,0.12,-,0.32,-,-,1.51,15.93,3.02,-,0.95,-,0.0252,0.08742,0.105,0.104,-,-,-,-,0.00029,0.00182,0.065,0.01452,0.1,0.09781,0.00616,-,-,-,-,0.03322,37.15,-,0.19,0.77,-,57.43,0.57,62.83,382,2.43,13.08,0.67,-,-,1.2,0.09,3.5,-,5.26,0.02,0.02,0.74,0.52,0.13,9.8,-
20,2003,000000,"vegetables, algae and derived products",root vegetables and tubers,,F017,"Yam, elephant",Amorphophallus campanulatus,353,84.37,-,-,74.39,2.56,2.56,17.46,0.14,1.58,0.7,-,0.16,-,-,0.72,14.36,4.17,-,1.29,-,0.4981,0.03572,0.00675,0.07352,-,-,-,-,-,-,0.03101,0.00472,0.00675,0.05708,0.01644,-,-,-,-,0.0364,46.91,-,0.17,1.22,-,33.51,0.28,43.06,501,0.59,14.33,0.26,-,176,1.3,0.34,4.8,-,15.22,0.04,0.05,0.61,0.23,0.22,20.54,-
20,2003,000000,"vegetables, algae and derived products",root vegetables and tubers,,F018,"Yam, ordinary",-,349,83.41,-,-,74.28,2.18,2.18,17.65,0.17,1.15,0.42,-,0.11,-,-,0.62,14.94,4.08,-,1.64,-,0.6267,0.04263,0.01304,0.07234,-,-,-,-,-,-,0.03942,0.00321,0.01304,0.05632,0.01602,-,-,-,-,0.03881,16.19,-,0.23,0.77,-,30.4,0.14,49.46,463,0.57,15.28,0.33,-,158,0.23,0.39,5.5,-,13.88,0.04,0.02,0.56,0.32,0.17,15.68,-
20,2003,000000,"vegetables, algae and derived products",root vegetables and tubers,,F019,"Yam, wild",Dioscorea villosa,430,102.8,-,-,69.35,3.07,3.07,20.95,0.3,1.54,0.62,-,0.12,-,-,0.8,15.35,4.57,-,1.76,-,0.4458,0.07951,0.02266,0.142,-,-,-,-,-,-,0.06783,0.01168,0.02266,0.111,0.03093,-,-,-,-,0.03251,44.13,-,0.21,1.04,-,31.75,0.37,55.94,654,0.56,12.8,0.31,-,230,1.18,0.53,6,-,14.06,0.121,0.015,0.7,0.23,0.2,21.01,-
11,1100,000000,"seasonings, sauces and condiments",spices and herbs,,G001,"Chillies, green-1",Capsicum annum,191,45.65,-,-,84.47,2.62,2.62,6.32,0.73,0.72,0.54,-,0.16,-,-,0.02,2.31,4.86,-,1.01,-,0.1823,0.126,0.03819,0.428,-,-,-,-,-,0.00496,0.09078,0.02064,0.03447,0.384,0.04399,-,-,-,-,0.008433,24.1,-,0.19,1.46,-,34.72,0.29,62.16,431,-,3.32,0.31,-,31.69,-,-,-,-,-,-,-,-,-,-,-,-
11,1100,000000,"seasonings, sauces and condiments",spices and herbs,,G002,"Chillies, green-2",Capsicum annum,167,39.91,-,-,85.72,2.28,2.28,5.27,0.75,1.06,0.93,-,0.11,-,-,0.02,1.96,5.13,-,0.85,-,-,0.131,0.03339,0.433,-,-,-,-,-,0.0062,0.09142,0.02154,0.02854,0.391,0.04173,-,-,-,-,0.006274,16.86,-,0.15,1.24,-,27.54,0.27,51.72,321,-,2.47,0.26,-,232,3.49,0.27,19.51,-,-,-,-,-,-,-,-,-
11,1100,000000,"seasonings, sauces and condiments",spices and herbs,,G003,"Chillies, green-3",Capsicum annum,169,40.39,-,-,85.59,2.38,2.38,5.23,0.75,0.55,0.45,-,0.08,-,-,0.02,1.85,5.1,-,0.95,-,0.1845,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.006502,18.04,-,0.14,1.25,-,29.9,0.27,50.24,317,-,2.56,0.27,-,158,3.17,0.26,18.05,-,93.63,0.09,0.11,0.87,0.24,0.24,20.45,-
11,1100,000000,"seasonings, sauces and condiments",spices and herbs,,G004,"Chillies, green-4",Capsicum annum,190,45.41,-,-,85.29,2.33,2.33,6.63,0.74,0.62,0.47,-,0.14,-,-,0.01,1.65,4.15,-,0.87,-,0.1754,0.148,0.02925,0.412,-,-,-,-,-,0.00602,0.09227,0.02974,0.02406,0.364,0.04737,-,-,-,-,0.004928,15.87,-,0.16,1.08,-,29.74,0.29,42.79,318,-,1.94,0.28,-,67.84,2.87,0.3,22.16,-,102,0.09,0.12,0.9,0.23,0.18,15.92,-
11,1100,000000,"seasonings, sauces and condiments",spices and herbs,,G005,"Chillies, green-5",Capsicum annum,180,43.02,-,-,85.93,2.01,2.01,6.64,0.65,0.46,0.42,-,0.02,-,-,0.02,1.84,3.95,-,0.82,-,0.1959,0.109,0.02697,0.384,-,-,-,-,-,0.00426,0.07639,0.01831,0.0231,0.342,0.0426,-,-,-,-,0.005563,15.31,-,0.12,0.93,-,23.96,0.25,44.35,317,-,2.19,0.31,-,45.41,3.26,0.25,15.7,-,97.77,0.08,0.16,1.06,0.2,0.2,17.75,-
11,1100,000000,"seasonings, sauces and condiments",spices and herbs,,G006,"Chillies, green-6",Capsicum annum,175,41.83,-,-,84.93,3.01,3.01,5.31,0.64,0.59,0.43,-,0.15,-,-,0.01,1.7,5.15,-,0.96,-,0.1771,0.121,0.02757,0.363,-,-,-,-,-,0.00814,0.08061,0.01897,0.0229,0.329,0.03457,-,-,-,-,0.006172,-,-,-,-,-,34.8,0.33,56.05,340,-,2.43,0.29,-,508,2.19,0.31,18,-,108,0.07,0.13,0.92,0.27,0.29,18.87,-
11,1100,000000,"seasonings, sauces and condiments",spices and herbs,,G007,"Chillies, green-7",Capsicum annum,163,38.96,-,-,85.83,2.12,2.12,5.61,0.6,0.73,0.66,-,0.05,-,-,0.02,2.48,4.95,-,0.9,-,0.195,0.102,0.02966,0.332,-,-,-,-,-,0.00428,0.06501,0.02157,0.02577,0.303,0.02891,-,-,-,-,0.00508,16.85,-,0.09,1.23,-,26.71,0.28,45.58,319,-,2,0.17,-,44,2.43,0.22,19.5,-,112,0.08,0.11,0.8,0.24,0.22,19.39,-
11,1100,000000,"seasonings, sauces and condiments",spices and herbs,,G008,"Chillies, green - all varieties",Capsicum annum,177,42.3,-,-,85.39,2.36,2.36,5.86,0.72,0.68,0.55,-,0.11,-,-,0.02,1.96,4.77,-,0.91,-,0.1843,0.129,0.0322,0.413,-,-,-,-,-,0.00558,0.08825,0.02268,0.02788,0.37,0.04314,-,-,-,-,0.00635,-,-,-,-,-,29.51,0.28,50.91,341,-,2.5,0.27,-,125,3.11,0.27,19.18,-,94.07,0.09,0.11,0.89,0.22,0.28,21.5,-
11,1100,000000,"seasonings, sauces and condiments",spices and herbs,,G009,"Coriander, leaves",Coriandrum sativum,-,-,-,-,-,-,-,-,-,0.18,0.07,-,0.06,-,-,0.05,1.06,-,-,-,-,0.6359,0.228,0.00906,0.32,-,-,-,-,-,0.01814,0.144,0.04906,0.00831,0.151,0.169,-,-,-,-,0.09398,-,-,-,-,-,72.68,0.96,64.69,546,0.45,37,0.68,-,3808,-,-,-,-,23.87,0.09,0.05,0.73,0.63,0.19,51.01,-
11,1100,000000,"seasonings, sauces and condiments",spices and herbs,,G010,Curry leaves,Murraya koenigii,266,63.58,-,-,65.33,7.41,7.41,4.51,1.06,-,-,-,-,-,-,-,-,16.83,-,4.86,-,0.1194,0.267,0.04457,0.569,-,-,-,-,-,-,0.236,0.0308,0.04457,0.152,0.417,-,-,-,-,0.0474,659,-,0.46,8.67,-,182,1.23,83.29,584,17.25,18.66,1.18,-,7663,-,-,-,-,6.04,0.07,0.13,0.85,0.51,0.57,117,-
11,1100,000000,"seasonings, sauces and condiments",spices and herbs,,G011,"Garlic, big cloves",Allium sativum,518,123.8,-,-,64.38,6.92,6.92,21.93,0.16,5.97,4.2,-,1.2,-,-,0.57,14.84,5.22,-,1.4,-,0.02142,0.03352,0.01424,0.0669,-,-,-,-,-,-,0.02656,0.00316,0.01424,0.06062,0.00628,-,-,-,-,0.02393,20.08,-,0.19,1.05,-,27.08,0.34,119,430,-,9.42,0.89,-,-,-,-,-,-,12.62,0.2,0.25,0.38,1.57,0.56,85.77,-
11,1100,000000,"seasonings, sauces and condiments",spices and herbs,,G012,"Garlic, small cloves",Allium sativum,514,122.8,-,-,64.42,6.75,6.75,21.84,0.14,-,-,-,-,-,-,-,-,5.47,-,1.38,-,0.02433,0.03263,0.01355,0.06182,-,-,-,-,-,-,0.02514,0.00341,0.01355,0.05695,0.00486,-,-,-,-,0.02682,17.63,-,0.11,0.88,-,25.78,0.32,116,453,0.37,10.56,0.81,-,-,1.97,0.06,3.2,-,13.57,0.2,0.23,0.36,1.51,0.77,78.82,-
11,1100,000000,"seasonings, sauces and condiments",spices and herbs,,G013,"Garlic, single clove, Kashmir",Allium sativum,523,125,-,-,64.49,6.12,6.12,23.46,0.16,3.73,1.21,-,1.05,-,-,1.47,17.53,4.01,-,1.76,-,0.02023,0.03476,0.01083,0.0824,-,-,-,-,-,-,-,-,-,0.0731,0.00931,-,-,-,-,0.02253,19,-,0.23,1.01,-,41.13,0.13,128,584,0.43,8.87,0.66,-,-,2.89,0.05,4.5,-,15.38,0.25,0.22,0.42,1.86,0.97,92.25,-
11,1100,000000,"seasonings, sauces and condiments",spices and herbs,,G014,Ginger fresh,Zingiber officinale,230,54.97,-,-,81.27,2.22,2.22,8.97,0.85,1.32,1,-,0.15,-,-,0.17,3.8,5.36,-,1.33,-,0.00954,0.231,0.06797,0.381,-,-,-,-,-,-,-,-,-,0.302,0.07899,-,-,-,-,0.02548,18.88,-,0.13,1.9,-,54.66,3.85,44.36,407,-,10.03,0.39,-,88.85,4.09,0.32,25.55,-,-,-,-,-,-,-,-,-
11,1100,000000,"seasonings, sauces and condiments",spices and herbs,,G015,"Mango, ginger",Curcuma amada,177,42.3,-,-,84.55,1.45,1.45,6.98,0.7,2.42,1.11,-,0.81,-,-,0.5,1.79,4.74,-,1.57,-,0.09082,0.177,0.05226,0.334,-,-,-,-,-,-,-,-,-,0.256,0.07826,-,-,-,-,0.014,13.74,-,0.1,2.31,-,36.86,1.52,68.33,384,-,5.51,0.47,-,76.62,3.1,0.59,27.71,-,1.62,0.02,0.07,0.45,0.26,0.18,22.62,-
11,1100,000000,"seasonings, sauces and condiments",spices and herbs,,G016,Mint leaves,Mentha spicata,155,37.05,-,-,84.24,4.66,4.66,2.39,0.65,-,-,-,-,-,-,-,-,5.89,-,2.18,-,0.07171,0.125,0.01323,0.352,-,-,-,-,-,0.00218,0.105,0.01759,0.01323,0.06509,0.286,-,-,-,-,0.04285,205,-,0.37,8.56,-,110,1.06,65.25,539,10.79,16.87,0.75,-,4602,3.37,0.46,164,-,17.16,0.02,0.19,0.74,0.34,0.17,106,-
11,1100,000000,"seasonings, sauces and condiments",spices and herbs,,G017,"Onion, big",Allium cepa,201,48.04,-,-,85.76,1.5,1.5,9.56,0.24,5.88,1.89,-,1.47,-,-,2.52,0.8,2.45,-,0.5,-,0.5437,0.06081,0.03936,0.107,-,-,-,-,-,-,0.04796,0.00465,0.03936,0.1,0.00663,-,-,-,-,0.01397,21.03,-,0.11,0.43,-,17.96,0.24,32.34,171,0.35,5.5,0.35,-,1.08,0.73,0.05,4.5,-,6.69,0.04,0.01,0.34,0.3,0.1,28.88,-
11,1100,000000,"seasonings, sauces and condiments",spices and herbs,,G018,"Onion, small",Allium cepa,237,56.64,-,-,84.67,1.82,1.82,11.58,0.16,5.62,1.44,-,1.63,-,-,2.55,0.75,1.16,-,0.61,-,0.3281,0.04101,0.01583,0.07116,-,-,-,-,-,-,0.03207,0.00408,0.01583,0.0666,0.00455,-,-,-,-,0.01031,19.92,-,0.07,0.53,-,15.16,0.11,39.65,160,1.02,4.06,0.24,-,1.1,0.12,0.06,5.3,-,10.96,0.07,0.02,0.21,0.14,0.12,29.68,-
11,1100,000000,"seasonings, sauces and condiments",spices and herbs,,G019,Asafoetida,-,1387,331.5,-,-,9.42,6.34,6.34,71.95,1.26,0.93,0.21,-,0.47,-,-,0.25,36.83,5.13,-,5.9,-,0.00847,0.242,0.25,0.514,-,-,-,-,-,0.00504,0.191,0.04589,0.236,0.47,0.04379,-,-,-,-,0.04074,266,-,0.22,15.68,-,96.4,2.96,69.09,245,13.42,16.04,0.98,-,6.42,12.59,0.77,46.56,-,-,0.82,0.01,0.43,0.14,0.02,26.28,-
11,1100,000000,"seasonings, sauces and condiments",spices and herbs,,G020,"Cardamom, green",Elettaria cardamomum,1067,255,-,-,11.24,8.1,8.1,47.76,2.6,4.28,1.84,-,1.89,-,-,0.55,29.47,23.1,-,7.21,-,0.1023,0.624,0.891,0.583,-,-,-,-,-,-,0.557,0.0667,0.858,0.411,0.172,-,-,-,-,0.0394,378,-,0.92,8.33,-,330,37.98,132,1262,11.71,15.51,3.71,-,21.91,43.72,0.77,6.81,-,-,0.12,0.07,1.13,0.27,0.15,2.85,-
11,1100,000000,"seasonings, sauces and condiments",spices and herbs,,G021,"Cardamom, black",Elettaria cardamomum,1132,270.6,-,-,6.69,6.69,6.69,52.53,2.8,2.3,1.37,-,0.76,-,-,0.17,29.04,23.46,-,7.84,-,0.1997,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.04127,312,-,0.75,7.94,-,286,30.25,117,1331,3.99,16.25,4.75,-,77.48,43.55,1.1,5.74,-,-,0.05,0.13,0.52,0.27,0.2,4.96,-
11,1100,000000,"seasonings, sauces and condiments",spices and herbs,,G022,"Chillies, red",Capsicum annum,990,236.6,-,-,14.57,12.69,12.69,29.46,6.4,-,-,-,-,-,-,-,-,31.15,-,5.73,-,0.1047,1.141,0.718,3.263,-,-,-,-,-,0.06026,0.89,0.141,0.646,3.081,0.182,-,-,-,-,0.0494,99.83,-,0.87,6.23,-,231,1.45,280,2245,18.83,19.45,1.66,-,1542,24.36,0.98,274,-,-,0.46,0.83,6.94,0.57,0.42,51.5,-
11,1100,000000,"seasonings, sauces and condiments",spices and herbs,,G023,Cloves,Syzygium aromaticum,781,186.7,-,-,26.49,5.86,5.86,18.73,8.41,2.11,1.68,-,0.43,-,-,-,8.57,34.52,-,5.99,-,0.6247,2.679,0.605,3.428,-,-,-,-,-,-,2.02,0.659,0.605,2.737,0.691,-,-,-,-,0.4648,567,-,0.54,9.41,-,334,61.86,83.1,1434,7.75,183,1.13,-,73.51,45.07,0.77,161,-,-,0.53,0.22,1.15,0.36,0.03,32.81,-
11,1100,000000,"seasonings, sauces and condiments",spices and herbs,,G024,Coriander Seeds,Coriandrum sativum,1125,268.9,-,-,8.72,10.66,10.66,12.98,17.47,2.38,1.61,-,0.77,-,-,-,6.07,44.81,-,5.36,-,0.07388,0.952,10.77,2.247,-,-,-,-,-,0.05498,0.631,0.141,10.7,2.203,0.04401,-,-,-,-,0.0874,718,-,1.46,17.64,-,343,2.81,293,1473,6.34,34.41,3.91,-,122,1.31,1.01,35.7,-,-,0.19,0.23,1.2,0.28,0.04,22.07,-
11,1100,000000,"seasonings, sauces and condiments",spices and herbs,,G025,Cumin seeds,Cuminum cyminum,1274,304.5,-,-,10.59,13.91,13.91,22.62,16.64,1.38,0.63,-,0.75,-,-,-,14.46,30.35,-,5.9,-,0.09014,0.619,8.379,4.313,-,-,-,-,-,-,0.5,0.0982,8.344,4.269,0.044,-,-,-,-,0.3175,878,-,1.14,20.58,-,442,4.21,382,1886,4.01,125,4.29,-,89.19,12.1,1.49,146,-,-,0.52,0.13,2.87,0.22,0.39,27.79,-
11,1100,000000,"seasonings, sauces and condiments",spices and herbs,,G026,Fenugreek seeds,Trigonella foenum graecum,983,234.9,-,-,7.82,25.41,25.41,10.57,5.72,0.55,0.31,-,0.12,-,0.01,0.11,3.66,47.55,-,2.93,-,0.00718,0.77,0.675,3.133,-,-,-,-,-,-,0.501,0.188,0.663,2.051,1.082,-,-,-,-,0.1021,-,-,-,-,-,167,1.6,435,891,9.98,40.2,3.8,-,142,1.98,0.02,1.5,-,-,0.28,0.14,1.19,0.27,0.77,51.11,-
11,1100,000000,"seasonings, sauces and condiments",spices and herbs,,G027,Mace,Myristica fragrans,1488,355.6,-,-,20.06,6.24,6.24,26.51,24.41,0.86,0.2,-,0.28,-,-,0.38,22.85,20.31,-,2.47,-,0.274,9.304,9.302,4.731,-,-,-,-,-,0.362,8.12,0.767,8.898,4.571,0.159,-,-,-,-,0.06901,174,-,1.9,22.69,-,207,2.12,110,623,7.24,27.17,1.16,-,2322,44.92,4.16,70.44,-,-,0.13,0.13,0.92,0.35,0.3,32.65,-
11,1100,000000,"seasonings, sauces and condiments",spices and herbs,,G028,Nutmeg,Myristica fragrans,1940,463.7,-,-,15.55,6.3,6.3,27.64,36.52,1.08,0.29,-,0.59,-,-,0.2,24.49,11.99,-,1.99,-,0.1474,3.359,1.637,0.379,-,-,-,-,0.783,-,2.372,0.204,1.562,0.299,0.0793,-,-,-,-,0.03635,-,-,-,-,-,212,3.42,207,474,7.33,14.31,1.45,-,15.37,46.67,1.21,60.92,-,-,0.04,0.05,0.51,0.33,0.1,74.78,-
11,1100,000000,"seasonings, sauces and condiments",spices and herbs,,G029,Omum,Trachyspermum ammi,1495,357.3,-,-,9.71,15.89,15.89,24.53,21.11,2.76,2.07,-,0.47,-,-,0.22,15.75,20.58,-,8.18,-,0.2523,1.112,13.88,5.193,-,-,-,-,-,0.01693,0.895,0.177,13.81,5.116,0.07671,-,-,-,-,0.07259,1034,-,1.24,13.65,-,273,6.86,329,1692,87.04,28.58,5.67,-,746,2.62,0.01,30.36,-,-,0.3,0.23,1.23,0.22,0.24,51.79,-
11,1100,000000,"seasonings, sauces and condiments",spices and herbs,,G030,Pippali,Piper longum,906,216.5,-,-,10.95,10.53,10.53,35.7,2.27,2.75,1.24,-,0.51,-,-,1,31.72,34.14,-,6.41,-,0.3135,0.602,0.327,0.885,-,-,-,-,-,-,0.436,0.165,0.289,0.587,0.299,-,-,-,-,0.04135,414,-,1.34,7.99,-,189,1.85,181,1852,20.51,16.28,1.52,-,545,118,0.03,93.45,-,-,0.06,0.14,1.06,0.23,0.6,66.45,-
11,1100,000000,"seasonings, sauces and condiments",spices and herbs,,G031,"Pepper, black",Piper nigrum,910,217.5,-,-,13.18,10.12,10.12,36.22,2.74,0.32,0.09,-,0.23,-,-,-,35.35,33.16,-,4.58,-,0.2725,0.654,0.463,1.076,-,-,-,-,-,-,0.548,0.106,0.463,0.818,0.258,-,-,-,-,0.06116,405,-,1.76,11.91,-,196,7.5,144,1487,12.13,24.08,1.24,-,767,25.68,1.27,171,-,-,0.06,0.09,0.85,0.3,0.27,21.89,-
11,1100,000000,"seasonings, sauces and condiments",spices and herbs,,G032,Poppy seeds,Papaver somniferum,1768,422.6,-,-,4.22,20.31,20.31,12.37,30.38,1.85,0.78,-,0.77,-,-,0.3,10.43,26.68,-,6.04,-,0.07037,2.074,2.353,13.85,-,-,-,-,-,-,-,-,-,13.74,0.106,-,-,-,-,0.06439,1372,-,2.05,10.13,-,393,7.14,804,646,7.68,25.35,6.38,-,3.51,33.92,1.67,95.18,-,-,-,-,-,-,-,-,-
11,1100,000000,"seasonings, sauces and condiments",spices and herbs,,G033,Turmeric powder,Curcuma domestica,1174,280.6,-,-,10.58,7.66,7.66,49.22,5.03,1.24,-,-,0.49,-,-,0.75,44.44,21.38,-,6.13,-,0.07666,1.634,0.448,1.94,-,-,-,-,-,-,0.769,0.691,0.448,1.563,0.377,-,-,-,-,0.062,122,-,0.44,46.08,-,260,8.09,276,2374,6.41,24.41,2.64,-,55.2,18.67,2.92,12.8,-,-,0.06,0.01,1.55,0.13,0.13,13.86,-
15,1500,000000,"nuts, oilseeds and derived products",nuts and oilseeds,,H001,Almond,Prunus amygdalus,2549,609.2,-,-,4.37,18.41,18.41,3.04,58.49,2.23,1.2,-,0.76,-,-,0.27,0.01,13.06,-,2.62,-,0.1122,4.358,38.34,13.21,-,-,-,-,-,0.03036,3.553,0.717,38.01,13.18,0.03204,-,-,-,-,0.00381,228,-,1.08,4.59,-,318,2.54,446,699,3.61,1.5,3.5,-,-,1.61,25.86,8.4,-,0.74,0.15,0.26,3.71,0.73,0.09,36.46,-
15,1500,000000,"nuts, oilseeds and derived products",nuts and oilseeds,,H002,"Arecanut, dried, brown",Areca catechu,1467,350.6,-,-,6.63,5.78,5.78,70.42,4.35,1.76,0.5,-,0.71,-,-,0.55,66.56,11.44,-,1.39,-,0.05712,2.605,0.466,0.403,-,-,-,-,0.524,1.527,0.487,0.0563,0.461,0.396,0.00742,-,-,-,-,0.03063,61,-,1.27,2.74,-,76.39,2.14,105,524,15.21,12.06,0.89,-,-,12.77,0.15,3.78,-,-,0.04,0.03,0.71,0.12,0.32,7.54,-
15,1500,000000,"nuts, oilseeds and derived products",nuts and oilseeds,,H003,"Arecanut, dried, red color",Areca catechu,1477,353,-,-,6.3,6.46,6.46,70.27,4.46,1.79,0.6,-,0.83,-,-,0.36,67.33,11.11,-,1.41,-,0.0567,1.674,0.987,0.918,-,-,-,-,0.236,0.833,0.498,0.0948,0.98,0.901,0.01678,-,-,-,-,0.04351,51,-,1.57,3.26,-,91.01,2.32,127,617,12.52,17.13,1.02,-,-,12.6,0.15,3.9,-,-,0.03,0.24,0.8,0.08,0.21,8.57,-
15,1500,000000,"nuts, oilseeds and derived products",nuts and oilseeds,,H004,"Arecanut, fresh",Areca catechu,1024,244.7,-,-,37.7,2.73,2.73,45,5.51,4.73,3.24,-,1.06,-,-,0.43,35.38,7.63,-,1.43,-,0.06398,3.389,0.599,0.522,-,-,-,-,0.586,2.093,0.628,0.06865,0.582,0.506,0.01567,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.03,0.06,3.71,-,-,0.038,0.031,0.74,0.21,0.25,26.51,-
15,1500,000000,"nuts, oilseeds and derived products",nuts and oilseeds,,H005,Cashew nut,Anacardium occidentale,2438,582.7,-,-,4.44,18.78,18.78,25.46,45.2,3.12,1.97,-,1.05,-,-,0.1,20.11,3.86,-,2.25,-,0.07012,7.816,27.91,7.482,-,-,-,-,-,-,4.033,3.447,27.68,7.427,0.05504,-,-,-,-,0.02286,34,-,2.23,5.95,-,307,1.78,500,635,13.08,9,5.34,-,-,3.85,1.6,1.83,-,-,0.61,0.03,1.03,1.4,0.16,25.2,-
15,1500,000000,"nuts, oilseeds and derived products",nuts and oilseeds,,H006,"Coconut, kernel, dry",Cocos nucifera,2611,624,-,-,3.97,7.27,7.27,8.01,63.26,6.94,1.37,-,1,-,-,4.57,-,15.88,-,1.61,-,-,43.14,3.71,0.929,-,-,-,2.674,24.52,10.24,4.322,1.373,3.71,0.929,-,-,-,-,-,0.04237,32,-,0.9,3.13,-,97.21,1.61,203,739,25.25,16.68,1.41,-,-,-,6.06,2.88,-,-,-,-,-,-,-,-,-
15,1500,000000,"nuts, oilseeds and derived products",nuts and oilseeds,,H007,"Coconut, kernel, fresh",Cocos nucifera,1711,408.9,-,-,36.14,3.84,3.84,6.3,41.38,6.2,1,-,0.89,-,-,4.31,-,10.42,-,1.93,-,0.136,28.05,2.449,0.639,-,-,-,1.699,15.44,6.736,3.067,1.043,2.434,0.639,-,-,-,-,-,0.02062,8,-,0.36,1.3,-,35,0.74,67.73,246,-,8.12,0.58,-,2.66,-,2.72,23.22,-,-,-,-,-,-,-,-,-
15,1500,000000,"nuts, oilseeds and derived products",nuts and oilseeds,,H008,"Garden cress, seeds",Lepidium sativum,1863,445.3,-,-,4.6,23.36,23.36,33.66,23.74,0.91,0.09,-,0.21,-,-,0.61,30.12,8.27,-,6.37,-,0.1242,4.101,8.131,10.46,-,-,-,-,-,0.03271,2.19,0.73,5.166,2.839,7.484,-,-,-,-,0.05547,318,-,0.51,17.2,-,307,2.87,539,952,54.41,21.84,4.83,-,-,1.92,1.07,24.66,-,-,0.52,0.15,5.67,0.28,0.05,30.92,-
