alim_grp_code,alim_ssgrp_code,alim_ssssgrp_code,alim_grp_nom_eng,alim_ssgrp_nom_eng,alim_ssssgrp_nom_eng,alim_code,alim_nom_eng,alim_nom_sci,"Energy, Regulation EU No 1169/2011 (kJ/100g)","Energy, Regulation EU No 1169/2011 (kcal/100g)","Energy, N x Jones' factor, with fibres (kJ/100g)","Energy, N x Jones' factor, with fibres (kcal/100g)",Water (g/100g),Protein (g/100g),"Protein, crude, N x 6.25 (g/100g)",Carbohydrate (g/100g),Fat (g/100g),Sugars (g/100g),fructose (g/100g),galactose (g/100g),glucose (g/100g),lactose (g/100g),maltose (g/100g),sucrose (g/100g),Starch (g/100g),Fibres (g/100g),Polyols (g/100g),Ash (g/100g),Alcohol (g/100g),Organic acids (g/100g),FA saturated (g/100g),FA mono (g/100g),FA poly (g/100g),FA 4:0 (g/100g),FA 6:0 (g/100g),FA 8:0 (g/100g),FA 10:0 (g/100g),FA 12:0 (g/100g),FA 14:0 (g/100g),FA 16:0 (g/100g),FA 18:0 (g/100g),FA 18:1 n-9 cis (g/100g),"FA 18:2 9c,12c (n-6) (g/100g)","FA 18:3 c9,c12,c15 (n-3) (g/100g)","FA 20:4 5c,8c,11c,14c (n-6) (g/100g)","FA 20:5 5c,8c,11c,14c,17c (n-3) EPA (g/100g)","FA 22:6 4c,7c,10c,13c,16c,19c (n-3) DHA (g/100g)",Cholesterol (mg/100g),Salt (g/100g),Calcium (mg/100g),Chloride (mg/100g),Copper (mg/100g),Iron (mg/100g),Iodine (µg/100g),Magnesium (mg/100g),Manganese (mg/100g),Phosphorus (mg/100g),Potassium (mg/100g),Selenium (µg/100g),Sodium (mg/100g),Zinc (mg/100g),Retinol (µg/100g),Beta-carotene (µg/100g),Vitamin D (µg/100g),Vitamin E (mg/100g),Vitamin K1 (µg/100g),Vitamin K2 (µg/100g),Vitamin C (mg/100g),Vitamin B1 or Thiamin (mg/100g),Vitamin B2 or Riboflavin (mg/100g),Vitamin B3 or Niacin (mg/100g),Vitamin B5 or Pantothenic acid (mg/100g),Vitamin B6 (mg/100g),Vitamin B9 or Folate (µg/100g),Vitamin B12 (µg/100g)
09,0900,000000,cereals and derived products,cereals and derived products,,A001,"Amaranth seed, black",Amaranthus cruentus,1490,356.1,-,-,9.89,14.59,14.59,59.98,5.74,0.88,0.1,-,0.22,-,0.1,0.46,55.83,7.02,-,2.78,-,0.05604,1.28,1.033,2.279,-,-,-,-,-,0.01564,1.043,0.155,1.02,2.259,0.02091,-,-,-,-,0.006858,181,-,0.81,9.33,-,325,5.29,374,433,16.46,2.7,2.66,-,-,58.67,0.17,1.8,-,-,0.04,0.04,0.45,0.24,0.5,27.44,-
09,0900,000000,cereals and derived products,cereals and derived products,,A002,"Amaranth seed, pale brown (Amaranthus Moricha guti",-,1489,355.9,-,-,9.2,13.27,13.27,61.46,5.56,0.8,0.1,-,0.22,-,-,0.48,59.33,7.47,-,3.05,-,0.05712,1.14,1.043,2.266,-,-,-,-,-,0.01068,0.891,0.172,1.03,2.223,0.04303,-,-,-,-,0.007137,162,-,0.56,8.02,-,270,4.44,412,413,21.41,2.81,2.52,-,-,53.98,0.15,2.5,-,-,0.04,0.04,0.52,0.28,0.33,24.65,-
09,0900,000000,cereals and derived products,cereals and derived products,,A003,Bajra,Pennisetum typhoideum,1456,348,-,-,8.97,10.96,10.96,61.78,5.43,0.81,0.21,-,0.6,-,-,-,55.21,11.49,-,1.37,-,0.00287,0.875,1.047,1.984,-,-,-,-,-,-,0.729,0.128,1.04,1.844,0.14,-,-,-,-,0.01044,27.35,-,0.54,6.42,-,124,1.12,289,365,30.4,4.11,2.76,-,28.23,5.65,0.24,2.85,-,-,0.25,0.2,0.86,0.5,0.27,36.11,-
09,0900,000000,cereals and derived products,cereals and derived products,,A004,Barley,Hordeum vulgare,1321,315.7,-,-,9.77,10.94,10.94,61.29,1.3,0.06,-,-,0.06,-,-,-,72.67,15.64,-,1.06,-,0.00431,0.232,0.09079,0.575,-,-,-,-,-,-,0.209,0.02335,0.09079,0.549,0.02632,-,-,-,-,0.0192,28.64,-,0.43,1.56,-,48.97,1.24,178,268,18.61,7.56,1.5,-,-,-,0.01,1.85,-,-,0.36,0.18,2.84,0.14,0.31,31.58,-
09,0900,000000,cereals and derived products,cereals and derived products,,A005,Jowar,Sorghum vulgare,1398,334.1,-,-,9.01,9.97,9.97,67.68,1.73,1.27,0.57,-,0.1,-,-,0.6,59.7,10.22,-,1.39,-,0.00623,0.163,0.314,0.524,-,-,-,-,-,-,0.149,0.01422,0.314,0.508,0.01654,-,-,-,-,0.01377,27.6,-,0.45,3.95,-,133,1.19,274,328,26.29,5.42,1.96,-,8.29,3.96,0.06,43.82,-,-,0.35,0.14,2.1,0.27,0.28,39.42,-
09,0900,000000,cereals and derived products,cereals and derived products,,A006,"Maize, dry",Zea mays,1398,334.1,-,-,9.26,8.8,8.8,64.77,3.77,1.66,0.16,-,0.8,-,-,0.7,59.35,12.24,-,1.17,-,0.00403,0.413,0.706,1.606,-,-,-,-,-,-,0.363,0.04245,0.7,1.565,0.04076,-,-,-,-,0.01128,-,-,-,-,-,145,0.71,279,291,8.69,4.44,2.27,-,-,33.6,0.36,2.5,-,-,0.33,0.09,2.69,0.34,0.34,25.81,-
09,0900,000000,cereals and derived products,cereals and derived products,,A007,"Maize, tender, local",Zea mays,502,120,-,-,68.29,3.57,3.57,22.69,1.4,1.47,0.27,-,0.8,-,-,0.4,15.88,3.67,-,0.38,-,0.00676,0.109,0.147,0.347,-,-,-,-,-,-,0.09613,0.01088,0.145,0.337,0.01046,-,-,-,-,0.00569,6.35,-,0.18,0.71,-,47.62,0.36,163,167,3.83,2.24,0.97,-,36.27,42.34,0.09,2,-,4.26,0.17,0.12,1.13,0.35,0.45,62.96,-
09,0900,000000,cereals and derived products,cereals and derived products,,A008,"Maize, tender, sweet",Zea mays,405,96.8,-,-,74.4,4.16,4.16,16.42,1.35,4.67,0.91,-,0.97,-,-,2.79,7.45,3.3,-,0.36,-,0.00556,0.123,0.176,0.3,-,-,-,-,-,-,0.106,0.01436,0.174,0.292,0.00765,-,-,-,-,0.005664,6.37,-,0.11,0.54,-,36.51,0.32,121,297,2.17,2.23,0.77,-,47.01,16.94,0.1,1.8,-,5.72,0.1,0.14,1.14,0.32,0.38,59.71,-
09,0900,000000,cereals and derived products,cereals and derived products,,A009,Quinoa,Chenopodium quinoa,1374,328.4,-,-,10.43,13.11,13.11,53.65,5.5,1.41,-,-,1.41,-,-,-,48.41,14.66,-,2.65,-,0.02737,0.57,1.424,2.406,-,-,-,-,-,0.08276,0.434,0.05288,1.323,2.203,0.204,-,-,-,-,0.01143,198,-,0.48,7.51,-,119,1.77,212,474,7.81,4.5,3.31,-,5.12,-,2.39,2,-,-,0.83,0.22,1.7,0.62,0.21,173,-
09,0900,000000,cereals and derived products,cereals and derived products,,A010,Ragi,Eleusine coracana,1342,320.7,-,-,10.89,7.16,7.16,66.82,1.92,0.37,-,-,0.25,-,-,0.12,62.13,11.18,-,2.04,-,0.00444,0.317,0.585,0.431,-,-,-,-,-,-,0.29,0.02786,0.585,0.362,0.06858,-,-,-,-,0.01206,364,-,0.67,4.62,-,146,3.19,210,443,15.3,4.75,2.53,-,1.53,41.46,0.16,3,-,-,0.37,0.17,1.34,0.29,0.05,34.66,-
09,0900,000000,cereals and derived products,cereals and derived products,,A011,"Rice, flakes",Oryza sativa,1480,353.7,-,-,10.36,7.44,7.44,76.75,1.14,0.34,-,-,0.2,-,-,0.14,68.06,3.46,-,0.85,-,0.00311,0.284,0.425,0.577,-,-,-,-,-,-,0.261,0.02368,0.425,0.553,0.02437,-,-,-,-,0.006553,9.19,-,0.26,4.46,-,77.92,0.89,195,148,-,2.58,1.49,-,-,-,0.05,1,-,-,0.12,0.04,1.6,0.48,0.02,8.46,-
09,0900,000000,cereals and derived products,cereals and derived products,,A012,"Rice, puffed",Oryza sativa,-,-,-,-,-,-,-,-,-,0.64,-,-,0.49,-,-,0.15,69.25,-,-,-,-,0.00224,0.04684,0.03977,0.0448,-,-,-,-,-,-,0.04329,0.00355,0.03977,0.04342,0.00139,-,-,-,-,0.009373,15.09,-,0.25,4.55,-,64.59,0.91,152,140,-,3.69,1.45,-,-,-,0.04,1,-,-,0.11,0.04,1.87,0.38,0.07,-,-
09,0900,000000,cereals and derived products,cereals and derived products,,A013,"Rice, raw, brown",Oryza sativa,1480,353.7,-,-,9.33,9.16,9.16,74.8,1.24,0.69,-,-,0.55,-,-,0.14,71.31,4.43,-,1.04,-,0.00407,0.346,0.203,0.506,-,-,-,0.00139,-,0.03042,0.273,0.03301,0.197,0.49,0.0161,-,-,-,-,0.009246,10.93,-,0.37,1.02,-,93.91,1.7,267,199,2.26,3.64,1.68,-,-,-,0.69,2,-,-,0.27,0.06,3.4,0.61,0.37,11.51,-
09,0900,000000,cereals and derived products,cereals and derived products,,A014,"Rice, parboiled, milled",Oryza sativa,1471,351.6,-,-,10.09,7.81,7.81,77.16,0.55,-,-,-,-,-,-,-,-,3.74,-,0.65,-,0.00215,0.15,0.08666,0.216,-,-,-,0.00063,-,0.01322,0.12,0.01383,0.08409,0.209,0.00718,-,-,-,-,0.008026,-,-,-,-,-,26.72,0.79,140,142,1.19,3.16,1.08,-,-,-,-,-,-,-,0.17,0.06,2.51,0.55,0.22,9.75,-
09,0900,000000,cereals and derived products,cereals and derived products,,A015,"Rice, raw, milled",Oryza sativa,1491,356.4,-,-,9.93,7.94,7.94,78.24,0.52,0.69,-,-,0.54,-,-,0.15,75.7,2.81,-,0.56,-,-,0.184,0.117,0.253,-,-,-,0.00085,-,0.01319,0.143,0.0145,0.109,0.234,0.00951,-,-,-,-,0.005944,7.49,-,0.23,0.65,-,19.3,0.73,96,108,1.01,2.34,1.21,-,-,-,-,-,-,-,-,-,-,-,-,-,-
09,0900,000000,cereals and derived products,cereals and derived products,,A016,Samai,Panicum miliare,-,-,-,-,-,-,-,-,-,0.37,-,-,0.24,-,-,0.13,56.07,-,-,-,-,0.0093,0.589,0.868,1.277,-,-,-,-,-,-,-,-,-,1.23,0.0472,-,-,-,-,0.01212,-,-,-,-,-,91.41,0.23,130,105,40.41,4.77,1.82,-,1.91,-,-,-,-,-,-,-,-,-,-,-,-
09,0900,000000,cereals and derived products,cereals and derived products,,A017,Varagu,Paspalum scrobiculatum,1388,331.7,-,-,14.23,8.92,8.92,66.19,2.55,1.29,-,-,0.89,-,-,0.4,64.96,6.39,-,1.72,-,0.00258,0.246,0.297,0.597,-,-,-,-,-,-,0.211,0.0284,0.291,0.576,0.02102,-,-,-,-,0.008509,-,-,-,-,-,122,0.33,101,94,14.12,3.35,1.65,-,1.41,-,0.07,3.75,-,-,0.29,0.2,1.49,0.63,0.07,39.49,-
09,0900,000000,cereals and derived products,cereals and derived products,,A018,"Wheat, flour, refined",Triticum aestivum,-,-,-,-,-,-,-,-,-,1.79,0.64,-,0.75,-,-,0.4,70.03,-,-,-,-,0.00321,0.09855,0.05064,0.343,-,-,-,-,-,-,0.09124,0.00731,0.05064,0.325,0.01745,-,-,-,-,0.003912,20.4,-,0.17,1.77,-,30.69,0.63,110,148,-,1.54,0.88,-,1.97,6.73,0.05,1,-,-,0.15,0.06,0.77,0.72,0.08,16.25,-
09,0900,000000,cereals and derived products,cereals and derived products,,A019,"Wheat flour, atta",Triticum aestivum,1340,320.3,-,-,11.1,10.57,10.57,64.17,1.53,1.8,0.72,-,0.78,-,-,0.3,56.82,11.36,-,1.28,-,0.00408,0.206,0.149,0.742,-,-,-,-,-,-,0.191,0.01455,0.149,0.697,0.04493,-,-,-,-,0.005182,30.94,-,0.48,4.1,-,125,2.98,315,311,53.12,2.04,2.85,-,2.67,13.43,0.26,1.5,-,-,0.42,0.15,2.37,0.87,0.25,29.22,-
09,0900,000000,cereals and derived products,cereals and derived products,,A020,"Wheat, whole",Triticum aestivum,1347,321.9,-,-,10.58,10.59,10.59,64.72,1.47,-,-,-,-,-,-,-,-,11.23,-,1.42,-,0.00484,0.191,0.141,0.654,-,-,-,-,-,-,0.176,0.01483,0.141,0.616,0.03851,-,-,-,-,0.00635,39.36,-,0.49,3.97,-,125,3.19,315,366,47.76,2.5,2.85,-,3.03,17.49,0.77,1.75,-,-,0.46,0.15,2.68,1.08,0.26,30.09,-
09,0900,000000,cereals and derived products,cereals and derived products,,A021,"Wheat, bulgar",Triticum aestivum,1430,341.8,-,-,8.61,10.84,10.84,69.06,1.45,1.2,0.32,-,0.55,-,-,0.33,60.54,8.81,-,1.23,-,0.00456,0.196,0.152,0.7,-,-,-,-,-,-,0.179,0.01741,0.152,0.657,0.04269,-,-,-,-,0.005309,27.09,-,0.4,3.86,-,116,1.95,245,330,10.54,2.09,1.97,-,2.55,6.27,0.21,1.5,-,-,0.24,0.12,2.05,0.84,0.24,26.3,-
09,0900,000000,cereals and derived products,cereals and derived products,,A022,"Wheat, semolinaA. Suji",Triticum aestivum,1396,333.7,-,-,8.94,11.38,11.38,68.43,0.74,1.65,0.6,-,0.55,-,-,0.5,58.2,9.72,-,0.8,-,0.00336,0.08887,0.06734,0.325,-,-,-,-,-,-,0.08163,0.00724,0.06734,0.306,0.01921,-,-,-,-,0.005867,29.38,-,0.46,2.98,-,37.89,1.98,119,284,10.93,2.31,2.13,-,1.6,8.19,0.2,1.2,-,-,0.29,0.04,1.13,0.75,0.11,25.68,-
09,0900,000000,cereals and derived products,cereals and derived products,,A023,"Wheat, vermicelli",Triticum aestivum,1392,332.7,-,-,9.59,9.7,9.7,70.39,0.45,1.68,0.6,-,0.58,-,-,0.5,55.31,9.28,-,0.6,-,0.00281,0.06459,0.03606,0.22,-,-,-,-,-,-,0.05943,0.00515,0.03606,0.209,0.01126,-,-,-,-,0.006883,19.42,-,0.19,2.02,-,34.18,0.67,99,163,15.33,2.71,0.83,-,1.68,4.06,0.03,1,-,-,0.13,0.01,0.86,0.52,0.03,14.35,-
09,0900,000000,cereals and derived products,cereals and derived products,,A024,"Wheat, vermicelli, roasted",Triticum aestivum,1423,340.1,-,-,7.61,10.37,10.37,71.42,0.49,2.14,0.63,-,1.01,-,-,0.5,54.55,9.55,-,0.56,-,0.00254,0.04995,0.02884,0.17,-,-,-,-,-,-,0.04697,0.00298,0.02884,0.162,0.00855,-,-,-,-,0.008712,22.63,-,0.22,2.09,-,39.03,0.75,107,177,14.29,3.43,0.88,-,0.92,3.21,0.01,1,-,-,0.12,0.01,0.67,0.49,0.03,13.21,-
09,0902,000000,cereals and derived products,pulses and derived products,,B001,"Bengal gram, dal",Cicer arietinum,-,-,-,-,-,-,-,-,-,1.03,0.1,-,0.1,-,0.2,0.63,40.49,-,-,-,-,0.05684,0.469,0.876,2.476,-,-,-,-,-,-,0.405,0.0519,0.855,2.36,0.116,-,-,-,-,0.05291,46.32,-,0.82,6.08,-,118,1.68,325,957,50.97,20.83,3.65,-,165,1.75,0.19,1.5,-,-,0.35,0.15,1.87,1.6,0.19,182,-
09,0902,000000,cereals and derived products,pulses and derived products,,B002,"Bengal gram, whole",Cicer arietinum,1201,287,-,-,8.56,18.77,18.77,39.56,5.11,0.99,0.1,-,0.1,-,0.1,0.69,35.69,25.22,-,2.78,-,0.08344,0.453,0.89,2.337,-,-,-,-,-,-,0.382,0.05802,0.871,2.22,0.117,-,-,-,-,0.06746,150,-,0.85,6.78,-,160,2.71,267,935,41.23,26.56,3.37,-,172,1.93,1.72,2.1,-,-,0.37,0.24,2.1,2.38,0.36,233,-
09,0902,000000,cereals and derived products,pulses and derived products,,B003,"Black gram, dal",Phaseolus mungo,1356,324.1,-,-,9.16,23.06,23.06,51,1.69,0.84,0.2,-,0.2,-,-,0.44,47.89,11.93,-,3.17,-,0.00298,0.276,0.186,0.742,-,-,-,-,-,-,0.221,0.0546,0.186,0.176,0.566,-,-,-,-,0.04796,55.67,-,0.64,4.67,-,173,1.46,375,1157,23.99,18.88,3,-,10.11,8.42,0.17,8.3,-,-,0.21,0.09,1.76,2.95,0.22,88.75,-
09,0902,000000,cereals and derived products,pulses and derived products,,B004,"Black gram, whole",Phaseolus mungo,1219,291.3,-,-,8.7,21.97,21.97,43.99,1.58,0.5,0.1,-,0.1,-,-,0.3,42.19,20.41,-,3.35,-,0.02077,0.258,0.161,0.718,-,-,-,-,-,-,0.211,0.04737,0.161,0.117,0.601,-,-,-,-,0.06807,86.18,-,0.76,5.97,-,190,1.83,345,1093,27.98,26.8,3.05,-,12.8,16.84,0.23,10.8,-,-,0.32,0.11,1.85,3.98,0.53,134,-
09,0902,000000,cereals and derived products,pulses and derived products,,B005,"Cowpea, brown",Vigna catjang,1340,320.3,-,-,9.42,20.36,20.36,54.62,1.15,1.59,0.3,-,0.61,-,-,0.68,45.49,11.54,-,2.9,-,0.0076,0.283,0.06058,0.55,-,-,-,-,-,-,0.227,0.0331,0.05769,0.343,0.207,-,-,-,-,0.03475,81.73,-,0.81,5.9,-,213,1.51,372,1241,23.95,13.68,3.41,-,7.08,0.92,0.7,1.75,-,-,0.33,0.09,1.64,1.47,0.3,231,-
09,0902,000000,cereals and derived products,pulses and derived products,,B006,"Cowpea, white",Vigna catjang,1340,320.3,-,-,9.32,21.25,21.25,53.77,1.14,1.19,0.13,-,0.39,-,-,0.67,46.33,11.7,-,2.83,-,0.00338,0.285,0.07012,0.557,-,-,-,-,-,-,0.228,0.03443,0.06763,0.354,0.203,-,-,-,-,0.0318,84.1,-,0.68,5.04,-,213,1.35,378,1243,26.55,12.52,3.57,-,8.21,0.93,0.65,1.7,-,-,0.34,0.09,1.51,1.66,0.26,249,-
09,0902,000000,cereals and derived products,pulses and derived products,,B007,"Field bean, black",Phaseolus vulgaris,1155,276.1,-,-,9.57,19.93,19.93,43.46,0.92,1.15,0.2,-,0.53,-,-,0.42,40.07,23.4,-,2.73,-,0.01111,0.188,0.08007,0.468,-,-,-,-,-,-,0.142,0.03697,0.08007,0.398,0.06982,-,-,-,-,0.003429,78.16,-,1.03,4.5,-,197,2.38,457,1272,32.55,1.35,2.42,-,-,4.35,0.51,21.5,-,-,0.35,0.07,1.88,0.85,0.35,291,-
09,0902,000000,cereals and derived products,pulses and derived products,,B008,"Field bean, brown",Phaseolus vulgaris,1184,283,-,-,8.74,19.9,19.9,45.24,0.98,1.17,0.2,-,0.29,-,-,0.68,42.3,22.4,-,2.74,-,0.00728,0.198,0.127,0.46,-,-,-,-,-,-,0.149,0.03916,0.127,0.389,0.07006,-,-,-,-,0.003581,75.2,-,0.9,4.99,-,173,2.38,429,1245,22.82,1.41,2.44,-,-,4.24,0.53,20.7,-,-,0.32,0.07,2.04,0.97,0.37,292,-
09,0902,000000,cereals and derived products,pulses and derived products,,B009,"Field bean, white",Phaseolus vulgaris,1173,280.4,-,-,8.61,19.84,19.84,44.53,0.94,1.07,0.1,-,0.41,-,-,0.56,42.25,22.99,-,3.09,-,0.00568,0.186,0.06157,0.503,-,-,-,-,-,-,0.142,0.03722,0.06157,0.426,0.07661,-,-,-,-,0.004318,77.24,-,0.94,5.5,-,190,2.41,448,1360,21.52,1.7,2.8,-,-,4.26,0.52,22.65,-,-,0.37,0.07,1.96,0.92,0.38,289,-
09,0902,000000,cereals and derived products,pulses and derived products,,B010,"Green gram, dal",Vigna radiata,1363,325.8,-,-,9.77,23.88,23.88,52.59,1.35,0.95,0.1,-,0.3,-,-,0.55,41.06,9.37,-,3.04,-,0.00499,0.247,0.03585,0.534,-,-,-,-,-,-,0.208,0.03924,0.03585,0.377,0.157,-,-,-,-,0.02576,43.13,-,0.97,3.93,-,155,0.98,416,1268,50.14,10.14,2.49,-,122,2.05,0.23,8.3,-,-,0.35,0.12,1.84,1.68,0.19,92.11,-
09,0902,000000,cereals and derived products,pulses and derived products,,B011,"Green gram, whole",Vigna radiata,1229,293.7,-,-,9.95,22.53,22.53,46.13,1.14,0.54,0.1,-,0.14,-,-,0.3,39.21,17.04,-,3.22,-,0.00916,0.274,0.02722,0.611,-,-,-,-,-,-,0.233,0.04132,0.02722,0.43,0.18,-,-,-,-,0.0317,92.43,-,1,4.89,-,198,1.05,353,1177,23.32,12.48,2.67,-,137,3.15,0.33,12.63,-,-,0.45,0.27,2.16,2.02,0.35,145,-
09,0902,000000,cereals and derived products,pulses and derived products,,B012,"Horse gram, whole",Dolichos biflorus,1379,329.6,-,-,9.28,21.73,21.73,57.24,0.62,0.35,0.1,-,0.15,-,-,0.1,47.96,7.88,-,3.24,-,0.03809,0.135,0.06889,0.258,-,-,-,-,-,-,0.114,0.01359,0.06889,0.207,0.05168,-,-,-,-,0.03084,-,-,-,-,-,152,3.13,298,1065,29.49,12.14,2.71,-,58.57,1.8,0.27,10.24,-,-,0.32,0.24,1.82,1.58,0.21,163,-
09,0902,000000,cereals and derived products,pulses and derived products,,B013,"Lentil, dal",Lens culinaris,1349,322.4,-,-,9.71,24.35,24.35,52.53,0.75,1.95,0.8,-,0.3,-,-,0.85,44.44,10.43,-,2.23,-,0.00377,0.09102,0.112,0.336,-,-,-,-,-,-,0.07974,0.01128,0.112,0.266,0.07014,-,-,-,-,0.02609,-,-,-,-,-,74.69,1.16,310,786,49.5,10.27,3.61,-,6.34,1.31,0.16,3.75,-,-,0.34,0.16,1.81,1.32,0.18,49.99,-
09,0902,000000,cereals and derived products,pulses and derived products,,B014,"Lentil whole, brown",Lens culinaris,1251,299,-,-,9.2,22.49,22.49,48.47,0.64,1.64,0.78,-,0.15,-,-,0.71,41.41,16.82,-,2.39,-,0.01224,0.08122,0.102,0.277,-,-,-,-,-,-,0.07001,0.0112,0.102,0.221,0.0554,-,-,-,-,0.02845,76.13,-,0.98,7.57,-,101,1.55,274,756,33.14,11.2,3.6,-,10.29,14.52,0.19,7.27,-,-,0.4,0.22,2.54,1.84,0.46,132,-
09,0902,000000,cereals and derived products,pulses and derived products,,B015,"Lentil whole, yellowish",Lens culinaris,1246,297.8,-,-,9.75,22.87,22.87,47.91,0.61,1.5,0.5,-,0.23,-,-,0.77,42.08,16.66,-,2.2,-,0.01504,0.07617,0.09218,0.274,-,-,-,-,-,-,0.06676,0.00941,0.09218,0.217,0.05716,-,-,-,-,0.02761,76.66,-,0.88,7.91,-,86.38,1.56,261,764,56.28,10.87,3.31,-,12.64,17.68,0.19,5.25,-,-,0.42,0.22,2.56,1.68,0.47,121,-
09,0902,000000,cereals and derived products,pulses and derived products,,B016,Moth bean,Vigna aconitifolia,1291,308.6,-,-,8.14,19.75,19.75,52.09,1.76,1.36,0.1,-,0.62,-,-,0.64,46.64,15.12,-,3.14,-,0.00721,0.434,0.07225,0.848,-,-,-,-,-,-,0.32,0.09775,0.07225,0.609,0.24,-,-,-,-,0.0669,154,-,0.64,7.9,-,205,1.07,362,1356,18.82,26.34,1.92,-,3.57,9.77,0.79,22.75,-,-,0.45,0.09,1.87,1.41,0.16,349,-
09,0902,000000,cereals and derived products,pulses and derived products,,B017,"Peas, dry",Pisum sativum,1269,303.3,-,-,9.33,20.43,20.43,48.93,1.89,2.03,0.61,-,0.48,-,-,0.94,43.04,17.01,-,2.41,-,0.00562,0.242,0.398,0.873,-,-,-,-,-,-,0.193,0.0485,0.398,0.728,0.145,-,-,-,-,0.05944,75.11,-,0.68,5.09,-,123,1.08,334,922,50.07,23.4,3.1,-,65.71,15.21,0.32,11.45,-,-,0.56,0.16,2.69,1.26,0.26,110,-
09,0902,000000,cereals and derived products,pulses and derived products,,B018,"Rajmah, black",Phaseolus vulgaris,1247,298,-,-,8.69,19.01,19.01,49.59,1.62,2.02,-,-,0.18,-,-,1.84,38.45,17.74,-,3.35,-,0.00763,0.238,0.105,0.927,-,-,-,-,-,-,0.216,0.02197,0.105,0.386,0.541,-,-,-,-,0.02388,134,-,0.87,6.17,-,160,1.19,386,1362,18.65,9.4,3.08,-,1.95,27.98,0.21,5.05,-,-,0.21,0.19,2.61,1.91,0.23,332,-
09,0902,000000,cereals and derived products,pulses and derived products,,B019,"Rajmah, brown",Phaseolus vulgaris,1245,297.6,-,-,9.68,19.5,19.5,48.83,1.68,2.27,-,-,0.39,-,-,1.88,38.05,16.95,-,3.36,-,0.00661,0.242,0.09176,0.896,-,-,-,-,-,-,0.215,0.02674,0.09176,0.344,0.552,-,-,-,-,0.02659,134,-,0.89,6.3,-,164,1.19,396,1366,12.7,10.47,2.6,-,2.16,25.82,0.23,5.5,-,-,0.26,0.21,2.37,2.06,0.21,330,-
09,0902,000000,cereals and derived products,pulses and derived products,,B020,"Rajmah, red",Phaseolus vulgaris,1252,299.2,-,-,9.87,19.91,19.91,48.61,1.77,1.52,-,-,0.23,-,-,1.29,38.55,16.57,-,3.28,-,0.00662,0.256,0.08784,0.931,-,-,-,-,-,-,0.225,0.03051,0.08784,0.374,0.557,-,-,-,-,0.02654,126,-,0.78,6.13,-,173,1.24,409,1324,22.45,10.45,2.69,-,1.6,26.73,0.23,4.9,-,-,0.3,0.19,2.42,1.82,0.21,316,-
09,0902,000000,cereals and derived products,pulses and derived products,,B021,"Red gram, dal",Cajanus cajan,1384,330.8,-,-,9.2,21.7,21.7,55.23,1.56,2.08,0.1,-,0.2,-,-,1.78,48.53,9.06,-,3.26,-,0.00361,0.257,0.08994,0.651,-,-,-,-,-,-,0.222,0.03522,0.08994,0.6,0.05144,-,-,-,-,0.04575,71.73,-,1.14,3.9,-,119,1.12,328,1395,14.36,18.01,2.63,-,127,2.12,0.19,42.25,-,-,0.45,0.11,2.09,1.27,0.24,108,-
09,0902,000000,cereals and derived products,pulses and derived products,,B022,"Red gram, whole",Cajanus cajan,1146,273.9,-,-,9.3,20.47,20.47,42.48,1.38,1.3,0.1,-,0.2,-,-,1,38.97,22.84,-,3.53,-,-,0.277,0.07855,0.637,-,-,-,-,-,-,0.236,0.04095,0.07855,0.585,0.05167,-,-,-,-,0.04834,139,-,1.32,5.37,-,155,1.34,312,1303,15.41,19.03,2.99,-,149,2.78,0.8,91.83,-,-,0.74,0.15,2.42,1.56,0.42,229,-
09,0902,000000,cereals and derived products,pulses and derived products,,B023,Rice Bean,Vigna umbellata,1265,302.3,-,-,11.12,19.97,19.97,51.26,0.74,1.33,0.2,-,0.73,-,-,0.4,44.05,13.37,-,3.54,-,0.02431,0.172,0.357,0.06293,-,-,-,-,-,-,0.05069,0.01481,0.357,0.06293,-,-,-,-,-,0.02697,200,-,0.75,4.76,-,201,1.68,270,1196,-,10.62,2.29,-,-,8.26,1.06,21.85,-,1.11,0.46,0.14,2.32,0.98,0.13,122,-
09,0902,000000,cereals and derived products,pulses and derived products,,B024,"Soybean, brown",Glycine max,1596,381.5,-,-,5.51,35.58,35.58,12.79,19.82,2.51,0.2,-,0.63,-,-,1.68,6.65,21.55,-,4.74,-,0.03407,3.092,4.558,11.28,-,-,-,-,-,-,2.381,0.566,4.499,9.969,1.31,-,-,-,-,0.005258,239,-,1.29,8.29,-,259,2.69,483,1613,19,2.07,4.01,-,3.5,66.22,1.29,45.8,-,-,0.59,0.24,2.12,1.97,0.43,297,-
09,0902,000000,cereals and derived products,pulses and derived products,,B025,"Soybean, white",Glycine max,1579,377.4,-,-,5.47,37.8,37.8,10.16,19.42,2.2,0.2,-,0.56,-,-,1.44,7.26,22.63,-,4.52,-,0.03581,3.002,4.817,11.07,-,-,-,-,-,-,2.338,0.5234,4.723,9.754,1.318,-,-,-,-,0.007188,195,-,0.79,8.22,-,189,2.27,494,1634,16.85,2.83,3.47,-,2.82,69.81,1.33,46.2,-,-,0.61,0.23,2.28,1.97,0.45,288,-
