alim_grp_code	alim_ssgrp_code	alim_ssssgrp_code	alim_grp_nom_eng	alim_ssgrp_nom_eng	alim_ssssgrp_nom_eng	alim_code	alim_nom_eng	alim_nom_sci	Energy, Regulation EU No 1169/2011 (kJ/100g)	Energy, Regulation EU No 1169/2011 (kcal/100g)	Energy, N x Jones' factor, with fibres (kJ/100g)	Energy, N x Jones' factor, with fibres (kcal/100g)	Water (g/100g)	Protein (g/100g)	Protein, crude, N x 6.25 (g/100g)	Carbohydrate (g/100g)	Fat (g/100g)	Sugars (g/100g)	fructose (g/100g)	galactose (g/100g)	glucose (g/100g)	lactose (g/100g)	maltose (g/100g)	sucrose (g/100g)	Starch (g/100g)	Fibres (g/100g)	Polyols (g/100g)	Ash (g/100g)	Alcohol (g/100g)	Organic acids (g/100g)	FA saturated (g/100g)	FA mono (g/100g)	FA poly (g/100g)	FA 4:0 (g/100g)	FA 6:0 (g/100g)	FA 8:0 (g/100g)	FA 10:0 (g/100g)	FA 12:0 (g/100g)	FA 14:0 (g/100g)	FA 16:0 (g/100g)	FA 18:0 (g/100g)	FA 18:1 n-9 cis (g/100g)	FA 18:2 9c,12c (n-6) (g/100g)	FA 18:3 c9,c12,c15 (n-3) (g/100g)	FA 20:4 5c,8c,11c,14c (n-6) (g/100g)	FA 20:5 5c,8c,11c,14c,17c (n-3) EPA (g/100g)	FA 22:6 4c,7c,10c,13c,16c,19c (n-3) DHA (g/100g)	Cholesterol (mg/100g)	Salt (g/100g)	Calcium (mg/100g)	Chloride (mg/100g)	Copper (mg/100g)	Iron (mg/100g)	Iodine (µg/100g)	Magnesium (mg/100g)	Manganese (mg/100g)	Phosphorus (mg/100g)	Potassium (mg/100g)	Selenium (µg/100g)	Sodium (mg/100g)	Zinc (mg/100g)	Retinol (µg/100g)	Beta-carotene (µg/100g)	Vitamin D (µg/100g)	Vitamin E (mg/100g)	Vitamin K1 (µg/100g)	Vitamin K2 (µg/100g)	Vitamin C (mg/100g)	Vitamin B1 or Thiamin (mg/100g)	Vitamin B2 or Riboflavin (mg/100g)	Vitamin B3 or Niacin (mg/100g)	Vitamin B5 or Pantothenic acid (mg/100g)	Vitamin B6 (mg/100g)	Vitamin B9 or Folate (µg/100g)	Vitamin B12 (µg/100g)
00	0000	000000				24999	Desert (average)						45,4	4,63	4,61	36,6	12,9	23,7	1,81		2,18	1,89	1,07	15,7	9,53	1,54		0,92	0,081	0,083	5,18	4,74	1,68	0,14	0,19	0,083	0,14	0,35	0,55	2,47	0,99	4,62	1,32	0,37	0,012	0,0041	0,0051	56,7	0,38	75	178	0,15	1,45	11	23,8	0,23	107	181	7,04	153	0,5	56,3	34,6	0,27	1,97			1,37	0,084	0,15	0,61	0,4	0,056	30,8	0,21
01	0101	000000	starters and dishes	mixed salads	-	25601	Prepared mixed tuna and vegetable salad, canned		-	-	-	-	76,5	9,15	9,15	7,74	4,7	3,08	0,82	-	0,78	-	< 0,3	0,97	4,1	2,7	-	1,79	0	-	0,56	1,83	1,76	< 0,05	< 0,05	< 0,05	< 0,05	< 0,05	0,008	0,38	0,12	-	1,15	0,056	-	0,008	0,039	19,2	1,11	20,7	731	0,1	1,1	2	25,1	0,1	88,4	232	-	445	0,6	< 2	-	< 0,5	1,6	-	-	2,75	< 0,04	0,053	4,45	< 0,16	0,29	31	1,45
01	0101	000000	starters and dishes	mixed salads	-	25602	Prepared mixed meat/fish canned, salad		-	-	-	-	76,7	8,06	8,06	6,4	5,3	1,9	0,7	-	0,6	< 0,2	< 0,2	0,6	3,3	2	-	1,5	0	-	0,16	3,27	1,54	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	0,12	0,04	2,24	1,08	0,28	0,016	0,016	0,15	15,2	0,95	22	584	0,07	0,7	< 20	20	0,1	92	220	30	381	0,38	< 21	781	0,44	2,04	9,75	-	-	0,032	0,022	4,13	0,2	0,12	11,1	1,23
01	0101	000000	starters and dishes	mixed salads	-	25605	Greek-style marinated mushrooms, prepacked		-	-	-	-	85,2	2,08	2,08	3,95	3,55	2,38	0,7	-	1	< 0,3	< 0,3	0,3	0,99	2,35	-	1,65	0	-	0,23	0,2	1,67	-	-	-	-	-	-	-	-	-	-	0,026	-	-	-	0,11	1,26	27	-	0,17	1,06	2,46	13,5	0,13	64,1	277	1,79	500	0,4	0	747	0	1,08	-	-	6,67	0,056	0,21	1,84	0,88	0,088	19,6	0,018
01	0101	000000	starters and dishes	mixed salads	-	25606	Prepared potatoes salad, home-made		-	-	-	-	76	2,68	2,68	9,9	8,2	-	-	-	-	-	-	-	-	1,3	-	1,95	0	-	1,43	2,48	3,74	-	-	-	0	0,011	0,013	1,03	0,37	-	-	-	-	-	-	68	1,32	19	-	0,12	0,65	-	15	0,1	52	254	-	529	0,31	29	36	0	-	-	-	10	0,077	0,06	0,89	0,53	0,14	7	0
01	0101	000000	starters and dishes	mixed salads	-	25608	Tabbouleh, prepacked		753	179	753	179	60,3	4,88	4,88	23,7	6,7	4,9	2	< 0,2	1,5	< 0,2	1,4	< 0,2	17,7	2,5	0,9	1,52	0	0,38	0,67	4,23	1,45	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	0,47	0,15	3,95	1,1	0,34	< 0,01	< 0,01	< 0,01	0,1	1	24	647	0,16	0,88	< 20	25	0,4	80	210	< 20	399	0,65	0	149	0	1,26	10,6	-	6,27	0,087	0,024	0,5	0,26	0,052	14,5	0
01	0101	000000	starters and dishes	mixed salads	-	25609	Potato salad, piémontaise-style, prepacked		542	130	542	130	75,8	4,5	4,5	8,87	8,3	1,2	0,5	< 0,2	0,7	< 0,2	< 0,2	< 0,2	6	< 0,5	< 0,5	1,74	0	0,54	0,82	5,02	2,04	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	0,01	0,54	0,2	4,57	1,47	0,57	< 0,01	< 0,01	< 0,01	29,6	1,08	13	709	0,07	0,43	< 20	16	0,08	72	300	< 20	433	0,49	< 21	93,6	0,5	3,96	10,9	-	21,6	0,08	0,049	0,98	0,44	0,099	21,6	-
01	0101	000000	starters and dishes	mixed salads	-	25614	Prepared rice salad, canned		-	-	-	-	72,5	5,13	5,13	16,1	4,35	1	-	-	-	-	-	-	14,3	1,7	-	1,49	0	-	0,53	2,23	-	-	-	-	-	0,0042	0,0083	0,36	0,12	2,23	1,05	0,2	-	-	0,013	6,5	1,1	23,3	-	< 0,1	0,43	< 5	13,1	0,1	66,6	143	17,7	431	0,3	< 2	34	< 0,5	1,63	-	-	4,48	0,058	0,045	2,65	0,14	0,13	33,5	0,43
01	0101	000000	starters and dishes	mixed salads	-	25615	Prepared pasta salad, vegetarian		-	-	-	-	72,6	5,7	5,7	13,7	8,1	2,3	0,6	0	0,6	0	0,1	0,8	10	1,7	-	1,18	0	-	2,37	1,46	3,92	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6	1,04	14	86	0,06	0,6	4	11	0,2	37	84	-	51	0,4	7	1180	0	1,95	-	-	21	0,04	0,02	0,4	0	0,09	16	0
01	0101	000000	starters and dishes	mixed salads	-	25616	Salad, vegetable, without dressing (average)		125	29,9	125	29,9	93,2	0,94	0,94	3,07	0,7	2,27	1,12		1,02	0,085	0,085	0,58	0,22	1,51	0,29	0,69	0	0,094	0,12	0,29	0,095	0,0041	0,0041	0,0041	0,0041	0,0041	0,0037	0,12	0,0074	0,21	0,078	0,017	0,0043	0,0041	0,0041	0,076	0,031	25,1	44,9	0,048	0,42	7,21	11,7	0,17	25,6	241	7,79	12,5	0,17	0,017	1930	0,093	0,34	24		12,2	0,042	0,025	0,37	0,17	0,082	38,8	0
01	0101	000000	starters and dishes	mixed salads	-	25619	Prepared pasta salad, with vegetable, meat or fish, prepacked		-	-	-	-	70,5	5,19	5,19	14	9,94	2,16	1,04	-	0,86	-	< 0,28	0,26	7,92	1,98	-	1,4	0	-	1,74	5,85	1,91	-	-	-	-	-	-	-	-	-	-	-	-	0,0023	0,0098	11,3	0,95	19	492	0,085	0,95	3,13	23,3	0,15	69,4	193	5,3	378	0,53	11	494	0,12	1,18	-	-	12,3	0,064	0,057	1,77	0,28	0,14	18,4	0,14
01	0101	000000	starters and dishes	mixed salads	-	25626	Mixed diced vegetables salad, w sauce, prepacked		-	-	-	-	78,3	2,81	2,81	7	9,3	2,3	< 0,3	-	< 0,3	< 0,3	< 0,3	1,5	-	4,11	-	1,47	0	-	0,7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1,04	-	-	-	-	-	-	-	-	-	-	426	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
01	0101	000000	starters and dishes	mixed salads	-	25628	Caesar's salad (salad, chicken, croûtons, sauce), prepacked		-	-	-	-	71,8	8,13	8,13	4,88	10	1,71	0,6	-	0,51	< 0,2	0,6	< 0,2	3,17	2	-	1,54	0	1,66	2,36	4,99	2,09	0,08	0,05	0,03	0,06	0,08	0,26	1,26	0,41	4,6	1,7	0,39	< 0,01	< 0,01	< 0,01	40,7	0,75	100	483	0,11	0,5	< 20	19	0,15	150	300	< 20	301	0,69	27,9	627	< 0,25	2,24	32	-	1,11	0,096	0,068	2,29	0,47	0,094	29,3	0,48
01	0101	000000	starters and dishes	mixed salads	-	25629	Salad, veggie, bulgur and/or quinoa-based, with vegetables, prepacked		704	168	699	167	65,5	3,79	4,06	17,4	8,3	4,61	0,99	< 0,1	1,9	< 0,1	1,72	< 0,1	9,9	3,3	traces	1,32	0	0,35	0,92	3,95	3,04	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	0,01	0,58	0,24	3,71	2,79	0,25	< 0,01	< 0,01	< 0,01	-	0,77	37	484	0,16	1,2	< 20	46	0,62	110	140	< 20	309	0,77	-	611	< 0,25	2,67	10	-	< 0,5	0,071	< 0,01	0,18	0,27	0,059	22,1	-
01	0101	000000	starters and dishes	mixed salads	-	26257	Grated carrots, w sauce, prepacked		-	-	-	-	84,7	0,98	0,98	6,01	5	5,2	0,54	-	0,77	< 0,2	< 0,23	3,2	-	3,64	-	1,3	0	-	0,43	2,53	1,82	-	-	-	-	-	-	-	-	-	0,97	0,24	-	-	-	-	0,67	31	-	-	-	-	-	-	-	-	-	264	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
01	0101	000000	starters and dishes	mixed salads	-	26258	Beetroot salad, w sauce, prepacked		-	-	-	-	83,5	1,29	1,29	7,45	4,94	5,3	0,46	-	0,5	0,051	< 0,1	4,29	-	2,66	-	1,34	0	-	0,37	1,79	1,9	-	-	-	0,12	-	-	-	-	-	-	-	-	-	-	-	0,7	21	-	-	4	-	-	-	-	-	-	280	-	-	-	-	-	-	-	5	-	-	-	-	-	-	-
01	0101	000000	starters and dishes	mixed salads	-	26259	Coleslaw, w sauce, prepacked		435	105	435	105	80,4	0,94	0,94	5,78	8,1	4,72	0,85	-	1,06	< 0,2	< 0,2	2,82	< 0,35	3	1,06	1,45	0	0,34	0,63	4,83	2,2	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	0,01	0,41	0,13	4,39	1,54	0,66	< 0,01	< 0,01	< 0,01	-	0,88	39	556	0,03	1,3	< 20	9,3	0,26	29	210	< 20	353	0,27	-	1340	< 0,25	2,21	23	-	21,6	0,026	< 0,01	< 0,1	0,21	0,093	14,6	-
01	0101	000000	starters and dishes	mixed salads	-	26260	Cucumber salad, w fresh cream cheese sauce, prepacked		-	-	-	-	-	1,1	1,1	1,97	11,3	1,39	-	-	-	-	-	-	-	1,48	-	1,07	0	-	1,35	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1,07	-	-	-	-	-	-	-	-	-	-	411	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
01	0101	000000	starters and dishes	mixed salads	-	26261	Lentil salad w smoked sausage, prepacked		-	-	-	-	-	7	7	8,9	11,8	0,9	-	-	-	-	-	-	-	3,6	-	0,89	0	-	0,9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0,89	-	-	-	-	-	-	-	-	-	-	355	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
01	0101	000000	starters and dishes	mixed salads	-	26262	Greec salad, w sauce, prepacked		-	-	-	-	-	2	2	1,4	7,1	1,4	-	-	-	-	-	-	-	2	-	1,04	0	-	2,7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1,04	-	-	-	-	-	-	-	-	-	-	416	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
01	0101	000000	starters and dishes	mixed salads	-	26263	Rice salad, nicoise style, w sauce, prepacked		-	-	-	-	73,7	4,45	4,45	15,8	6,08	1,35	0,5	-	0,48	-	< 0,3	0,38	-	1,5	-	1,46	0	-	0,63	2,51	0,97	-	-	-	-	-	-	-	-	-	0,64	0,3	-	-	-	-	0,76	-	-	-	-	-	-	-	-	-	-	300	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
01	0101	000000	starters and dishes	mixed salads	-	26269	Tabbouleh with chicken, prepacked		-	-	-	-	62,6	6,4	6,4	20,6	7,45	2,48	0,8	-	0,8	< 0,2	0,7	< 0,2	16,6	2,02	-	1,59	0	-	0,86	3,78	1,75	< 0,01	< 0,01	< 0,01	< 0,01	0,02	0,02	0,57	0,15	3,78	1,33	0,42	< 0,01	< 0,01	< 0,01	8,24	1,05	18	661	0,1	0,8	< 20	24	0,32	100	190	< 20	424	0,65	< 21	135	< 0,25	1,48	3,22	-	< 0,5	0,14	0,045	1,16	0,4	0,096	96,5	0,1
01	0102	000000	starters and dishes	soups	-	25900	Soup, lentils, prepacked, to be reheated		232	55	232	55	85,8	3,74	3,74	6,6	1,12	0,7	-	-	-	-	-	-	-	1,8	0	1,24	0	traces	0,45	0,52	0,13	-	-	-	0	0	0,02	0,27	0,16	-	-	-	-	-	-	3	0,36	25	-	0,17	1,07	4	19	0,24	74	144	16,1	143	0,61	0	430	-	0	-	-	1,7	0,07	0,045	0,55	0,14	0,09	20	0,12
01	0102	000000	starters and dishes	soups	-	25901	Soup, chicken and vegetables, prepacked, to be reheated		129	30,8	129	30,8	-	3,09	3,09	2,6	0,8	1,2	-	-	-	-	-	-	-	0,4	0	1,75	0	traces	0,3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1,75	-	-	-	-	-	-	-	-	-	-	700	-	-	-	-	-	-	-	-	-	-	1,9	-	-	-	0,11
01	0102	000000	starters and dishes	soups	-	25903	Soup, mixed vegetables, prepacked, to be reheated		165	39,4	165	39,4	90,2	0,76	0,76	5,05	1,56	1,72	0,29	-	0,29	< 0,2	< 0,2	1,15	2,2	1,1	0	1	0	traces	0,55	0,5	0,11	0,026	0,017	0,0086	0,017	0,026	0,077	0,28	0,094	0,44	0,1	0,0063	< 0,01	< 0,01	< 0,01	3,7	0,69	14	442	0,02	0,14	< 20	5,3	0,04	19	110	< 20	275	0,11	< 21	1710	0	0,62	2,53	-	5,75	0,29	0,062	0,31	0,33	0,16	39,8	0,052
01	0102	000000	starters and dishes	soups	-	25904	Soup, fish and/or crustacean, prepacked, to be reheated		179	42,8	179	42,8	89,4	3,45	3,45	2,88	1,79	0,9	0,3	-	0,3	0,3	< 0,2	< 0,2	1,7	0,69	0	1,66	0	traces	0,58	0,93	0,25	0,01	< 0,01	< 0,01	0,01	0,01	0,07	0,29	0,08	0,71	0,13	0,035	< 0,01	0,035	0,053	30	0,86	130	611	0,07	0,61	70	11	0,05	80	110	< 20	343	0,25	59,8	446	< 0,2	0,32	0,93	-	< 0,5	0,03	0,039	0,63	0,18	0,032	< 5	1,35
01	0102	000000	starters and dishes	soups	-	25905	Soup, mixed vegetables, dehydrated and reconstituted		144	34,5	144	34,5	90,9	0,86	0,86	4,43	1,22	1,07	< 0,2	-	< 0,2	0,2	< 0,2	0,7	2,6	1,16	0	1,02	0	traces	0,39	0,45	0,091	0,0045	< 0,01	< 0,01	< 0,01	0,009	0,023	0,3	0,05	0,45	0,081	0,01	< 0,01	< 0,01	< 0,01	2,12	0,69	21	426	0,03	0,19	1	7	0,05	12,5	60	< 20	276	0,12	< 21	261	0	0,19	2,42	-	3,28	0,05	0,24	0,13	0,12	0,044	8,4	0,029
01	0102	000000	starters and dishes	soups	-	25907	Soup, leek and potato, prepacked, to be reheated		155	37,1	155	37,1	90,8	0,79	0,79	4,46	1,51	0,81	0,2	-	0,3	0,2	< 0,2	< 0,2	3,2	1,28	0	0,97	0	traces	0,6	0,53	0,27	0,032	0,019	0,013	0,025	0,032	0,089	0,28	0,1	0,53	0,18	0,09	< 0,01	< 0,01	< 0,01	4,73	0,73	16	450	0,02	0,17	< 20	5,6	0,04	16	94	< 20	290	0,13	< 21	120	-	0,28	9,13	-	7,95	0,01	0,03	0,23	0,14	0,23	29,3	0,045
01	0102	000000	starters and dishes	soups	-	25908	Soup, chicken and vermicelli, prepacked, to be reheated		129	30,8	129	30,8	93,8	1,3	1,3	3,86	1	0,77	-	-	-	-	-	-	-	0,56	0	1,01	0	traces	0,49	0,29	0,18	0	0	0	0	0,001	0,005	0,2	0,053	-	-	-	-	0	0	5	0,82	7,96	-	0,069	0,14	0,5	7,93	0,057	17	30,5	< 10	326	0,1	1	119	0	0,03	0	-	-	0,055	0,045	0,54	0,074	0,02	2	0,02
01	0102	000000	starters and dishes	soups	-	25909	Broth, stock or bouillon, meat and vegetables, dehydrated and reconstituted		19,9	4,8	19,9	4,8	98,1	0,2	0,2	0,1	0,4	0	-	-	-	-	-	-	0,1	0	0	1,09	0	traces	0,2	0,09	0,05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	1,08	1	-	0	0,1	-	2	0,01	1	15	0	430	-	0	-	-	-	-	-	0	0,06	0,01	0	0,02	0,01	12	0,05
01	0102	000000	starters and dishes	soups	-	25910	Soup, onions, prepacked, to be reheated		169	40,4	169	40,4	92,7	1,35	1,35	4,93	1,4	1,5	-	-	-	-	-	-	-	1,34	0	1,27	0	traces	0,55	-	0,26	0	0	0	-	0	0	0,069	0,034	-	-	-	-	0	0	0	0,79	12	-	0,054	0,27	-	1	0,098	4	28	-	315	0,25	1	1	0	0,11	0,2	-	0,5	0,013	0,01	0,24	0	0,02	6	0
01	0102	000000	starters and dishes	soups	-	25912	Soup, mushrooms, prepacked, to be reheated		201	48,2	201	48,2	92	0,81	0,81	4,09	3,07	0,91	-	-	-	-	-	-	-	0,52	0	1	0	traces	1,58	0,4	0,96	0,014	0,011	0,0087	0,022	0,024	0,092	0,68	0,15	0,4	0,31	0,01	-	0	0	3,3	0,78	7	490	0,016	0,09	8,4	2	0,018	12	62	-	312	0,06	5,5	0	0,1	0,24	9,6	-	-	0,006	0,008	0,17	0,072	0,007	1	0
01	0102	000000	starters and dishes	soups	-	25913	Soup, carrots, prepacked, to be reheated		139	33,2	139	33,2	91,2	0,61	0,61	3,89	1,41	1,82	-	-	-	-	-	-	2,08	1,22	0	1,05	0	traces	0,96	0,36	0,029	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0,65	15	-	-	0,3	-	7	-	20	140	-	259	-	4	3500	-	-	-	-	11	0,05	-	0,65	-	0,08	9	-
01	0102	000000	starters and dishes	soups	-	25914	Soup, tomatoes, prepacked, to be reheated		163	38,7	163	38,7	90,3	0,74	0,74	6,27	0,99	2,95	0,9	-	0,8	< 0,2	< 0,2	1,2	1,8	0,88	0	0,98	0	traces	0,36	0,29	0,3	0,016	0,0079	< 0,01	0,0079	0,016	0,055	0,2	0,063	0,28	0,15	0,02	< 0,01	< 0,01	< 0,01	2,9	0,64	11	416	0,03	0,14	< 20	5,9	0,04	15	130	< 20	259	0,08	< 21	1680	0,6	0,69	1,01	-	6,4	0,01	0,056	0,58	0,2	0,2	23,8	0,01
01	0102	000000	starters and dishes	soups	-	25915	Soup, chorba frik, w meat and frik		263	62,9	263	62,9	85,1	3,75	3,75	5,4	2,5	0,9	-	-	-	-	-	-	3,9	1,9	0	1,2	0	traces	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	11	0,84	19	-	0,07	0,97	2	17	0,31	54	157	1,4	337	0,84	4,4	172	0,02	0,6	-	-	3,2	0,03	0,04	0,96	0,18	0,07	16	0,11
01	0102	000000	starters and dishes	soups	-	25916	Soup, minestrone, prepacked, to be reheated		204	48,8	204	48,8	89,4	1,2	1,2	5,6	2	1,7	-	-	-	-	-	-	-	1,8	0	1	0	traces	0,6	0,34	0,29	0,03	0,02	0,01	0,02	0,03	0,05	0,2	0,095	-	-	-	-	0	0	1,5	0,75	33,3	460	0,11	0,56	1	12,5	0,11	34,5	106	< 2,2	300	0,19	0	885	0	0,67	3,2	-	1,25	0,023	0,034	0,44	0,22	0,071	10	0
01	0102	000000	starters and dishes	soups	-	25917	Soup, pistou (basil, garlic and olive oil), dehydrated and reconstituted		128	30,4	128	30,4	89,4	1,2	1,2	5,2	0,35	1,2	-	-	-	-	-	-	4	0,8	0	1,08	0	traces	< 0,2	0,23	0,06	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	0,64	19	-	0,1	0,4	1	14	0,1	24	132	2,2	256	0,19	0	900	-	0,2	-	-	7	-	-	-	-	0,07	18	-
01	0102	000000	starters and dishes	soups	-	25919	Soup, fish and/or crustacean, dehydrated and reconstituted		122	29	122	29	90,6	0,91	0,91	5,09	0,5	1,06	-	-	-	-	-	-	-	0,21	0	1,15	0	traces	0,14	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0,63	-	-	-	-	-	-	-	0	0,01	-	253	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
01	0102	000000	starters and dishes	soups	-	25923	Soup, Asian-style with noodles, dehydrated and reconstituted		126	29,8	126	29,8	93,3	0,97	0,97	5,25	0,44	1,21	-	-	-	-	-	-	-	0,49	0	0,96	0	traces	0,17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0,84	-	-	-	-	-	-	-	-	37,8	-	334	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
01	0102	000000	starters and dishes	soups	-	25924	Soup, Moroccan, dehydrated and reconstituted		145	34,3	145	34,3	90	1,2	1,2	5,77	0,55	1,49	-	-	-	-	-	-	-	0,72	0	1,08	0	traces	0,23	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0,8	-	-	-	-	-	-	-	-	80,5	-	318	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
01	0102	000000	starters and dishes	soups	-	25925	Soup, leek and potato, dehydrated and reconstituted		110	26,1	110	26,1	92,8	0,63	0,63	4,84	0,41	0,91	-	-	-	-	-	-	-	0,28	0	0,8	0	traces	0,2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0,72	-	417	-	-	-	-	-	0,013	0,023	-	292	-	10	90	-	-	-	-	30	0,07	-	0,8	0,27	-	-	-
01	0102	000000	starters and dishes	soups	-	25928	Soup, chicken and vegetables, dehydrated and reconstituted		115	27,3	115	27,3	-	0,99	0,99	4,58	0,44	0,55	-	-	-	-	-	-	-	0,51	0	0,73	0	traces	0,17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0,73	-	-	-	-	-	-	-	-	-	-	292	-	-	-	-	-	-	-	3	-	-	-	-	0,03	8	-
01	0102	000000	starters and dishes	soups	-	25930	Broth, stock or bouillon, beef, dehydrated and reconstituted		38,3	9,05	38,3	9,05	97,6	0,6	0,6	1,33	0,15	0,33	-	-	-	-	-	-	0	0	0	1,03	0	traces	0,057	0,068	0,0072	0	0	0	-	0,00067	0,0048	0,03	0,021	0,068	0,0072	0	-	0	0	0	0,74	5,25	-	0,041	0,15	-	2	0,027	0,01	0,01	0	290	0,048	0	0	0	0,01	0	-	0	0,0029	0,015	0,55	0,016	0,0083	1,75	0,065
01	0102	000000	starters and dishes	soups	-	25932	Soup, asparagus, dehydrated and reconstituted		148	35,3	148	35,3	90,8	0,6	0,6	5,14	1,31	0,99	-	-	-	-	-	-	2,8	0,28	0	0,91	0	traces	0,73	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0,76	-	-	-	-	-	-	-	0,015	0,035	-	303	-	-	-	-	-	-	-	-	-	-	-	-	-	10	-
01	0102	000000	starters and dishes	soups	-	25933	Soup, tomatoes and vermicelli, prepacked, to be reheated		158	37,7	158	37,7	-	1,1	1,1	5,87	0,8	3,43	-	-	-	-	-	-	-	1,3	0	0,77	0	traces	0,5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0,77	-	-	-	-	-	-	-	-	-	-	307	-	-	-	-	-	-	-	20	-	-	-	-	-	-	-
01	0102	000000	starters and dishes	soups	-	25934	Soup, cereals and vegetables, dehydrated and reconstituted		201	47,8	201	47,8	90	1,4	1,4	6,8	1,4	1,2	-	-	-	-	-	-	-	1,2	0	1,04	0	traces	0,8	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0,78	12,5	-	-	0,29	-	9,35	-	-	94	-	312	-	-	-	-	-	-	-	3,84	0,04	-	0,47	-	0,07	16,8	-
01	0102	000000	starters and dishes	soups	-	25935	Soup, tomatoes, dehydrated and reconstituted		152	36,2	152	36,2	90,4	0,76	0,76	5,79	0,97	2,44	0,49	-	0,68	< 0,2	0,29	0,98	2,4	0,64	0	1,03	0	traces	0,32	0,41	0,16	< 0,01	< 0,01	< 0,01	0,0041	0,0041	0,017	0,26	0,033	0,41	0,15	0,01	< 0,01	< 0,01	< 0,01	2,02	0,69	11	417	0,03	0,14	< 20	5	0,04	10	65	< 20	278	0,1	< 21	147	-	0,25	1,33	-	< 0,5	0,02	0,017	0,46	0,064	0,027	6,85	0,14
01	0102	000000	starters and dishes	soups	-	25936	Soup, mushrooms, dehydrated and reconstituted		158	37,8	158	37,8	91,3	0,65	0,65	4,37	1,79	0,63	< 0,2	-	< 0,2	0,2	< 0,2	< 0,2	2,3	0,82	0	1,06	0	traces	0,73	0,6	0,15	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	0,017	0,66	0,058	0,6	0,15	< 0,01	< 0,01	< 0,01	< 0,01	0,87	0,79	10	512	0,02	0,02	< 20	2,5	0,03	9,51	48	< 20	311	0,07	< 21	14,7	< 0,25	0,24	< 0,8	-	< 0,5	0,03	0,034	0,37	0,16	0,033	8,25	0,028
01	0102	000000	starters and dishes	soups	-	25942	Soup, onions, dehydrated and reconstituted		101	24	101	24	94,1	0,58	0,58	4,37	0,4	1,3	-	-	-	-	-	-	-	0,31	0	1,03	0	traces	0,23	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0,79	20	517	0,043	-	1	5,26	0,043	0,01	56,7	< 3,35	318	0,083	-	-	-	-	-	-	-	-	-	-	-	-	-	-
01	0102	000000	starters and dishes	soups	-	25945	Soup, pumpkin, prepacked, to be reheated		150	35,9	150	35,9	91,8	0,67	0,67	4,13	1,56	2,37	0,39	-	0,3	< 0,2	< 0,2	1,68	1,1	1,31	0	0,95	0	traces	0,88	0,56	0,069	0,045	0,027	0,018	0,036	0,045	0,14	0,44	0,13	0,38	0,051	0,018	< 0,01	< 0,01	< 0,01	4,95	0,65	15	421	0,03	0,14	< 20	5,8	0,04	17	130	< 20	256	0,13	< 21	2530	0	0,51	1,03	-	< 0,5	0,018	0,014	< 0,1	0,13	0,065	9,35	0,036
01	0102	000000	starters and dishes	soups	-	25947	Broth, stock or bouillon, poultry, dehydrated and reconstituted		23,5	5,58	23,5	5,58	97,4	0,6	0,6	0,5	0,13	0,18	-	-	-	-	-	-	0	< 0,0001	0	1,44	0	traces	0,083	0,022	0,018	-	-	-	-	0	0	0,02	0,01	-	-	-	-	-	-	0	0,78	5	-	0	0,05	-	1	0,01	0	10	0	312	0,01	1	0	-	-	-	-	0	0,005	0,01	0,1	0,02	0	1	0,01
