alim_grp_code	alim_ssgrp_code	alim_ssssgrp_code	alim_grp_nom_eng	alim_ssgrp_nom_eng	alim_ssssgrp_nom_eng	alim_code	alim_nom_eng	alim_nom_sci	Energy, Regulation EU No 1169/2011 (kJ/100g)	Energy, Regulation EU No 1169/2011 (kcal/100g)	Energy, N x Jones' factor, with fibres (kJ/100g)	Energy, N x Jones' factor, with fibres (kcal/100g)	Water (g/100g)	Protein (g/100g)	Protein, crude, N x 6.25 (g/100g)	Carbohydrate (g/100g)	Fat (g/100g)	Sugars (g/100g)	fructose (g/100g)	galactose (g/100g)	glucose (g/100g)	lactose (g/100g)	maltose (g/100g)	sucrose (g/100g)	Starch (g/100g)	Fibres (g/100g)	Polyols (g/100g)	Ash (g/100g)	Alcohol (g/100g)	Organic acids (g/100g)	FA saturated (g/100g)	FA mono (g/100g)	FA poly (g/100g)	FA 4:0 (g/100g)	FA 6:0 (g/100g)	FA 8:0 (g/100g)	FA 10:0 (g/100g)	FA 12:0 (g/100g)	FA 14:0 (g/100g)	FA 16:0 (g/100g)	FA 18:0 (g/100g)	FA 18:1 n-9 cis (g/100g)	FA 18:2 9c,12c (n-6) (g/100g)	FA 18:3 c9,c12,c15 (n-3) (g/100g)	FA 20:4 5c,8c,11c,14c (n-6) (g/100g)	FA 20:5 5c,8c,11c,14c,17c (n-3) EPA (g/100g)	FA 22:6 4c,7c,10c,13c,16c,19c (n-3) DHA (g/100g)	Cholesterol (mg/100g)	Salt (g/100g)	Calcium (mg/100g)	Chloride (mg/100g)	Copper (mg/100g)	Iron (mg/100g)	Iodine (µg/100g)	Magnesium (mg/100g)	Manganese (mg/100g)	Phosphorus (mg/100g)	Potassium (mg/100g)	Selenium (µg/100g)	Sodium (mg/100g)	Zinc (mg/100g)	Retinol (µg/100g)	Beta-carotene (µg/100g)	Vitamin D (µg/100g)	Vitamin E (mg/100g)	Vitamin K1 (µg/100g)	Vitamin K2 (µg/100g)	Vitamin C (mg/100g)	Vitamin B1 or Thiamin (mg/100g)	Vitamin B2 or Riboflavin (mg/100g)	Vitamin B3 or Niacin (mg/100g)	Vitamin B5 or Pantothenic acid (mg/100g)	Vitamin B6 (mg/100g)	Vitamin B9 or Folate (µg/100g)	Vitamin B12 (µg/100g)
02	0201	020102	fruits, vegetables, legumes and nuts	vegetables	vegetables, cooked	20285	Spinach, puree		-	-	-	-	-	3,7	3,7	5,2	2,2	1,2	-	-	-	-	-	-	-	2,2	-	0,72	0	traces	1,2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0,72	-	-	-	-	-	-	-	-	-	-	289	-	-	-	-	-	-	-	-	-	-	-	-	-	94	-
02	0201	020102	fruits, vegetables, legumes and nuts	vegetables	vegetables, cooked	20289	Tomato, roasted/baked, with skin		130	31,1	130	31,1	92	0,88	0,88	4,13	0,6	3,7	2,04	-	1,66	< 0,2	< 0,2	< 0,2	< 0,35	2,2	< 0,5	0,88	0	0,57	0,14	0,11	0,26	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	0,11	0,03	0,11	0,21	0,03	< 0,01	< 0,01	0,02	-	< 0,013	10	58,2	0,05	0,25	< 20	13	0,23	30	300	< 20	< 5	0,15	-	359	< 0,25	0,98	1,61	-	14,5	< 0,015	< 0,01	0,45	0,14	0,1	30	-
02	0201	020102	fruits, vegetables, legumes and nuts	vegetables	vegetables, cooked	20290	Romanesco cauliflower or romanesco broccoli, cooked		149	35,8	149	35,8	91,5	3	3	2,03	0,8	1,6	0,7	-	0,7	< 0,2	0,2	< 0,2	< 0,35	4,3	< 0,5	0,74	0	0,088	0,27	0,18	0,26	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	0,02	0,19	0,06	0,15	0,08	0,18	< 0,01	< 0,01	< 0,01	-	< 0,013	32	< 20	0,05	0,53	< 20	13	0,19	55	260	< 20	< 5	0,32	-	81,1	< 0,25	0,74	12,4	-	15,1	0,025	0,046	0,23	0,59	0,13	49,1	-
02	0201	020102	fruits, vegetables, legumes and nuts	vegetables	vegetables, cooked	20291	Red kuri squash, pulp, braised		188	44,8	188	44,8	87,3	1,31	1,31	7,05	0,5	4,5	1,3	-	1,6	< 0,2	< 0,2	1,6	2,3	3,3	< 0,5	0,94	0	0,2	0,14	0,21	0,12	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	0,1	0,04	0,21	0,07	0,05	< 0,01	< 0,01	< 0,01	-	< 0,013	18	67,5	0,08	0,24	< 20	10	0,05	33	430	< 20	< 5	0,27	-	1000	< 0,25	1,25	1,56	-	10,9	< 0,015	< 0,01	0,6	0,27	0,15	24,7	-
02	0201	020102	fruits, vegetables, legumes and nuts	vegetables	vegetables, cooked	20292	Pumpkin (cucurbita moschata), pulp, cooked		129	30,7	129	30,7	90,9	1,06	1,06	5,24	< 0,5	4	0,8	-	0,6	< 0,2	< 0,2	2,6	0,4	1,8	< 0,5	0,73	0	0,018	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	-	< 0,013	17	56,3	0,05	0,15	< 20	7,4	0,04	17	340	< 20	< 5	0,13	-	1150	< 0,25	0,94	< 0,8	-	2,28	0,02	< 0,01	0,5	0,23	0,064	30,5	-
02	0201	020102	fruits, vegetables, legumes and nuts	vegetables	vegetables, cooked	20298	Carrots, puree with cream		185	44,4	185	44,4	89,6	1,44	1,44	4,57	1,6	4,39	0,43	< 0,1	0,39	0,45	< 0,1	3,12	< 0,35	3	traces	0,93	0	0,0048	0,99	0,34	0,14	0,05	0,03	0,02	0,04	0,05	0,16	0,49	0,13	0,29	0,13	0,01	< 0,01	< 0,01	< 0,01	5,54	0,53	30	324	0,04	0,19	< 20	6,4	0,08	21	190	< 20	212	0,18	< 21	7330	-	1	5,76	-	< 0,5	0,024	0,013	0,24	0,31	0,051	11,7	-
02	0201	020102	fruits, vegetables, legumes and nuts	vegetables	vegetables, cooked	20299	Asparagus, green, boiled/cooked in water		112	26,6	112	26,6	92,7	2,69	2,69	1,73	0,3	1,3	0,8	-	0,3	< 0,2	< 0,2	0,2	< 0,35	2,2	< 0,5	0,63	0	0,73	0,07	< 0,01	0,19	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	0,07	< 0,01	< 0,01	0,13	0,06	< 0,01	< 0,01	< 0,01	-	< 0,013	21	54,4	0,11	0,64	< 20	10	0,13	49	220	< 20	< 5	0,49	-	438	-	1,5	12,5	-	4,73	0,067	0,056	0,7	0,24	0,046	69,9	-
02	0201	020102	fruits, vegetables, legumes and nuts	vegetables	vegetables, cooked	20300	Eggplant, pulp and skin, roasted/baked		143	33,8	143	33,8	91	1,31	1,31	3,83	< 0,3	3,4	1,4	< 0,2	1,8	< 0,2	< 0,2	0,2	< 0,35	1,9	< 0,5	0,65	0	2,82	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	-	< 0,013	13	55,9	0,08	0,59	< 20	20	0,15	31	310	< 20	< 5	0,14	-	60,2	-	< 0,08	< 0,8	-	< 0,5	< 0,015	< 0,01	0,42	0,52	0,053	< 5	-
02	0201	020102	fruits, vegetables, legumes and nuts	vegetables	vegetables, cooked	20301	Swiss chard, leaf and stalk, boiled/cooked in water		70	16,9	70	16,9	95,2	0,88	0,88	1,43	0,3	1	0,3	-	0,7	< 0,2	< 0,2	< 0,2	< 0,35	2,5	< 0,5	0,69	0	0,12	0,1	0,07	0,1	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	0,07	0,03	0,07	0,04	0,06	< 0,01	< 0,01	< 0,01	-	0,19	60	79,6	0,04	0,52	< 20	10	0,34	18	160	< 20	77	0,11	-	1260	-	< 0,08	8,29	-	< 0,5	< 0,015	< 0,01	< 0,1	0,1	0,098	18,3	-
02	0201	020102	fruits, vegetables, legumes and nuts	vegetables	vegetables, cooked	20302	Broccoli, boiled/cooked in water, crunchy		98,1	23,5	98,1	23,5	92,9	2,5	2,5	1,23	0,4	0,8	0,4	< 0,2	0,4	< 0,2	< 0,2	< 0,2	< 0,35	2,6	< 0,5	1,04	0	0,071	0,1	0,07	0,2	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	0,08	0,02	0,06	0,06	0,14	< 0,01	< 0,01	< 0,01	-	0,043	42	< 20	0,11	0,41	< 20	12	0,18	44	110	< 20	17	0,23	-	663	-	2,42	23,3	-	22,7	< 0,015	< 0,01	< 0,1	0,27	0,06	67,1	-
02	0201	020102	fruits, vegetables, legumes and nuts	vegetables	vegetables, cooked	20303	Broccoli, boiled/cooked in water, tender		96,1	23,1	96,1	23,1	93,8	2,19	2,19	1,03	0,5	0,6	0,3	< 0,2	0,3	< 0,2	< 0,2	< 0,2	< 0,35	3	< 0,5	0,41	0	0,053	0,14	0,13	0,18	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	0,1	0,04	0,12	0,06	0,12	< 0,01	< 0,01	< 0,01	-	0,033	43	< 20	0,15	0,33	< 20	11	0,17	39	90	< 20	13	0,18	-	576	-	1,69	49,6	-	18,1	< 0,015	< 0,01	< 0,1	0,25	0,048	24,7	-
02	0201	020102	fruits, vegetables, legumes and nuts	vegetables	vegetables, cooked	20304	Broccoli, steamed		158	37,6	158	37,6	89,4	4,13	4,13	2,53	0,7	1,5	0,8	< 0,2	0,7	< 0,2	< 0,2	< 0,2	< 0,35	2,2	< 0,5	0,81	0	0,24	0,25	0,2	0,19	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	0,02	0,16	0,07	0,18	0,07	0,12	< 0,01	< 0,01	< 0,01	-	0,04	36	< 20	0,04	0,58	< 20	23	0,28	72	340	< 20	16	0,53	-	567	-	2,28	23,2	-	20,7	0,059	0,11	0,81	0,77	0,16	81,7	-
02	0201	020102	fruits, vegetables, legumes and nuts	vegetables	vegetables, cooked	20305	Carrot, boiled/cooked in water, crunchy		150	35,7	150	35,7	89,2	0,75	0,75	6,33	< 0,3	5,9	0,7	< 0,2	0,8	< 0,2	< 0,2	4,4	< 0,35	3,2	< 0,5	0,47	0	0,029	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	-	0,11	27	55,1	0,07	0,19	< 20	8	0,17	16	170	< 20	45	0,22	-	8470	-	0,8	2,36	-	1,71	0,016	< 0,01	0,31	0,2	0,047	19,3	-
02	0201	020102	fruits, vegetables, legumes and nuts	vegetables	vegetables, cooked	20306	Carrot, boiled/cooked in water, tender		132	31,6	132	31,6	90,1	< 0,5	< 0,5	5,73	< 0,3	5,1	0,6	< 0,2	0,7	< 0,2	< 0,2	3,8	< 0,35	3,3	< 0,5	0,44	0	0,028	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	-	0,12	28	49,3	0,09	0,19	< 20	9,4	0,14	17	140	< 20	46	0,22	-	8700	-	0,78	2,76	-	0,52	< 0,015	< 0,01	0,35	0,2	0,051	17,7	-
02	0201	020102	fruits, vegetables, legumes and nuts	vegetables	vegetables, cooked	20307	Carrot, steamed		175	41,6	175	41,6	87,7	0,63	0,63	7,33	0,3	6,9	0,8	< 0,2	0,9	< 0,2	< 0,2	5,2	< 0,35	3,7	< 0,5	0,63	0	0,043	0,07	0,06	0,14	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	0,05	0,02	0,06	0,13	0,01	< 0,01	< 0,01	< 0,01	-	0,11	26	76,1	0,04	0,22	< 20	10	0,18	19	240	< 20	45	0,21	-	8930	-	0,84	2,39	-	1,28	0,018	< 0,01	0,41	0,26	0,066	21,3	-
02	0201	020102	fruits, vegetables, legumes and nuts	vegetables	vegetables, cooked	20308	White cabbage, boiled/cooked in water		98,1	23,5	98,1	23,5	92,9	1	1	3,23	< 0,3	2,8	1	< 0,2	1,4	< 0,2	< 0,2	0,4	< 0,35	2,7	< 0,5	0,37	0	0,071	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	-	0,018	42	23,2	0,07	0,19	< 20	6,4	0,08	19	120	< 20	7	0,07	-	< 5	-	0,64	13	-	13,3	< 0,015	< 0,01	0,18	0,059	0,048	9,55	-
02	0201	020102	fruits, vegetables, legumes and nuts	vegetables	vegetables, cooked	20309	Brussels sprout, boiled/cooked in water		190	45,4	190	45,4	85,5	3,19	3,19	5,4	< 0,3	4,1	0,6	< 0,2	0,8	< 0,2	0,3	2,4	1	4,8	< 0,5	0,8	0	0,16	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	-	0,023	35	28,8	0,13	0,51	< 20	19	0,2	62	410	< 20	9	0,31	-	216	-	0,44	61,8	-	55,4	0,067	0,058	0,48	0,33	0,11	49,3	-
02	0201	020102	fruits, vegetables, legumes and nuts	vegetables	vegetables, cooked	20310	Red cabbage, braised		146	34,9	146	34,9	89,1	1,19	1,19	5,7	< 0,3	4,5	1,6	< 0,2	2,2	< 0,2	< 0,2	0,7	< 0,35	3	< 0,5	0,74	0	0,12	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	-	0,033	44	34,8	0,02	0,29	< 20	13	0,16	26	250	< 20	13	0,15	-	11,9	-	< 0,08	0,84	-	26,2	0,047	0,03	0,29	0,32	0,11	45,1	-
02	0201	020102	fruits, vegetables, legumes and nuts	vegetables	vegetables, cooked	20311	Green cabbage, boiled/cooked in water		90	21,6	90	21,6	92,7	1,63	1,63	1,83	< 0,3	1,4	0,5	< 0,2	0,7	< 0,2	< 0,2	0,2	< 0,35	3,3	< 0,5	0,37	0	0,088	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	-	0,013	48	< 20	0,11	0,34	< 20	7,3	0,11	29	130	< 20	5	0,13	-	130	-	< 0,08	9,77	-	12	0,02	< 0,01	< 0,1	0,078	0,052	12,4	-
02	0201	020102	fruits, vegetables, legumes and nuts	vegetables	vegetables, cooked	20312	Cauliflower, steamed		127	30,1	127	30,1	91,1	2,56	2,56	3,41	0,3	2,4	0,8	< 0,2	0,9	< 0,2	< 0,2	0,7	< 0,35	1,8	< 0,5	0,71	0	0,12	0,09	0,07	0,11	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	0,07	0,02	0,05	0,02	0,09	< 0,01	< 0,01	< 0,01	-	0,013	26	< 20	0,03	0,38	< 20	12	0,16	46	300	< 20	5	0,28	-	5,61	-	< 0,08	8,13	-	21,4	0,034	0,056	0,44	0,94	0,13	54,3	-
02	0201	020102	fruits, vegetables, legumes and nuts	vegetables	vegetables, cooked	20313	Courgette or zucchini, pulp and peel, roasted/baked		96,6	23	96,6	23	93,1	1,5	1,5	3,13	< 0,3	2,7	1,5	-	1,2	< 0,2	< 0,2	< 0,2	< 0,35	1,7	< 0,5	0,9	0	0,043	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	-	< 0,013	24	41,8	0,07	0,4	< 20	23	0,14	41	300	< 20	< 5	0,27	-	415	-	0,13	2,92	-	< 0,5	0,02	0,035	0,64	0,2	0,038	16,4	-
02	0201	020102	fruits, vegetables, legumes and nuts	vegetables	vegetables, cooked	20314	Celery stalk, braised		70	16,7	70	16,7	94,3	0,75	0,75	2,48	< 0,3	1,7	0,7	< 0,2	0,8	< 0,2	< 0,2	0,2	< 0,35	1,5	0,6	0,96	0	0,14	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	-	0,35	31	170	0,04	0,12	< 20	8,3	0,07	24	340	< 20	138	0,08	-	47,8	-	1,58	1,26	-	< 0,5	< 0,015	0,019	0,21	0,27	0,034	7,98	-
02	0201	020102	fruits, vegetables, legumes and nuts	vegetables	vegetables, cooked	20315	Celeriac, boiled/cooked in water		110	26,2	110	26,2	91	0,94	0,94	4,32	0,3	1,2	< 0,2	< 0,2	< 0,2	< 0,2	< 0,2	1,2	< 0,35	2,6	1,8	0,78	0	0,06	0,09	0,05	0,11	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	0,07	0,02	0,05	0,1	0,01	< 0,01	< 0,01	< 0,01	-	0,093	41	40,1	0,11	0,27	< 20	10	0,16	38	300	< 20	37	0,17	-	7,35	-	1,13	< 0,8	-	0,87	0,019	0,02	0,36	0,28	0,074	84,5	-
02	0201	020102	fruits, vegetables, legumes and nuts	vegetables	vegetables, cooked	20316	Chicory, roasted/baked		99,5	23,5	99,5	23,5	93,7	1,13	1,13	4,38	< 0,3	3,2	1	< 0,2	2,2	< 0,2	< 0,2	< 0,2	< 0,35	< 0,5	< 0,5	0,39	0	0,0048	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	-	< 0,013	27	44,7	0,07	0,23	< 20	10	0,09	27	180	< 20	< 5	0,18	-	16,5	-	< 0,08	2,09	-	< 0,5	0,032	< 0,01	0,21	0,11	0,028	5,89	-
02	0201	020102	fruits, vegetables, legumes and nuts	vegetables	vegetables, cooked	20317	Fennel, braised		57,1	13,7	57,1	13,7	95,1	< 0,5	< 0,5	1,94	< 0,3	1,3	0,5	-	0,8	< 0,2	< 0,2	< 0,2	< 0,35	1,8	< 0,5	0,63	0	0,13	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	-	0,028	37	42,8	0,04	0,12	< 20	6,7	0,07	16	210	< 20	11	0,08	-	12	-	< 0,08	< 0,8	-	< 0,5	< 0,015	< 0,01	0,12	0,11	0,019	16,8	-
02	0201	020102	fruits, vegetables, legumes and nuts	vegetables	vegetables, cooked	20318	Butter bean or yellow bean, boiled/cooked in water		145	34,6	145	34,6	89,6	2,19	2,19	4,45	0,3	2,2	1,2	-	0,7	< 0,2	< 0,2	0,3	0,4	2,7	< 0,5	0,66	0	0,098	0,09	0,04	0,14	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	0,07	0,02	0,04	0,07	0,07	< 0,01	< 0,01	< 0,01	-	< 0,013	56	20,1	0,13	0,99	< 20	26	0,35	43	210	< 20	< 5	0,34	-	74,7	-	0,31	3,88	-	7,57	0,04	0,053	0,36	0,12	< 0,01	39,7	-
02	0201	020102	fruits, vegetables, legumes and nuts	vegetables	vegetables, cooked	20320	French bean, boiled/cooked in water		117	28	117	28	90,8	1,75	1,75	3,39	< 0,3	2,5	1,1	-	0,9	< 0,2	< 0,2	0,5	< 0,35	3,2	< 0,5	0,68	0	0,033	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	-	< 0,013	51	30	0,07	0,54	< 20	26	0,19	38	260	< 20	< 5	0,22	-	407	-	0,1	5,16	-	1,16	0,031	0,038	0,28	0,12	0,031	49,5	-
02	0201	020102	fruits, vegetables, legumes and nuts	vegetables	vegetables, cooked	20321	Turnip, boiled/cooked in water		88,3	21,1	88,3	21,1	94,2	0,75	0,75	3,23	< 0,3	2,8	1,2	< 0,2	1,6	< 0,2	< 0,2	< 0,2	< 0,35	2,1	< 0,5	0,28	0	0,013	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	-	0,025	32	< 20	0,06	0,08	< 20	5,8	0,04	20	170	< 20	10	0,06	-	< 5	-	< 0,08	< 0,8	-	7,25	< 0,015	< 0,01	0,26	0,097	0,029	17,1	-
02	0201	020102	fruits, vegetables, legumes and nuts	vegetables	vegetables, cooked	20322	Onion, white or yellow, sautéed/pan-fried, without fat		169	40,2	169	40,2	88,1	1,56	1,56	6,73	< 0,3	5	1,5	< 0,2	2	< 0,2	< 0,2	1,5	< 0,35	2,8	< 0,5	0,5	0	0,16	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	-	< 0,013	32	24,5	0,08	0,24	< 20	9,3	0,13	35	270	< 20	< 5	0,21	-	< 5	-	0,11	< 0,8	-	2,31	0,04	0,022	0,17	0,24	0,066	6,75	-
02	0201	020102	fruits, vegetables, legumes and nuts	vegetables	vegetables, cooked	20323	Spring onion, sautéed/pan-fried, without fat		115	27,6	115	27,6	91,2	1,13	1,13	3,56	0,3	2,8	1,6	-	0,9	< 0,2	< 0,2	0,3	< 0,35	3,1	< 0,5	0,59	0	0,13	0,09	0,07	0,1	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	0,07	0,02	0,07	0,08	0,02	< 0,01	< 0,01	< 0,01	-	< 0,013	55	28,6	0,03	0,85	< 20	11	0,36	26	260	< 20	< 5	0,21	-	137	-	< 0,08	4,03	-	7,38	< 0,015	< 0,01	0,41	0,14	0,074	40,5	-
02	0201	020102	fruits, vegetables, legumes and nuts	vegetables	vegetables, cooked	20324	Onion, red, sautéed/pan-fried, without fat		179	42,4	179	42,4	87,9	1,69	1,69	7,55	< 0,3	6,7	2,1	-	2,5	< 0,2	< 0,2	2,1	< 0,35	2,1	< 0,5	0,51	0	0,1	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	-	< 0,013	26	22,1	0,07	0,26	< 20	10	0,15	33	220	< 20	< 5	0,26	-	< 5	-	< 0,08	< 0,8	-	5,68	0,031	< 0,01	0,15	0,19	0,062	33,3	-
02	0201	020102	fruits, vegetables, legumes and nuts	vegetables	vegetables, cooked	20325	Parsnip, braised		383	90,8	383	90,8	73,6	1,94	1,94	16,6	0,5	6,2	< 0,2	< 0,2	< 0,2	< 0,2	< 0,2	6,2	5	5,6	< 0,5	1,31	0	0,45	0,13	0,09	0,23	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	0,1	0,03	0,09	0,22	0,01	< 0,01	< 0,01	< 0,01	-	0,018	44	95,5	0,14	0,37	< 20	25	0,16	74	510	< 20	7	0,35	-	< 5	-	1,83	< 0,8	-	7,92	0,089	0,056	1,53	0,41	0,079	80,1	-
02	0201	020102	fruits, vegetables, legumes and nuts	vegetables	vegetables, cooked	20326	Garden peas, boiled/cooked in water		338	80,3	338	80,3	77,4	6,38	6,38	9,93	0,6	1,6	< 0,2	-	< 0,2	< 0,2	< 0,2	1,6	5	4,8	< 0,5	0,73	0	0,16	0,15	0,12	0,27	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	0,01	0,11	0,03	0,12	0,23	0,04	< 0,01	< 0,01	< 0,01	-	0,023	38	< 20	0,14	1,2	< 20	29	0,29	100	190	< 20	9	0,72	-	316	-	< 0,08	9,9	-	11,4	0,14	< 0,01	1,4	0,24	0,044	38,2	-
02	0201	020102	fruits, vegetables, legumes and nuts	vegetables	vegetables, cooked	20327	Leek, boiled/cooked in water		114	27,4	114	27,4	91,6	2,56	2,56	2,23	< 0,3	1,8	0,8	< 0,2	0,7	< 0,2	< 0,2	0,3	< 0,35	3,4	< 0,5	0,38	0	0,16	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	-	< 0,013	35	33	0,08	0,45	< 20	6,5	0,11	26	120	< 20	< 5	0,14	-	343	-	0,75	3,6	-	3,79	0,028	< 0,01	0,3	0,088	0,055	22,8	-
02	0201	020102	fruits, vegetables, legumes and nuts	vegetables	vegetables, cooked	20328	Pepper, sweet, yellow, sautéed/pan-fried, without fat		150	35,8	150	35,8	90,5	1	1	5,33	0,6	4,9	2,6	-	2,3	< 0,2	< 0,2	< 0,2	< 0,35	2,2	< 0,5	0,57	0	0,36	0,19	0,1	0,29	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	0,01	0,13	0,05	0,1	0,19	0,1	< 0,01	< 0,01	< 0,01	-	< 0,013	7,3	25,4	0,06	0,23	< 20	11	0,09	23	220	< 20	< 5	0,14	-	837	-	2,12	< 0,8	-	126	0,03	0,047	0,56	0,16	0,24	57,1	-
02	0201	020102	fruits, vegetables, legumes and nuts	vegetables	vegetables, cooked	20329	Pepper, sweet, red, sautéed/pan-fried, without fat		151	35,7	151	35,7	89,8	0,94	0,94	6,53	< 0,3	6,1	3,3	-	2,8	< 0,2	< 0,2	< 0,2	< 0,35	2	< 0,5	0,72	0	0,3	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	-	< 0,013	7	28,1	0,06	0,27	< 20	12	0,11	25	240	< 20	< 5	0,14	-	7120	-	3,81	5,61	-	144	0,033	0,1	0,83	0,15	0,31	69,7	-
02	0201	020102	fruits, vegetables, legumes and nuts	vegetables	vegetables, cooked	20330	Pepper, sweet, green, sautéed/pan-fried, without fat		120	28,6	120	28,6	92,4	1,25	1,25	3,53	0,3	3,1	1,5	-	1,6	< 0,2	< 0,2	< 0,2	< 0,35	3	< 0,5	0,56	0	0,41	0,1	0,06	0,11	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	0,07	0,03	0,06	0,07	0,04	< 0,01	< 0,01	< 0,01	-	< 0,013	6,7	26,6	0,05	0,21	< 20	9,5	0,08	20	200	< 20	< 5	0,12	-	199	-	0,76	4,1	-	64,6	0,017	0,021	0,35	0,097	0,26	27,8	-
02	0201	020102	fruits, vegetables, legumes and nuts	vegetables	vegetables, cooked	20331	Red kuri squash, pulp, boiled/cooked in water		161	38,2	161	38,2	88,9	1,06	1,06	6,88	0,3	3,5	1,1	< 0,2	1,3	< 0,2	< 0,2	1,1	1,2	1,8	< 0,5	0,87	0	0,19	0,08	0,14	0,07	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	0,06	0,02	0,14	0,04	0,03	< 0,01	< 0,01	< 0,01	-	< 0,013	18	62	0,08	0,19	< 20	8,5	0,06	27	330	< 20	< 5	0,24	-	5310	-	1,52	3,17	-	8,65	< 0,015	< 0,01	0,74	0,29	0,06	9,28	-
