code;name;address;lat;lng
CZ 32930603 ES;Kreisinger a spol. s r.o.;Skořická ul. 634, 33843 Mirošov;49.6877058;13.660460114638292
CZ 32932010 ES;DELICAT výroba;Smetanova 515, 34901 Stříbro;49.2529795;15.1946405
CZ 32932098 ES;Radek Čejka;Masarykova 16, 34506 Kdyně;50.1635751;13.9882863
CZ 32940086 ES;MASO WEST s.r.o.;Maxima Gorkého 682, Klatovy II, 33901 Klatovy;49.4013979;13.303454
CZ 32940110 ES;Hypermarket GLOBUS Chotíkov;Chotíkov, 33017 Chotíkov;49.7912587;13.3219954
CZ 32940121 ES;Vladislav Jirgl;Manětín č. p. 263, 33162 Manětín;49.9890451;13.2293075
CZ 32940233 ES;UDÍRNA - PLZÁK Z PLZNĚ;Dřevěná 101/7, Vnitřní Město, 30100 Plzeň;49.7472;13.3793925
CZ 32940244 ES;Masná výroba Planá;Jateční 575, 34815 Planá;49.1951384;14.7079792
CZ 32940312 ES;HABANSON, s.r.o.;Tymákov č. p. 36, 33201 Tymákov;49.7190128;13.5102651
CZ 32940345 ES;AB Bor, masná výrobna;Čečkovice č. p. 53, 34802 Bor;49.7297468;12.784542
CZ 32940356 ES;LM MASO s.r.o.;Nebřeziny č. p. 78, 33101 Plasy;49.9219188;13.4131275
CZ 32940367 ES;EUROPEC SE;Nad Tratí 502, 33601 Blovice;49.5771869;13.531057826227322
CZ 32940378 ES;masná výrobna;Luční 67, 33601 Blovice;49.0746013;17.45967
CZ 32940413 ES;bourárna čerstvého masa;5. května 429, 33022 Zbůch;48.7906258;14.7770778
CZ 32940468 ES;Takyho sušené maso;Prvomájová 21/33, Křimice, 32200 Plzeň;49.7551541;13.304014
CZ 32953394 ES;Řeznictví Dobřany;tř. 1. máje 152, 33441 Dobřany;49.8441276;13.364555
CZ 32960134 ES;Bidfood Czech Republic s.r.o., depo Plzeň - Dýšina;Dýšina č. p. 408, 33002 Dýšina;49.7676539;13.4936342
CZ 32960145 ES;Mrazírna FRIZA;Dýšina č. p. 297, 33002 Dýšina;49.7652144;13.4973609
CZ 330 ES;MASOZÁVOD PETRÁVEČ s.r.o.;Petráveč č. p. 55, 59401 Petráveč;49.3270688;16.0434813
CZ 3308 ES;P+M Kasarda Kolínské uzeniny, s.r.o.;U Kostelíčka 60, Kolín V, 28002 Kolín;50.0318872;15.2063009
CZ 3315 ES;Maso - Třebovle s.r.o.;Třebovle č. p. 15, 28163 Třebovle;50.0311978;14.9607492
CZ 3323 ES;PRAGOSON s.r.o.;Horní Kruty č. p. 1, 28146 Horní Kruty;49.9186625;14.9593494
CZ 333 ES;Kostelecké uzeniny a.s.;Kostelec č. p. 60, 58861 Kostelec;49.3563362;15.489785
CZ 3332 ES;POLAR Transport Václav Vlasák;U Cihelny 1074, 28163 Kostelec nad Černými lesy;49.9849313;14.8606125
CZ 3342 ES;Hügli Food s r.o.;Nádražní 426, 28144 Zásmuky;49.09005535;14.72889046903231
CZ 338 ES;Jatka Lišov - Petr Číhal s.r.o.;Lazna 1051/18f, 37372 Lišov;49.0125798;14.6122422
CZ 340 ES;Karlovarské uzeniny s.r.o.;Buchenwaldská 937/11, Rybáře, 36005 Karlovy Vary;50.2355613;12.8562916
CZ 3402 ES;Orkla Foods Česko a Slovensko a.s.;Mělnická 133, 27732 Byšice;50.2891251;14.8141863
CZ 3408 ES;VIDORA, s.r.o.;Na Náměstí 18, 27716 Všetaty;50.2819026;14.5918563
CZ 3410 ES;Vepřová porážka Ing. Kohout V. a synové;Křivousy č. p. 6, 27745 Vojkovice;50.3049275;14.3719755
CZ 3413 ES;KAP Neratovice, s.r.o.;Byškovice č. p. 141, 27711 Neratovice;50.2535476;14.48821
CZ 3415 ES;Bidfood Czech Republic s.r.o.;V Růžovém údolí 553, Mikovice, 27801 Kralupy nad Vltavou;50.235475050000005;14.28884489417278
CZ 342 ES;VÁHALA a spol. s r.o. výroba a prodej masných a lahůdkářských výrobků;Pod Humny 308, 75366 Hustopeče nad Bečvou;49.5275316;17.8761173
CZ 344 ES;Řeznictví a uzenářství u Dolejších s.r.o.;Na Javorce 303, 25206 Davle;49.8965801;14.39936
CZ 3446 ES;Kohout Michal - Řeznictví a uzenářství;Palackého 121, 27746 Veltrusy;50.1682838;14.1064212
CZ 345 ES;JATKY POHOŘELICE, spol. s r.o.;Brněnská 287, 69123 Pohořelice;49.1821653;16.3944071
CZ 3456 ES;Uzenářství Vítek;Chrást č. p. 64, 29301 Mladá Boleslav;50.1170178;14.9032208
CZ 3462 ES;Řeznictví Dvořák s.r.o.,Masarykovo náměstí 285, Mnichovo Hradiště;Masarykovo náměstí 285, 29501 Mnichovo Hradiště;50.5220351;14.9742488
CZ 3464 ES;Tomáš MÜLLER;Husovo náměstí 30, 29428 Chotětov;50.1043011;13.7282407
CZ 3469 ES;Řeznictví Dvořák s.r.o.;Smetanova 691, 29401 Bakov nad Jizerou;50.4807938;14.9419888
CZ 350 ES;Josef Erhart - Řeznictví a uzenářství;Doubravice č. p. 30, 37006 Doubravice;50.0663099;15.7452553
CZ 352 ES;Lesy České republiky,s.p. -  Poněšická obora;Karla Čapka 1171, 37341 Hluboká nad Vltavou;49.06036505;14.43298094701009
CZ 3546 ES;Josef RAJDL;Maršála Koněva 1987, 28802 Nymburk;50.1907657;15.0505297
CZ 3558 ES;Uzenářství Jaromír Dvořák s.r.o.;Příčovy č. p. 25, 26401 Příčovy;49.6722692;14.3922994
CZ 360 ES;MASO-UZENINY KOŠATA s.r.o.;Odrava č. p. 68, 35002 Odrava;50.101967;12.4879751
CZ 364 ES;MVDr. Zdeněk Herman;Purkyňova 1, 35301 Velká Hleďsebe;50.77885715;15.074737752889014
CZ 3652 ES;Uzenářství Vávra, s.r.o.;Rudolfovská tř. 464/103, České Budějovice 4, 37001 České Budějovice;48.9815953;14.5016084
CZ 3655 ES;Mrazírny Eurofrost s.r.o.;Hlinsko č. p. 47, 37001 Rudolfov;49.4932417;17.5762165
CZ 3657 ES;Hypermarket Globus České Budějovice;České Vrbné 2327, České Budějovice 2, 37011 České Budějovice;49.00129235;14.450834367967655
CZ 3665 ES;JEDNOTA SD - výrobna;Hlinecká 745, 37501 Týn nad Vltavou;49.2265161;14.4273554
CZ 370 ES;Jatka Mostky;Mostky č. p. 4, 38241 Kaplice;48.7218822;14.5170635
CZ 3700 ES;MAKRO Cash & Carry ČR s.r.o.;České Budějovice 10, Hrdějovice 396, 37010 České Budějovice 10;49.7439047;15.3381061
CZ 3702 ES;VLS ČR, s.p., ZNZ Květušín;Boletice, 38208 Boletice;48.8247496;14.2170574
CZ 3703 ES;Masozávod Dolní Třebonín;Dolní Třebonín č. p. 194, 38201 Dolní Třebonín;48.8565759;14.3967818
CZ 3704 ES;MADETA a. s.;Chvalšinská 234, 381 14 Český Krumlov;48.816584;14.3025663
CZ 371 ES;Foitl reznictví a uzenárství v.o.s.;námestí J. V. Kamarýta 70, 38232 Velešín;48.828963;14.4624828
CZ 3767 ES;"""AGRO-LA"", spol.s r.o.";Jiráskovo předměstí 630, Jindřichův Hradec III, 37701 Jindřichův Hradec;49.1302338;15.0184628
CZ 3770 ES;Jednota, spotrební družstvo v Jindrichove Hradci, Výrobna lahůdek;Jarošovská 939, Jindřichův Hradec II, 37701 Jindřichův Hradec;49.1528951;15.0163139
CZ 3804 ES;Mlékárna Žirovnice spol. s r.o.;Nádražní 341, 39468 Žirovnice;49.015306;14.7597604
CZ 383 ES;Jaroslav Vomáčka;Svor č. p. 138, 47151 Svor;50.7934059;14.5821675
CZ 386 ES;VÁŠA spol.s r.o.;Potoční 2, Mimoň II, 47124 Mimoň;50.7509514;14.2002894
CZ 390 ES;Agrokomplex, spol. s r.o.;Areál ÚOS, 40725 Verneřice;49.7439047;15.3381061
