 Section 	 Section Descr. FR	No agrément	Dénomination	street_address	city	 Catégorie 	Activité associée 	 Espèce	 Remarques 	Adresse	slugadresse	lat	lng
0	Etablissements activité générale	KF174	Matanza	Paillartcamp  6 	9600 Renaix	CS	CP, MP, SH			Paillartcamp  6  ,9600 Renaix	Paillartcamp  6  , 9600 Renaix , Belgium	50,737402	3,555409
0	Etablissements activité générale	KF176	E.M. DISCOUNT	Nijverheidskaai  37 	9040 Gent	CS				Nijverheidskaai  37  ,9040 Gent	Nijverheidskaai  37  , 9040 Gent , Belgium	51,0491609	3,7629067
0	Etablissements activité générale	KF176	LONKI	Frankrijkstraat  10 	9140 Temse	RW	CP, CS, MP, MSM, PP, SH			Frankrijkstraat  10  ,9140 Temse	Frankrijkstraat  10  , 9140 Temse , Belgium	51,1412645	4,2002662
0	Etablissements activité générale	KF177	DEVAGEL	Rue des Garennes  12 	7700 Mouscron/Moeskroen	CS	CC, PP			Rue des Garennes  12  ,7700 Mouscron/Moeskroen	Rue des Garennes  12  , 7700 Mouscron/Moeskroen , Belgium	50,7569333	3,2338764
0	Etablissements activité générale	KF178	Lactalis België	Z.5 MOLLEM  200 	1730 Asse	CS				Z.5 MOLLEM  200  ,1730 Asse	Z.5 MOLLEM  200  , 1730 Asse , Belgium	50,91191	4,22473
0	Etablissements activité générale	KF18	ALLFROST NV	Jan Borluutstraat  40 	8790 Waregem	CS				Jan Borluutstraat  40  ,8790 Waregem	Jan Borluutstraat  40  , 8790 Waregem , Belgium	50,899343	3,4118595
0	Etablissements activité générale	KF180	ROCHE FRAIS	Rue du Petit Granit  14 	5580 Rochefort	CS				Rue du Petit Granit  14  ,5580 Rochefort	Rue du Petit Granit  14  , 5580 Rochefort , Belgium	50,1744524	5,2061859
0	Etablissements activité générale	KF182	CEULEMANS VLEESWAREN	Leuvensebaan  253 	2580 Putte	CS	CP			Leuvensebaan  253  ,2580 Putte	Leuvensebaan  253  , 2580 Putte , Belgium	51,0267798	4,6396917
0	Etablissements activité générale	KF183	RAFINA	Rekkemstraat  66 	8930 Lauwe	CS				Rekkemstraat  66  ,8930 Lauwe	Rekkemstraat  66  , 8930 Lauwe , Belgium	50,79248	3,17562
0	Etablissements activité générale	KF186	NORTHFREEZE	Durmakker  12 	9940 Evergem	CS	RW			Durmakker  12  ,9940 Evergem	Durmakker  12  , 9940 Evergem , Belgium	51,0941147	3,6772918
0	Etablissements activité générale	KF186	NORTHFREEZE	Durmakker  12 	9940 Evergem	RW	CS			Durmakker  12  ,9940 Evergem	Durmakker  12  , 9940 Evergem , Belgium	51,0941147	3,6772918
0	Etablissements activité générale	KF187	Botermijn Busschots	Liersesteenweg  222 	2590 Berlaar	CS	CC, PP			Liersesteenweg  222  ,2590 Berlaar	Liersesteenweg  222  , 2590 Berlaar , Belgium	51,1196005	4,6334141
0	Etablissements activité générale	KF188	Logistics Nivelles	Rue de l'Industrie  21 	1400 Nivelles	CS			fl and/of sn	Rue de l'Industrie  21  ,1400 Nivelles	Rue de l Industrie  21  , 1400 Nivelles , Belgium	50,5867997	4,3608148
0	Etablissements activité générale	KF188	Logistics Nivelles	Rue de l'Industrie  21 	1400 Nivelles	CS				Rue de l'Industrie  21  ,1400 Nivelles	Rue de l Industrie  21  , 1400 Nivelles , Belgium	50,5867997	4,3608148
0	Etablissements activité générale	KF189	Flanders Cold Center 2/BNFW	Kiwiweg  120  	8380 Zeebrugge	CS				Kiwiweg  120   ,8380 Zeebrugge	Kiwiweg  120   , 8380 Zeebrugge , Belgium	51,3288104	3,2191467
0	Etablissements activité générale	KF192	Dierckx Jef en Zonen	Energielaan  24 b 8	2950 Kapellen (Antw.)	CS	CP			Energielaan  24 b 8 ,2950 Kapellen (Antw.)	Energielaan  24 b 8 , 2950 Kapellen  , Belgium	51,3543511	4,5034228
0	Etablissements activité générale	KF194	Colfridis Logistics W17	Weversstraat  17 	1840 Londerzeel	CS				Weversstraat  17  ,1840 Londerzeel	Weversstraat  17  , 1840 Londerzeel , Belgium	51,0112944	4,3210627
0	Etablissements activité générale	KF199	AMANDO	Houtstraat  50 	9070 Destelbergen	CS	PP, RW			Houtstraat  50  ,9070 Destelbergen	Houtstraat  50  , 9070 Destelbergen , Belgium	51,0725852	3,8113538
0	Etablissements activité générale	KF2	Bidfood	Avenue DELI XL  1 	6530 Thuin	CS				Avenue DELI XL  1  ,6530 Thuin	Avenue DELI XL  1  , 6530 Thuin , Belgium	50,359838	4,2868943
0	Etablissements activité générale	KF200	ETABLISSEMENTS LOUIS BOUILLON	Rue de Wasseige  96 	4460 Grâce-Hollogne	CS	CP, GHE			Rue de Wasseige  96  ,4460 Grâce-Hollogne	Rue de Wasseige  96  , 4460 Grâce-Hollogne , Belgium	50,6550549	5,4902232
0	Etablissements activité générale	KF201	 SLACHTHUIS HEIST-OP-DEN-BERG	Mechelsesteenweg  101-103 	2220 Heist-op-den-Berg	CS	SH			Mechelsesteenweg  101-103  ,2220 Heist-op-den-Berg	Mechelsesteenweg  101-103  , 2220 Heist-op-den-Berg , Belgium	51,0705627	4,6997511
0	Etablissements activité générale	KF202	Van Bockstal	Rechtstraat  371 b a	9160 Lokeren	CS	CP			Rechtstraat  371 b a ,9160 Lokeren	Rechtstraat  371 b a , 9160 Lokeren , Belgium	51,1308955	3,9049044
0	Etablissements activité générale	KF2051	DE TROYER NV	Waterkeringstraat  19 	9320 Aalst	CS	CP, FFPP, MP, PP			Waterkeringstraat  19  ,9320 Aalst	Waterkeringstraat  19  , 9320 Aalst , Belgium	50,9077734	4,0376379
0	Etablissements activité générale	KF206	Foster Fast Food	Oude Baan  1 b C	2800 Mechelen	CS				Oude Baan  1 b C ,2800 Mechelen	Oude Baan  1 b C , 2800 Mechelen , Belgium	51,0510059	4,4575338
0	Etablissements activité générale	KF208	FRIGOLOGIX NV	Maatheide  64 	3920 Lommel	CS				Maatheide  64  ,3920 Lommel	Maatheide  64  , 3920 Lommel , Belgium	51,2381564	5,2701088
0	Etablissements activité générale	KF209	Karnex - Tradelio	Lindestraat  36 	9700 Oudenaarde	CS	CP, PP			Lindestraat  36  ,9700 Oudenaarde	Lindestraat  36  , 9700 Oudenaarde , Belgium	50,8550298	3,6032897
0	Etablissements activité générale	KF210	FRANKY	Waregemseweg (W.)  28 	9790 Wortegem-Petegem	CS				Waregemseweg (W.)  28  ,9790 Wortegem-Petegem	Waregemseweg   28  , 9790 Wortegem-Petegem , Belgium	50,8534465	3,5068819
0	Etablissements activité générale	KF2111	VAN DEN STEEN R. - CORNELIS	Hollestraat  45 	9310 Aalst	CS	CP, GHE, MP			Hollestraat  45  ,9310 Aalst	Hollestraat  45  , 9310 Aalst , Belgium	50,9572658	4,1007852
0	Etablissements activité générale	KF212	DELIKIP	Grote Steenweg  133 	9870 Zulte	CS	CP, MP			Grote Steenweg  133  ,9870 Zulte	Grote Steenweg  133  , 9870 Zulte , Belgium	50,9339982	3,4624886
0	Etablissements activité générale	KF216	Dameat	Callemansputtestraat  80 	9940 Evergem	CS	CP, MP			Callemansputtestraat  80  ,9940 Evergem	Callemansputtestraat  80  , 9940 Evergem , Belgium	51,1832611	3,7781202
0	Etablissements activité générale	KF217	JAVA	Wingepark  10 	3110 Rotselaar	CS				Wingepark  10  ,3110 Rotselaar	Wingepark  10  , 3110 Rotselaar , Belgium	50,9391824	4,741426
0	Etablissements activité générale	KF219	Vanmarcke - Foulon - Ghesquiere 	Oostlaan  14 	8560 Gullegem	CS	RW			Oostlaan  14  ,8560 Gullegem	Oostlaan  14  , 8560 Gullegem , Belgium	50,8534737	3,1876922
0	Etablissements activité générale	KF219	Vanmarcke - Foulon - Ghesquiere 	Oostlaan  14 	8560 Gullegem	RW	CS			Oostlaan  14  ,8560 Gullegem	Oostlaan  14  , 8560 Gullegem , Belgium	50,8534737	3,1876922
0	Etablissements activité générale	KF222	FM MEAT	Rozendaalstraat  125 	8900 Ieper	CS	CP			Rozendaalstraat  125  ,8900 Ieper	Rozendaalstraat  125  , 8900 Ieper , Belgium	50,8834456	2,8754536
0	Etablissements activité générale	KF223	NORTHLANDT	Moortelstraat  9 	9160 Lokeren	CS				Moortelstraat  9  ,9160 Lokeren	Moortelstraat  9  , 9160 Lokeren , Belgium	51,0841051	4,0059447
0	Etablissements activité générale	KF225	NIEUWPOORTS VLEESBEDRIJF	Ramskapellestraat  6 	8620 Nieuwpoort	CS	CP, MM, MP			Ramskapellestraat  6  ,8620 Nieuwpoort	Ramskapellestraat  6  , 8620 Nieuwpoort , Belgium	51,1251947	2,7668263
0	Etablissements activité générale	KF226	Deli Ostrich NV	Gravestraat  7 B 	8750 Wingene	CS	CP, MP, RW			Gravestraat  7 B  ,8750 Wingene	Gravestraat  7 B  , 8750 Wingene , Belgium	51,0815013	3,2986556
0	Etablissements activité générale	KF226	Deli Ostrich NV	Gravestraat  7 B 	8750 Wingene	RW	CP, CS, MP			Gravestraat  7 B  ,8750 Wingene	Gravestraat  7 B  , 8750 Wingene , Belgium	51,0815013	3,2986556
0	Etablissements activité générale	KF227	SANPAREIL	Mechelseweg  90 	1880 Kapelle-op-den-Bos	CS	PP			Mechelseweg  90  ,1880 Kapelle-op-den-Bos	Mechelseweg  90  , 1880 Kapelle-op-den-Bos , Belgium	51,0137885	4,3534314
0	Etablissements activité générale	KF229	Equinox	Bijkhoevelaan  20 	2110 Wijnegem	CS	CP, PP			Bijkhoevelaan  20  ,2110 Wijnegem	Bijkhoevelaan  20  , 2110 Wijnegem , Belgium	51,2302317	4,49551
0	Etablissements activité générale	KF233	BLEIJENBERG	Ter Stratenweg  46 	2520 Ranst	CS				Ter Stratenweg  46  ,2520 Ranst	Ter Stratenweg  46  , 2520 Ranst , Belgium	51,2101993	4,5810415
0	Etablissements activité générale	KF234	WORLD TRADE	Avenue de Heppignies(H)  1 	6220 Fleurus	CS	CP, RW			Avenue de Heppignies(H)  1  ,6220 Fleurus	Avenue de Heppignies  1  , 6220 Fleurus , Belgium	50,4694949	4,4866621
0	Etablissements activité générale	KF234	WORLD TRADE	Avenue de Heppignies(H)  1 	6220 Fleurus	RW	CP, CS			Avenue de Heppignies(H)  1  ,6220 Fleurus	Avenue de Heppignies  1  , 6220 Fleurus , Belgium	50,4694949	4,4866621
0	Etablissements activité générale	KF236	BENS NV	Nijverheidsstraat  24 	2260 Westerlo	CS	CP, PP			Nijverheidsstraat  24  ,2260 Westerlo	Nijverheidsstraat  24  , 2260 Westerlo , Belgium	51,1415158	4,9101888
0	Etablissements activité générale	KF239	'T VRIESMANNEKE	Menensesteenweg  216 	8940 Wervik	CS				Menensesteenweg  216  ,8940 Wervik	Menensesteenweg  216  , 8940 Wervik , Belgium	50,7801805	3,0696916
0	Etablissements activité générale	KF242	CARO FERNELMONT	Rue du Grand Champ, ZI, Nov.  9 	5380 Fernelmont	CS	CC, PP			Rue du Grand Champ, ZI, Nov.  9  ,5380 Fernelmont	Rue du Grand Champ,  ZI,  Nov.  9  , 5380 Fernelmont , Belgium	50,5352681	4,9736984
0	Etablissements activité générale	KF246	PINKI	Venecolaan  25 	9880 Aalter	CS	CP, MP			Venecolaan  25  ,9880 Aalter	Venecolaan  25  , 9880 Aalter , Belgium	51,1062918	3,4473111
0	Etablissements activité générale	KF248	De Wolf Daisy	Quai des Usines  22 	1000 Bruxelles	CS				Quai des Usines  22  ,1000 Bruxelles	Quai des Usines  22  , 1000 Bruxelles , Belgium	50,8748482	4,3654675
0	Etablissements activité générale	KF249	De Bruycker	Begoniastraat  1 A 	9810 Nazareth	CS	CP, MP, PP			Begoniastraat  1 A  ,9810 Nazareth	Begoniastraat  1 A  , 9810 Nazareth , Belgium	50,9778864	3,6588748
0	Etablissements activité générale	KF25	Transwest	Kampveldstraat  45 	8020 Oostkamp	CS				Kampveldstraat  45  ,8020 Oostkamp	Kampveldstraat  45  , 8020 Oostkamp , Belgium	51,1290046	3,252657
0	Etablissements activité générale	KF251	Vets Kloska Ship Supply	Wilmarsdonksteenweg  11 	2030 Antwerpen	CS				Wilmarsdonksteenweg  11  ,2030 Antwerpen	Wilmarsdonksteenweg  11  , 2030 Antwerpen , Belgium	51,2589746	4,3841425
0	Etablissements activité générale	KF253	VAN HULLE SHIPSUPPLIERS	Bredastraat  139 	2060 Antwerpen	CS				Bredastraat  139  ,2060 Antwerpen	Bredastraat  139  , 2060 Antwerpen , Belgium	51,2368884	4,4247083
0	Etablissements activité générale	KF254	PERE LEJEUNE	Parc Artisanal de Blegny  15 	4671 Barchon	CS	PP, RW		fl and/of sn	Parc Artisanal de Blegny  15  ,4671 Barchon	Parc Artisanal de Blegny  15  , 4671 Barchon , Belgium	50,6585534	5,7017484
0	Etablissements activité générale	KF254	PERE LEJEUNE	Parc Artisanal de Blegny  15 	4671 Barchon	CS	PP, RW			Parc Artisanal de Blegny  15  ,4671 Barchon	Parc Artisanal de Blegny  15  , 4671 Barchon , Belgium	50,6585534	5,7017484
0	Etablissements activité générale	KF256	ISPC GENT	Ottergemsesteenweg-Zuid  720 	9000 Gent	CS	CC, PP, CP, FFPP, MM, MP, PP			Ottergemsesteenweg-Zuid  720  ,9000 Gent	Ottergemsesteenweg-Zuid  720  , 9000 Gent , Belgium	51,0177056	3,7377936
0	Etablissements activité générale	KF259	SPAPENS FRESH FOOD	Rue des Forgerons  102 	6001 Marcinelle	CS	CC, PP			Rue des Forgerons  102  ,6001 Marcinelle	Rue des Forgerons  102  , 6001 Marcinelle , Belgium	50,3921784	4,4527649
0	Etablissements activité générale	KF26	EASY FRESH LOGISTICS	Rue de la Bienvenue  10 	1070 Anderlecht	CS				Rue de la Bienvenue  10  ,1070 Anderlecht	Rue de la Bienvenue  10  , 1070 Anderlecht , Belgium	50,8147228	4,3046302
0	Etablissements activité générale	KF262	PROIOS MARITIME	Westpoort  51- 59 	2070 Zwijndrecht	CS				Westpoort  51- 59  ,2070 Zwijndrecht	Westpoort  51- 59  , 2070 Zwijndrecht , Belgium	51,2079848	4,3307871
0	Etablissements activité générale	KF264	Vleeswaren Steen	Fabriekweg(EER)  50 	8480 Ichtegem	CS				Fabriekweg(EER)  50  ,8480 Ichtegem	Fabriekweg  50  , 8480 Ichtegem , Belgium	51,12511	3,0187246
0	Etablissements activité générale	KF266	K. Gjertsen en Cie	Heizegemweg  11 	2030 Antwerpen	CS				Heizegemweg  11  ,2030 Antwerpen	Heizegemweg  11  , 2030 Antwerpen , Belgium	51,265854	4,3785421
0	Etablissements activité générale	KF268	CHASAL	Rue Brisack  7 	6001 Marcinelle	CS				Rue Brisack  7  ,6001 Marcinelle	Rue Brisack  7  , 6001 Marcinelle , Belgium	50,3947002	4,4551446
0	Etablissements activité générale	KF270	HERBOTS	Hasseltsesteenweg  70 	3800 Sint-Truiden	CS	CP			Hasseltsesteenweg  70  ,3800 Sint-Truiden	Hasseltsesteenweg  70  , 3800 Sint-Truiden , Belgium	50,8275019	5,2002607
0	Etablissements activité générale	KF273	MULTIMEAT	Herentalsebaan  95 	2520 Ranst	CS				Herentalsebaan  95  ,2520 Ranst	Herentalsebaan  95  , 2520 Ranst , Belgium	51,1868791	4,5431764
0	Etablissements activité générale	KF275	JOKA BVBA	Monnikenwerve  194 	8000 Brugge	CS				Monnikenwerve  194  ,8000 Brugge	Monnikenwerve  194  , 8000 Brugge , Belgium	51,245505	3,204293
0	Etablissements activité générale	KF276	Bagro-Food	Avekapellestraat  3 	8630 Veurne	CS			fl and/of sn	Avekapellestraat  3  ,8630 Veurne	Avekapellestraat  3  , 8630 Veurne , Belgium	51,0668799	2,7327358
0	Etablissements activité générale	KF276	Bagro-Food	Avekapellestraat  3 	8630 Veurne	CS				Avekapellestraat  3  ,8630 Veurne	Avekapellestraat  3  , 8630 Veurne , Belgium	51,0668799	2,7327358
0	Etablissements activité générale	KF277	Cordier Salaisons	Z.A.S. du Faubourg  5 	7170 Manage	CS	CC, PP, PP			Z.A.S. du Faubourg  5  ,7170 Manage	Z.A.S. du Faubourg  5  , 7170 Manage , Belgium	50,50303	4,23529
0	Etablissements activité générale	KF277	RADEMA	Z.A.S. du Faubourg  5 	7170 Manage	CS				Z.A.S. du Faubourg  5  ,7170 Manage	Z.A.S. du Faubourg  5  , 7170 Manage , Belgium	50,50303	4,23529
0	Etablissements activité générale	KF28	Frigo	Lange Lobroekstraat  120 	2060 Antwerpen	CS	CP			Lange Lobroekstraat  120  ,2060 Antwerpen	Lange Lobroekstraat  120  , 2060 Antwerpen , Belgium	51,2287259	4,434508
0	Etablissements activité générale	KF282	VIANDE DE LIEGE	Avenue de Jupille  4 	4020 Liège	CS	CP			Avenue de Jupille  4  ,4020 Liège	Avenue de Jupille  4  , 4020 Liège , Belgium	50,6504025	5,6226154
0	Etablissements activité générale	KF283	Urby De Groof en Luc Opdebeeck	Jan Vanderstraetenstraat  85 	1600 Sint-Pieters-Leeuw	CS	CP, MM, MP			Jan Vanderstraetenstraat  85  ,1600 Sint-Pieters-Leeuw	Jan Vanderstraetenstraat  85  , 1600 Sint-Pieters-Leeuw , Belgium	50,7950766	4,2818296
0	Etablissements activité générale	KF285	SORESCOL SERVICES	Rue François Léon Bruyerre  40 	6041 Gosselies	CS	CP			Rue François Léon Bruyerre  40  ,6041 Gosselies	Rue François Léon Bruyerre  40  , 6041 Gosselies , Belgium	50,4780439	4,4336754
0	Etablissements activité générale	KF286	TRANS EUROP	Schurhoven  3820 	3800 Sint-Truiden	CS				Schurhoven  3820  ,3800 Sint-Truiden	Schurhoven  3820  , 3800 Sint-Truiden , Belgium	50,82341	5,20015
0	Etablissements activité générale	KF287	Van Engelandt N.V.	Rue Ropsy Chaudron  83 	1070 Anderlecht	RW	CP, CS, MM			Rue Ropsy Chaudron  83  ,1070 Anderlecht	Rue Ropsy Chaudron  83  , 1070 Anderlecht , Belgium	50,8445723	4,3267862
0	Etablissements activité générale	KF292	MDH FOOD SERVICE	Bergensesteenweg  2 	1600 Sint-Pieters-Leeuw	CS				Bergensesteenweg  2  ,1600 Sint-Pieters-Leeuw	Bergensesteenweg  2  , 1600 Sint-Pieters-Leeuw , Belgium	50,8082535	4,2890018
0	Etablissements activité générale	KF295	FIJNE VLEESWAREN DECRU	Vierwegstraat  184 	8800 Roeselare	CS				Vierwegstraat  184  ,8800 Roeselare	Vierwegstraat  184  , 8800 Roeselare , Belgium	50,9511872	3,1521656
0	Etablissements activité générale	KF298	DEPONDT	Gotevlietstraat  21 	8000 Brugge	CS				Gotevlietstraat  21  ,8000 Brugge	Gotevlietstraat  21  , 8000 Brugge , Belgium	51,259201	3,2051543
0	Etablissements activité générale	KF3	ALL MEATS INTERNATIONAL COMPANY	Industriepark-Noord  21 	9100 Sint-Niklaas	CS				Industriepark-Noord  21  ,9100 Sint-Niklaas	Industriepark-Noord  21  , 9100 Sint-Niklaas , Belgium	51,1458348	4,1659233
0	Etablissements activité générale	KF30	Sivafrost C.P.L. bvba	Schaapveld (STG)  20 	9200 Dendermonde	CS	FFPP, PP, RW			Schaapveld (STG)  20  ,9200 Dendermonde	Schaapveld   20  , 9200 Dendermonde , Belgium	51,0276509	4,1404153
0	Etablissements activité générale	KF30	Sivafrost C.P.L. bvba	Schaapveld (STG)  20 	9200 Dendermonde	RW	CS, FFPP, PP			Schaapveld (STG)  20  ,9200 Dendermonde	Schaapveld   20  , 9200 Dendermonde , Belgium	51,0276509	4,1404153
0	Etablissements activité générale	KF300	MOSSELCENTRALE	Houtboeistraat  9 	8620 Nieuwpoort	CS				Houtboeistraat  9  ,8620 Nieuwpoort	Houtboeistraat  9  , 8620 Nieuwpoort , Belgium	51,1341317	2,7457838
0	Etablissements activité générale	KF3048	Pluimveeslachterij Stoffels	Heimeulenstraat  20 	2328 Meerle	CS	CP, SH			Heimeulenstraat  20  ,2328 Meerle	Heimeulenstraat  20  , 2328 Meerle , Belgium	51,4726154	4,803716
0	Etablissements activité générale	KF3107	Fish Factory	Melkerijstraat  1 	2900 Schoten	CS	FFPP			Melkerijstraat  1  ,2900 Schoten	Melkerijstraat  1  , 2900 Schoten , Belgium	51,239314	4,4749566
0	Etablissements activité générale	KF311	INTERNATIONAL PROMOTION and REPRESENTATION	Terhulpensesteenweg  259 	3090 Overijse	CS				Terhulpensesteenweg  259  ,3090 Overijse	Terhulpensesteenweg  259  , 3090 Overijse , Belgium	50,7595892	4,5313396
0	Etablissements activité générale	KF315	Biebuyck N.V.	Industriestraat  25 	8755 Ruiselede	CS				Industriestraat  25  ,8755 Ruiselede	Industriestraat  25  , 8755 Ruiselede , Belgium	51,0455242	3,4097459
0	Etablissements activité générale	KF317	Horeca Van zon NV	Middenweg  9 	3930 Hamont-Achel	CS				Middenweg  9  ,3930 Hamont-Achel	Middenweg  9  , 3930 Hamont-Achel , Belgium	51,244651	5,507584
0	Etablissements activité générale	KF322	Salaisons du Hainaut 	Zoning Industriel(BLX)  22 	6464 Chimay	CS	CP, PP			Zoning Industriel(BLX)  22  ,6464 Chimay	Zoning Industriel  22  , 6464 Chimay , Belgium	50,0383533	4,3798499
0	Etablissements activité générale	KF325	STOCKHABO	Drève Gustave Fache(L)  15 	7700 Mouscron/Moeskroen	CS			fl and/of sn	Drève Gustave Fache(L)  15  ,7700 Mouscron/Moeskroen	Drève Gustave Fache  15  , 7700 Mouscron/Moeskroen , Belgium	50,7431358	3,2523492
0	Etablissements activité générale	KF325	STOCKHABO	Drève Gustave Fache(L)  15 	7700 Mouscron/Moeskroen	CS				Drève Gustave Fache(L)  15  ,7700 Mouscron/Moeskroen	Drève Gustave Fache  15  , 7700 Mouscron/Moeskroen , Belgium	50,7431358	3,2523492
0	Etablissements activité générale	KF326	LUIKNATIE COLDSTORE	Kruipin(KAL)  1145 	9130 Beveren-Waas	CS				Kruipin(KAL)  1145  ,9130 Beveren-Waas	Kruipin  1145  , 9130 Beveren-Waas , Belgium	51,2546024	4,2499031
0	Etablissements activité générale	KF33	Jodifrost nv	Schoonmansveld  15 	2870 Puurs	CS	RW			Schoonmansveld  15  ,2870 Puurs	Schoonmansveld  15  , 2870 Puurs , Belgium	51,0658655	4,329829
0	Etablissements activité générale	KF33	Jodifrost nv	Schoonmansveld  15 	2870 Puurs	RW	CS			Schoonmansveld  15  ,2870 Puurs	Schoonmansveld  15  , 2870 Puurs , Belgium	51,0658655	4,329829
0	Etablissements activité générale	KF332	GALANA	Vichtseweg  109 	8790 Waregem	CS	RW		fl and/of sn	Vichtseweg  109  ,8790 Waregem	Vichtseweg  109  , 8790 Waregem , Belgium	50,8578817	3,4094584
0	Etablissements activité générale	KF332	GALANA	Vichtseweg  109 	8790 Waregem	CS	RW			Vichtseweg  109  ,8790 Waregem	Vichtseweg  109  , 8790 Waregem , Belgium	50,8578817	3,4094584
0	Etablissements activité générale	KF332	GALANA	Vichtseweg  109 	8790 Waregem	RW	CS			Vichtseweg  109  ,8790 Waregem	Vichtseweg  109  , 8790 Waregem , Belgium	50,8578817	3,4094584
0	Etablissements activité générale	KF334	D'ARTA MENU	Pittemsestraat  58 A. 	8850 Ardooie	CS	FFPP, PP			Pittemsestraat  58 A.  ,8850 Ardooie	Pittemsestraat  58 A.  , 8850 Ardooie , Belgium	50,9810282	3,2324181
0	Etablissements activité générale	KF339	LODECO - EECKHOUT	Maasstraat  38 	2060 Antwerpen	CS				Maasstraat  38  ,2060 Antwerpen	Maasstraat  38  , 2060 Antwerpen , Belgium	51,2341538	4,4273461
0	Etablissements activité générale	KF34	Colfridis Logistics W15	Weversstraat  15 	1840 Londerzeel	CS				Weversstraat  15  ,1840 Londerzeel	Weversstraat  15  , 1840 Londerzeel , Belgium	51,0095696	4,3215905
0	Etablissements activité générale	KF341	DETRY	Rue de Merckhof  110 	4880 Aubel	CS	PP		fl and/of sn	Rue de Merckhof  110  ,4880 Aubel	Rue de Merckhof  110  , 4880 Aubel , Belgium	50,7048431	5,8696603
0	Etablissements activité générale	KF341	DETRY	Rue de Merckhof  110 	4880 Aubel	CS	PP			Rue de Merckhof  110  ,4880 Aubel	Rue de Merckhof  110  , 4880 Aubel , Belgium	50,7048431	5,8696603
0	Etablissements activité générale	KF344	Delvaux J.-J.	Rue de la Grande Sambresse(TX)  10 	5020 Namur	CS	CP, MP, PP			Rue de la Grande Sambresse(TX)  10  ,5020 Namur	Rue de la Grande Sambresse  10  , 5020 Namur , Belgium	50,4809009	4,7538522
0	Etablissements activité générale	KF345	VALFRAIS	Parc artisanal de Villeroux  1 b A	6640 Vaux-sur-Sûre	CS				Parc artisanal de Villeroux  1 b A ,6640 Vaux-sur-Sûre	Parc artisanal de Villeroux  1 b A , 6640 Vaux-sur-Sûre , Belgium	49,977598	5,674106
0	Etablissements activité générale	KF349	NOORDVLEES VAN GOOL	Bloemstraat (Ab)  56 	2920 Kalmthout	CS	CP, RW, SH			Bloemstraat (Ab)  56  ,2920 Kalmthout	Bloemstraat   56  , 2920 Kalmthout , Belgium	51,3958024	4,5053846
0	Etablissements activité générale	KF349	NOORDVLEES VAN GOOL	Bloemstraat (Ab)  56 	2920 Kalmthout	RW	CP, CS, SH			Bloemstraat (Ab)  56  ,2920 Kalmthout	Bloemstraat   56  , 2920 Kalmthout , Belgium	51,3958024	4,5053846
0	Etablissements activité générale	KF357	SUD-FRESH	Rue Sélys Longchamps(Jean de)  9 	4460 Grâce-Hollogne	CS				Rue Sélys Longchamps(Jean de)  9  ,4460 Grâce-Hollogne	Rue Sélys Longchamps  9  , 4460 Grâce-Hollogne , Belgium	50,6572149	5,4819416
0	Etablissements activité générale	KF357	Weerts Supply Chain EX KING FREEZE	Rue Sélys Longchamps(Jean de)  9 	4460 Grâce-Hollogne	CS	RW			Rue Sélys Longchamps(Jean de)  9  ,4460 Grâce-Hollogne	Rue Sélys Longchamps  9  , 4460 Grâce-Hollogne , Belgium	50,6572149	5,4819416
0	Etablissements activité générale	KF358	POMME	Polderstraat(D)  8 	8600 Diksmuide	CS				Polderstraat(D)  8  ,8600 Diksmuide	Polderstraat  8  , 8600 Diksmuide , Belgium	51,0205776	2,857737
0	Etablissements activité générale	KF360	HET GOUDEN RUND	Industrieterrein Peerderbaan  1109 	3960 Bree	CS				Industrieterrein Peerderbaan  1109  ,3960 Bree	Industrieterrein Peerderbaan  1109  , 3960 Bree , Belgium	51,140708	5,565092
0	Etablissements activité générale	KF361	DERYCKER DANIEL	Lange Slachterijstraat  73 	2060 Antwerpen	CS				Lange Slachterijstraat  73  ,2060 Antwerpen	Lange Slachterijstraat  73  , 2060 Antwerpen , Belgium	51,2294426	4,4310142
0	Etablissements activité générale	KF362	CHEVIDECO	Lar  P20 	8930 Menen	CS	CP, MM, MP, RW			Lar  P20  ,8930 Menen	Lar  P20  , 8930 Menen , Belgium	50,7759054	3,1940119
0	Etablissements activité générale	KF362	CHEVIDECO	Lar  P20 	8930 Menen	RW	CP, CS, MM, MP			Lar  P20  ,8930 Menen	Lar  P20  , 8930 Menen , Belgium	50,7759054	3,1940119
0	Etablissements activité générale	KF363	Aronde NV	Blankenbergse Steenweg  362 - 368 	8000 Brugge	CS	RW			Blankenbergse Steenweg  362 - 368  ,8000 Brugge	Blankenbergse Steenweg  362 - 368  , 8000 Brugge , Belgium	51,2435559	3,1979386
0	Etablissements activité générale	KF363	Aronde NV	Blankenbergse Steenweg  362 - 368 	8000 Brugge	RW	CS			Blankenbergse Steenweg  362 - 368  ,8000 Brugge	Blankenbergse Steenweg  362 - 368  , 8000 Brugge , Belgium	51,2435559	3,1979386
0	Etablissements activité générale	KF365	Claes Distribution	Beverlosesteenweg  128 	3583 Paal	CS				Beverlosesteenweg  128  ,3583 Paal	Beverlosesteenweg  128  , 3583 Paal , Belgium	51,046751	5,185736
