 Section 	 Section Descr. FR	No agrément	Dénomination	street_address	city	 Catégorie 	Activité associée 	 Espèce	 Remarques 	Adresse	slugadresse	lat	lng
X	Oeufs et ovoproduits	AER/BRU/026925	POLSMAAK	Place du Droit  5 	1070 Anderlecht	PP				Place du Droit  5  ,1070 Anderlecht	Place du Droit  5  , 1070 Anderlecht , Belgium	50,8383263	4,3087873
X	Oeufs et ovoproduits	AER/BRU/027762	Quivadec	Boulevard de l'Humanité  415 	1190 Forest	PP				Boulevard de l'Humanité  415  ,1190 Forest	Boulevard de l Humanité  415  , 1190 Forest , Belgium	50,8003084	4,3047547
X	Oeufs et ovoproduits	AER/BRW/000606	Les Tartes de Chaumont-Gistoux	Chaussée de Huy  240 	1325 Chaumont-Gistoux	PP				Chaussée de Huy  240  ,1325 Chaumont-Gistoux	Chaussée de Huy  240  , 1325 Chaumont-Gistoux , Belgium	50,6833633	4,6950881
X	Oeufs et ovoproduits	AER/BRW/002528	Boulangerie Lonbois Waterloo	Drève Richelle  158 b A	1410 Waterloo	PP				Drève Richelle  158 b A ,1410 Waterloo	Drève Richelle  158 b A , 1410 Waterloo , Belgium	50,7044173	4,4168925
X	Oeufs et ovoproduits	AER/BRW/003507	DEMARET	Avenue de Merode  6 	1330 Rixensart	PP				Avenue de Merode  6  ,1330 Rixensart	Avenue de Merode  6  , 1330 Rixensart , Belgium	50,712383	4,529533
X	Oeufs et ovoproduits	AER/BRW/003710	Le Coin Gourmand	Grand'Route  67 	1435 Mont-Saint-Guibert	PP				Grand'Route  67  ,1435 Mont-Saint-Guibert	Grand Route  67  , 1435 Mont-Saint-Guibert , Belgium	50,6433912	4,6461694
X	Oeufs et ovoproduits	AER/BRW/004263	La Cantine de Géraldine	Chaussée de Wavre  362 	1390 Grez-Doiceau	PP				Chaussée de Wavre  362  ,1390 Grez-Doiceau	Chaussée de Wavre  362  , 1390 Grez-Doiceau , Belgium	50,736482	4,654676
X	Oeufs et ovoproduits	AER/BRW/004434	Brigitin SA	Rue d' Odenge  31 	1360 Orbais	PP				Rue d' Odenge  31  ,1360 Orbais	Rue d  Odenge  31  , 1360 Orbais , Belgium	50,651009	4,7692687
X	Oeufs et ovoproduits	AER/BRW/005010	Yess!Cupcakes	Chemin du Baron Le Roy  1 	1380 Lasne	PP				Chemin du Baron Le Roy  1  ,1380 Lasne	Chemin du Baron Le Roy  1  , 1380 Lasne , Belgium	50,6944215	4,4995176
X	Oeufs et ovoproduits	AER/BRW/006135	JMS²	Boulevard du Centenaire, Dion-V.  4 b A	1325 Dion-Valmont	PP				Boulevard du Centenaire, Dion-V.  4 b A ,1325 Dion-Valmont	Boulevard du Centenaire,  Dion-V.  4 b A , 1325 Dion-Valmont , Belgium	50,7052746	4,6524604
X	Oeufs et ovoproduits	AER/HAI/005529	SPRL Boulangerie Canone	Chaussée du Roeulx  118 	7060 Soignies	PP				Chaussée du Roeulx  118  ,7060 Soignies	Chaussée du Roeulx  118  , 7060 Soignies , Belgium	50,5645045	4,0742596
X	Oeufs et ovoproduits	AER/HAI/009987	BOULANGERIE ET PATISSERIE OLIVIER BROUSMICHE	Rue du Sabot(L)  26 	7870 Lens	PP				Rue du Sabot(L)  26  ,7870 Lens	Rue du Sabot  26  , 7870 Lens , Belgium	50,54467	3,905275
X	Oeufs et ovoproduits	AER/HAI/012510	FAYE	Rue des Cayats  169 	6001 Marcinelle	PP				Rue des Cayats  169  ,6001 Marcinelle	Rue des Cayats  169  , 6001 Marcinelle , Belgium	50,3929633	4,4464619
X	Oeufs et ovoproduits	AER/HAI/012697	G & M PASS	Av. des Nouvelles Technologies  47 	7080 Frameries	PP				Av. des Nouvelles Technologies  47  ,7080 Frameries	Av. des Nouvelles Technologies  47  , 7080 Frameries , Belgium	50,41887	3,9047
X	Oeufs et ovoproduits	AER/HAI/012893	VAN DER LINDEN	Houppe  43 	7880 Flobecq/Vloesberg	PP				Houppe  43  ,7880 Flobecq/Vloesberg	Houppe  43  , 7880 Flobecq/Vloesberg , Belgium	50,7713182	3,7051087
X	Oeufs et ovoproduits	AER/HAI/012970	MAISON NOIRHOMME	Rue Albert Ier(L)  86 	6220 Lambusart	PP				Rue Albert Ier(L)  86  ,6220 Lambusart	Rue Albert Ier  86  , 6220 Lambusart , Belgium	50,4654584	4,5609373
X	Oeufs et ovoproduits	AER/HAI/013625	Le Petit Boulanger	Rue du Roeulx(M)  52 	7110 Maurage	PP				Rue du Roeulx(M)  52  ,7110 Maurage	Rue du Roeulx  52  , 7110 Maurage , Belgium	50,4616145	4,0994276
X	Oeufs et ovoproduits	AER/HAI/014472	Oeufontaine	Rue Hougaerde(LEE)  21 	6142 Leernes	EPC				Rue Hougaerde(LEE)  21  ,6142 Leernes	Rue Hougaerde  21  , 6142 Leernes , Belgium	50,3946165	4,3086572
X	Oeufs et ovoproduits	AER/HAI/015779	GUY SCHOONHEYT & FILS	Place Communale(GY)  14 	6181 Gouy-lez-Piéton	PP				Place Communale(GY)  14  ,6181 Gouy-lez-Piéton	Place Communale  14  , 6181 Gouy-lez-Piéton , Belgium	50,4869981	4,32887
X	Oeufs et ovoproduits	AER/HAI/017187	LE CERF	Place de la Victoire (Bas)  1 	7971 Basècles	PP				Place de la Victoire (Bas)  1  ,7971 Basècles	Place de la Victoire   1  , 7971 Basècles , Belgium	50,528869	3,6503019
X	Oeufs et ovoproduits	AER/HAI/017891	BOULANGERIE MORTAGNE FREDERIC	Rue de la Carpe  79 	7700 Luingne	PP				Rue de la Carpe  79  ,7700 Luingne	Rue de la Carpe  79  , 7700 Luingne , Belgium	50,7409556	3,2309732
X	Oeufs et ovoproduits	AER/HAI/017988	AU PETIT FOURNIL	Rue Charles Perin (G.)  1 BI 	7011 Mons	PP				Rue Charles Perin (G.)  1 BI  ,7011 Mons	Rue Charles Perin   1 BI  , 7011 Mons , Belgium	50,4721952	3,9122137
X	Oeufs et ovoproduits	AER/HAI/018678	Delberghe, Philippe (Atelier)	Boulevard d'Herseaux(D)  131 	7711 Dottignies/Dottenijs	PP				Boulevard d'Herseaux(D)  131  ,7711 Dottignies/Dottenijs	Boulevard d Herseaux  131  , 7711 Dottignies/Dottenijs , Belgium	50,7187524	3,2785024
X	Oeufs et ovoproduits	AER/HAI/018678	DELBERGHE PHILIPPE+STEPHANE (Atelier)	Boulevard d'Herseaux(D)  131 	7711 Dottignies/Dottenijs	PP				Boulevard d'Herseaux(D)  131  ,7711 Dottignies/Dottenijs	Boulevard d Herseaux  131  , 7711 Dottignies/Dottenijs , Belgium	50,7187524	3,2785024
X	Oeufs et ovoproduits	AER/HAI/018678	Delberghe, Stéphane (Atelier)	Boulevard d'Herseaux(D)  131 	7711 Dottignies/Dottenijs	PP				Boulevard d'Herseaux(D)  131  ,7711 Dottignies/Dottenijs	Boulevard d Herseaux  131  , 7711 Dottignies/Dottenijs , Belgium	50,7187524	3,2785024
X	Oeufs et ovoproduits	AER/HAI/019569	BOULANGERIE PATISSERIE DU MOULIN	Rue Amand Dancart(GER)  12 	6280 Gerpinnes	PP				Rue Amand Dancart(GER)  12  ,6280 Gerpinnes	Rue Amand Dancart  12  , 6280 Gerpinnes , Belgium	50,335038	4,5317267
X	Oeufs et ovoproduits	AER/HAI/019599	BOULANGERIE BACKX	Vieux Moulin  48 	7890 Ellezelles	PP				Vieux Moulin  48  ,7890 Ellezelles	Vieux Moulin  48  , 7890 Ellezelles , Belgium	50,7189212	3,7223232
X	Oeufs et ovoproduits	AER/HAI/020569	OVOGENICS	Route de Wallonie (G.)  138 	7011 Ghlin	PP				Route de Wallonie (G.)  138  ,7011 Ghlin	Route de Wallonie   138  , 7011 Ghlin , Belgium	50,4780326	3,8296406
X	Oeufs et ovoproduits	AER/HAI/020702	D'Halluin, Benoit	Rue Carrière  67 	6470 Sivry-Rance	EPC				Rue Carrière  67  ,6470 Sivry-Rance	Rue Carrière  67  , 6470 Sivry-Rance , Belgium	50,1383168	4,2836386
X	Oeufs et ovoproduits	AER/HAI/021013	PASTA GIANNI	Rue de la Garenne(M)  38 	7110 La Louvière	PP				Rue de la Garenne(M)  38  ,7110 La Louvière	Rue de la Garenne  38  , 7110 La Louvière , Belgium	50,4629771	4,0961004
X	Oeufs et ovoproduits	AER/HAI/021105	VAL-ITMA Site 3	Rue Cottrel(TOU)  14 	7500 Tournai	PP	CP, MP			Rue Cottrel(TOU)  14  ,7500 Tournai	Rue Cottrel  14  , 7500 Tournai , Belgium	50,6008898	3,3838893
X	Oeufs et ovoproduits	AER/HAI/022037	Vaillant, Jacky	Rue Lecat(N)  1 	7020 Mons	PP				Rue Lecat(N)  1  ,7020 Mons	Rue Lecat  1  , 7020 Mons , Belgium	50,4745935	3,9525732
X	Oeufs et ovoproduits	AER/HAI/025503	Legros, Yves	Rue des Déportés(OL)  40 	7866 Lessines	PP				Rue des Déportés(OL)  40  ,7866 Lessines	Rue des Déportés  40  , 7866 Lessines , Belgium	50,684181	3,8625323
X	Oeufs et ovoproduits	AER/HAI/026692	DOLCISSIMO	Rue Alfred Defuisseaux(PER)  29 	7134 Binche	PP				Rue Alfred Defuisseaux(PER)  29  ,7134 Binche	Rue Alfred Defuisseaux  29  , 7134 Binche , Belgium	50,43341	4,1905704
X	Oeufs et ovoproduits	AER/HAI/027289	LUST VINCENT	Rue du Bas Sart(GOU)  SN 	6280 Gerpinnes	EPC				Rue du Bas Sart(GOU)  SN  ,6280 Gerpinnes	Rue du Bas Sart  SN  , 6280 Gerpinnes , Belgium	50,3703419	4,5842401
X	Oeufs et ovoproduits	AER/LIE/002418	SCRL JEAN-LOUIS SPITS	Rue du Couvent  80 	4020 Jupille-sur-Meuse	PP				Rue du Couvent  80  ,4020 Jupille-sur-Meuse	Rue du Couvent  80  , 4020 Jupille-sur-Meuse , Belgium	50,6424566	5,644
X	Oeufs et ovoproduits	AER/LIE/002786	HALLEUX Patrick	Rue de Battice  81 	4880 Aubel	PP				Rue de Battice  81  ,4880 Aubel	Rue de Battice  81  , 4880 Aubel , Belgium	50,683698	5,8520275
X	Oeufs et ovoproduits	AER/LIE/003358	HALMES AG	Zur Domäne  49 	4750 Bütgenbach/Butgenbach	PP				Zur Domäne  49  ,4750 Bütgenbach/Butgenbach	Zur Domäne  49  , 4750 Bütgenbach/Butgenbach , Belgium	50,4110546	6,2260657
X	Oeufs et ovoproduits	AER/LIE/004151	FONK'S BACKWAREN	Talstrasse  10 	4780 Sankt Vith	PP				Talstrasse  10  ,4780 Sankt Vith	Talstrasse  10  , 4780 Sankt Vith , Belgium	50,2855087	6,1251832
X	Oeufs et ovoproduits	AER/LIE/004412	MATAGNE Thierry	Rue Guillaume Boline  24 	4260 Braives	PP				Rue Guillaume Boline  24  ,4260 Braives	Rue Guillaume Boline  24  , 4260 Braives , Belgium	50,6111734	5,177235
X	Oeufs et ovoproduits	AER/LIE/006342	FCC sprl	Place Reine-Astrid  1 	4000 Liège	PP				Place Reine-Astrid  1  ,4000 Liège	Place Reine-Astrid  1  , 4000 Liège , Belgium	50,6761047	5,5464908
X	Oeufs et ovoproduits	AER/LIE/007224	JAMART Emerson	Rue des Priesses  105 	4400 Flémalle	EPC				Rue des Priesses  105  ,4400 Flémalle	Rue des Priesses  105  , 4400 Flémalle , Belgium	50,615585	5,4643248
X	Oeufs et ovoproduits	AER/LIE/008248	Le Pont	Rue Joseph Potier  11 	4140 Sprimont	PP				Rue Joseph Potier  11  ,4140 Sprimont	Rue Joseph Potier  11  , 4140 Sprimont , Belgium	50,5060906	5,6643504
X	Oeufs et ovoproduits	AER/LIE/011404	OTTEN	Rue Gustave Demoulin  11 	4850 Montzen	PP				Rue Gustave Demoulin  11  ,4850 Montzen	Rue Gustave Demoulin  11  , 4850 Montzen , Belgium	50,7082239	5,963799
X	Oeufs et ovoproduits	AER/LIE/012027	GILFI	Rue Crufer  7 	4970 Stavelot	PP	CC, PP			Rue Crufer  7  ,4970 Stavelot	Rue Crufer  7  , 4970 Stavelot , Belgium	50,4697797	5,9593288
X	Oeufs et ovoproduits	AER/LIE/012421	 AVIGAUF HBL	Rue d'Elvaux,Battice  101 	4651 Battice	PP				Rue d'Elvaux,Battice  101  ,4651 Battice	Rue d Elvaux, Battice  101  , 4651 Battice , Belgium	50,6308075	5,8014627
X	Oeufs et ovoproduits	AER/LIE/012543	DENIS BALTUS	Rue de Kierberg  23 	4880 Aubel	EPC	PP			Rue de Kierberg  23  ,4880 Aubel	Rue de Kierberg  23  , 4880 Aubel , Belgium	50,6999234	5,8626237
X	Oeufs et ovoproduits	AER/LIE/013108	BACKEREI - KONDITOREI - KOCKARTZ	Kirchstrasse  123 	4730 Raeren	PP				Kirchstrasse  123  ,4730 Raeren	Kirchstrasse  123  , 4730 Raeren , Belgium	50,709449	6,0697625
X	Oeufs et ovoproduits	AER/LIE/014143	Boulangerie Patrick  ARTS	Rue Louis Pasteur  27 	4630 Soumagne	PP				Rue Louis Pasteur  27  ,4630 Soumagne	Rue Louis Pasteur  27  , 4630 Soumagne , Belgium	50,6333791	5,7337119
X	Oeufs et ovoproduits	AER/LIE/014277	SAN PETRUS	Route de Namur (MOX)  118 	4280 Hannut	PP				Route de Namur (MOX)  118  ,4280 Hannut	Route de Namur   118  , 4280 Hannut , Belgium	50,6329284	5,0828891
X	Oeufs et ovoproduits	AER/LIE/014575	LE FOURNIL DE MICHEL	Sart d'Avette  15 	4400 Flémalle	PP				Sart d'Avette  15  ,4400 Flémalle	Sart d Avette  15  , 4400 Flémalle , Belgium	50,5998996	5,4115792
X	Oeufs et ovoproduits	AER/LIE/016314	FERME DES COUDRIERS	Warrimont,Charneux  166 	4654 Charneux	EPC				Warrimont,Charneux  166  ,4654 Charneux	Warrimont, Charneux  166  , 4654 Charneux , Belgium	50,6606524	5,8066526
X	Oeufs et ovoproduits	AER/LIE/016831	BACKEREI HEINEN	Marktplatz  15 	4750 Bütgenbach/Butgenbach	PP				Marktplatz  15  ,4750 Bütgenbach/Butgenbach	Marktplatz  15  , 4750 Bütgenbach/Butgenbach , Belgium	50,4274894	6,2049416
X	Oeufs et ovoproduits	AER/LIE/016837	M.A.C.A	Avenue Reine Astrid  55 	4680 Oupeye	PP				Avenue Reine Astrid  55  ,4680 Oupeye	Avenue Reine Astrid  55  , 4680 Oupeye , Belgium	50,7094736	5,639033
X	Oeufs et ovoproduits	AER/LIE/017862	PATISSERIE JEANPIERRE	Rue de Herve,Battice  42 	4651 Herve	PP				Rue de Herve,Battice  42  ,4651 Herve	Rue de Herve, Battice  42  , 4651 Herve , Belgium	50,6476505	5,8177276
X	Oeufs et ovoproduits	AER/LIE/017940	L'ALLIANCE DU PAIN	Rue de Plainevaux  176 	4100 Seraing	PP				Rue de Plainevaux  176  ,4100 Seraing	Rue de Plainevaux  176  , 4100 Seraing , Belgium	50,5811037	5,5069749
X	Oeufs et ovoproduits	AER/LIE/017969	LES GALETTES D' AUBEL	Rue des Bocages  29/35 	4880 Aubel	PP				Rue des Bocages  29/35  ,4880 Aubel	Rue des Bocages  29/35  , 4880 Aubel , Belgium	50,6986221	5,8468231
X	Oeufs et ovoproduits	AER/LIE/018361	LE PAIN QUI CRAQUE	Rue du Parc  18 b D	4432 Ans	PP				Rue du Parc  18 b D ,4432 Ans	Rue du Parc  18 b D , 4432 Ans , Belgium	50,6792756	5,5253615
X	Oeufs et ovoproduits	AER/LIE/018754	HENRARD Marie	Tièr Laurent  46 	4560 Clavier	PP				Tièr Laurent  46  ,4560 Clavier	Tièr Laurent  46  , 4560 Clavier , Belgium	50,3866651	5,3092543
X	Oeufs et ovoproduits	AER/LIE/019206	RECHTER BACKSTUBE	Zur Kaiserbaracke,Recht  25 	4780 Sankt Vith/Saint-Vith	PP				Zur Kaiserbaracke,Recht  25  ,4780 Sankt Vith/Saint-Vith	Zur Kaiserbaracke, Recht  25  , 4780 Sankt Vith/Saint-Vith , Belgium	50,3391747	6,0564755
X	Oeufs et ovoproduits	AER/LIE/019329	ASS DE FAIT DAENEN GHISLAIN-LAURENT LILIANE	Rue des Jacques  14 	4360 Oreye	PP				Rue des Jacques  14  ,4360 Oreye	Rue des Jacques  14  , 4360 Oreye , Belgium	50,7165647	5,3230222
X	Oeufs et ovoproduits	AER/LIE/019329	DAENEN GHISLAIN	Rue des Jacques  14 	4360 Oreye	PP				Rue des Jacques  14  ,4360 Oreye	Rue des Jacques  14  , 4360 Oreye , Belgium	50,7165647	5,3230222
X	Oeufs et ovoproduits	AER/LIE/019329	GOURMANDISE GLACEE	Rue des Jacques  14 	4360 Oreye	PP				Rue des Jacques  14  ,4360 Oreye	Rue des Jacques  14  , 4360 Oreye , Belgium	50,7165647	5,3230222
X	Oeufs et ovoproduits	AER/LIE/019474	BOULANGERIE BENOIT SEGONDS	Rue de la Cale Sèche  43 	4684 Oupeye	PP				Rue de la Cale Sèche  43  ,4684 Oupeye	Rue de la Cale Sèche  43  , 4684 Oupeye , Belgium	50,7279603	5,6725003
X	Oeufs et ovoproduits	AER/LIE/019495	Bäckerei LENTZEN PGmbH	Espeler  49 	4791 Burg-Reuland	PP				Espeler  49  ,4791 Burg-Reuland	Espeler  49  , 4791 Burg-Reuland , Belgium	50,2018587	6,0533584
X	Oeufs et ovoproduits	AER/LIE/019593	BOULANGERIE - PATISSERIE FABRY	Rue Grand-Vinâve,Charneux  7 	4654 Charneux	PP				Rue Grand-Vinâve,Charneux  7  ,4654 Charneux	Rue Grand-Vinâve, Charneux  7  , 4654 Charneux , Belgium	50,669264	5,805795
X	Oeufs et ovoproduits	AER/LIE/021036	GAUFRES GABYSA	Rue des Alouettes  81 	4042 Herstal	PP				Rue des Alouettes  81  ,4042 Herstal	Rue des Alouettes  81  , 4042 Herstal , Belgium	50,6913745	5,5810538
X	Oeufs et ovoproduits	AER/LIE/021708	REMACLE BOULANGERIE	Rue des Trois Entités  2 	4890 Thimister-Clermont	PP				Rue des Trois Entités  2  ,4890 Thimister-Clermont	Rue des Trois Entités  2  , 4890 Thimister-Clermont , Belgium	50,6362438	5,8857598
X	Oeufs et ovoproduits	AER/LIE/022598	DU GRAND HÛ	Rue des Artisans  16 	4877 Olne	EPC				Rue des Artisans  16  ,4877 Olne	Rue des Artisans  16  , 4877 Olne , Belgium	50,6052497	5,7168503
X	Oeufs et ovoproduits	AER/LIE/022798	LA BOULE DE NEIGE	Rue Camille Lecrenier(Herm)  53 	4480 Engis	PP				Rue Camille Lecrenier(Herm)  53  ,4480 Engis	Rue Camille Lecrenier  53  , 4480 Engis , Belgium	50,5623312	5,3693341
X	Oeufs et ovoproduits	AER/LIE/023108	DARCIS CHOCOLAT ET PATISSERIE	Esplanade de la Grâce  1 	4800 Verviers	PP				Esplanade de la Grâce  1  ,4800 Verviers	Esplanade de la Grâce  1  , 4800 Verviers , Belgium	50,5908054	5,8487337
X	Oeufs et ovoproduits	AER/LIE/024852	Le Pain Se Sent Rire	Rue des Francs Arquebusiers(VIS)  2 	4600 Visé	PP				Rue des Francs Arquebusiers(VIS)  2  ,4600 Visé	Rue des Francs Arquebusiers  2  , 4600 Visé , Belgium	50,7380643	5,6938362
X	Oeufs et ovoproduits	AER/LIM/001410	K.E.P.	M. Scheperslaan  32 A 	3550 Heusden-Zolder	EPC				M. Scheperslaan  32 A  ,3550 Heusden-Zolder	M. Scheperslaan  32 A  , 3550 Heusden-Zolder , Belgium	51,0270336	5,3317429
X	Oeufs et ovoproduits	AER/LIM/002774	BOLDERHOF BVBA	Industrieweg-Zuid  1332 	3520 Zonhoven	EPC				Industrieweg-Zuid  1332  ,3520 Zonhoven	Industrieweg-Zuid  1332  , 3520 Zonhoven , Belgium	51,000006	5,385424
X	Oeufs et ovoproduits	AER/LIM/007692	JANSSEN	Maastrichtersteenweg  104 	3680 Maaseik	EPC				Maastrichtersteenweg  104  ,3680 Maaseik	Maastrichtersteenweg  104  , 3680 Maaseik , Belgium	51,090263	5,76983
X	Oeufs et ovoproduits	AER/LIM/009761	Wafelbakkerij Vanuytrecht	Steenweg  3 b 706	3540 Herk-de-Stad	PP				Steenweg  3 b 706 ,3540 Herk-de-Stad	Steenweg  3 b 706 , 3540 Herk-de-Stad , Belgium	50,9491818	5,2157258
X	Oeufs et ovoproduits	AER/LIM/009852	Bakker Baeten	Neeroeterenstraat  2 	3680 Maaseik	PP				Neeroeterenstraat  2  ,3680 Maaseik	Neeroeterenstraat  2  , 3680 Maaseik , Belgium	51,0694314	5,6553317
X	Oeufs et ovoproduits	AER/LIM/009919	ST.-MARTINUS	Maastrichterstraat  385 	3740 Bilzen	PP				Maastrichterstraat  385  ,3740 Bilzen	Maastrichterstraat  385  , 3740 Bilzen , Belgium	50,8610711	5,5819966
X	Oeufs et ovoproduits	AER/LIM/009924	Gielen, Ronny	Kiëstraat  12 	3670 Meeuwen-Gruitrode	PP				Kiëstraat  12  ,3670 Meeuwen-Gruitrode	Kiëstraat  12  , 3670 Meeuwen-Gruitrode , Belgium	51,0959322	5,5225045
X	Oeufs et ovoproduits	AER/LIM/009956	PATISSERIE PAULI	Groenstraat  48 	3730 Hoeselt	PP				Groenstraat  48  ,3730 Hoeselt	Groenstraat  48  , 3730 Hoeselt , Belgium	50,8640504	5,4791929
X	Oeufs et ovoproduits	AER/LIM/012923	EIERHANDEL KUMPEN E	Industrieweg  1114 	3540 Herk-de-Stad	EPC				Industrieweg  1114  ,3540 Herk-de-Stad	Industrieweg  1114  , 3540 Herk-de-Stad , Belgium	50,9481967	5,1668073
X	Oeufs et ovoproduits	AER/LIM/013230	VANLEEUW & CO	Lichtenberglaan  2016 	3800 Sint-Truiden	PP				Lichtenberglaan  2016  ,3800 Sint-Truiden	Lichtenberglaan  2016  , 3800 Sint-Truiden , Belgium	50,8031975	5,199216
X	Oeufs et ovoproduits	AER/LIM/015733	De Keukenkoets	Halmaal-Dorp  78 	3800 Sint-Truiden	PP				Halmaal-Dorp  78  ,3800 Sint-Truiden	Halmaal-Dorp  78  , 3800 Sint-Truiden , Belgium	50,800407	5,1503258
X	Oeufs et ovoproduits	AER/LIM/015949	Bakkerij Kenis	Gruitroderbaan  1 	3670 Meeuwen-Gruitrode	PP				Gruitroderbaan  1  ,3670 Meeuwen-Gruitrode	Gruitroderbaan  1  , 3670 Meeuwen-Gruitrode , Belgium	51,0998005	5,5270732
X	Oeufs et ovoproduits	AER/LIM/016055	Senden Eieren	Spreeuwerstraat  40 	3680 Maaseik	EPC				Spreeuwerstraat  40  ,3680 Maaseik	Spreeuwerstraat  40  , 3680 Maaseik , Belgium	51,0969733	5,6647389
X	Oeufs et ovoproduits	AER/LIM/016269	Euro Ei	Industrieweg (H)  120 	3980 Tessenderlo	EPC	PP			Industrieweg (H)  120  ,3980 Tessenderlo	Industrieweg   120  , 3980 Tessenderlo , Belgium	51,0615678	5,1543963
X	Oeufs et ovoproduits	AER/LIM/016270	B.C.S.	Lochtemanweg  2 	3580 Beringen	PP				Lochtemanweg  2  ,3580 Beringen	Lochtemanweg  2  , 3580 Beringen , Belgium	51,0367579	5,2256725
X	Oeufs et ovoproduits	AER/LIM/017865	Bakkerij Wiame	Fabriekstraat  36 	3800 Sint-Truiden	PP				Fabriekstraat  36  ,3800 Sint-Truiden	Fabriekstraat  36  , 3800 Sint-Truiden , Belgium	50,8169363	5,1713572
X	Oeufs et ovoproduits	AER/LIM/018270	Bijnens Raoul Kroketten	Bergbeemdstraat  68 	3600 Genk	PP				Bergbeemdstraat  68  ,3600 Genk	Bergbeemdstraat  68  , 3600 Genk , Belgium	50,9868692	5,5048486
X	Oeufs et ovoproduits	AER/LUX/000905	Hyeulle - Diels	A La Fache - RACHECOURT  SN 	6792 Aubange	EPC				A La Fache - RACHECOURT  SN  ,6792 Aubange	A La Fache - RACHECOURT  SN  , 6792 Aubange , Belgium	49,5983709	5,7265971
X	Oeufs et ovoproduits	AER/LUX/002728	BOULANGERIE DELHAYE	Marche,Boucle de la Famenne  12 	6900 Marche-en-Famenne	PP				Marche,Boucle de la Famenne  12  ,6900 Marche-en-Famenne	Marche, Boucle de la Famenne  12  , 6900 Marche-en-Famenne , Belgium	50,2427061	5,34079
X	Oeufs et ovoproduits	AER/LUX/003130	GOEBELS Benoit et Gillebert Caroline	Chaussée de Florenville,MONTPL  11 	6840 Neufchâteau	EPC	CC, PP			Chaussée de Florenville,MONTPL  11  ,6840 Neufchâteau	Chaussée de Florenville, MONTPL  11  , 6840 Neufchâteau , Belgium	49,8119122	5,4036764
X	Oeufs et ovoproduits	AER/LUX/003137	Joris, Richard	Rondu  12 	6800 Libramont-Chevigny	EPC				Rondu  12  ,6800 Libramont-Chevigny	Rondu  12  , 6800 Libramont-Chevigny , Belgium	49,9587475	5,5076051
X	Oeufs et ovoproduits	AER/LUX/005582	DELIEGE VINCENT	Bois Gérard  5 	6941 Durbuy	EPC				Bois Gérard  5  ,6941 Durbuy	Bois Gérard  5  , 6941 Durbuy , Belgium	50,3349678	5,5773631
X	Oeufs et ovoproduits	AER/LUX/006489	Ska Michel Jean-Louis	Rue de-Gerlache, Gomery  59 	6760 Virton	EPC				Rue de-Gerlache, Gomery  59  ,6760 Virton	Rue de-Gerlache,  Gomery  59  , 6760 Virton , Belgium	49,5641184	5,6102082
X	Oeufs et ovoproduits	AER/NAM/001221	Boulangerie Martin D.	Rue du Centre  11 	5555 Bièvre	PP				Rue du Centre  11  ,5555 Bièvre	Rue du Centre  11  , 5555 Bièvre , Belgium	49,941534	5,0188103
X	Oeufs et ovoproduits	AER/NAM/005295	LE PAIN D'ANTAN	Chaussée de Namur, Lonzée  142 	5030 Gembloux	PP				Chaussée de Namur, Lonzée  142  ,5030 Gembloux	Chaussée de Namur,  Lonzée  142  , 5030 Gembloux , Belgium	50,552501	4,708681
X	Oeufs et ovoproduits	AER/NAM/005868	LA CENSIERE	Rue Martin-Sandron  152A 	5680 Doische	EPC				Rue Martin-Sandron  152A  ,5680 Doische	Rue Martin-Sandron  152A  , 5680 Doische , Belgium	50,1355687	4,7401608
X	Oeufs et ovoproduits	AER/NAM/005877	Carrément Bon	Chaussée de Louvain(BU)  382 	5004 Bouge	PP				Chaussée de Louvain(BU)  382  ,5004 Bouge	Chaussée de Louvain  382  , 5004 Bouge , Belgium	50,4806379	4,8823243
X	Oeufs et ovoproduits	AER/NAM/006787	Flaba, Michel	Rue François-Dache, Floriffoux  16 	5150 Floreffe	PP				Rue François-Dache, Floriffoux  16  ,5150 Floreffe	Rue François-Dache,  Floriffoux  16  , 5150 Floreffe , Belgium	50,4572292	4,7642251
X	Oeufs et ovoproduits	AER/NAM/006948	Le Mil'Pât	Rue Bajart Binamé(B.V.)  16A 	5170 Bois-de-Villers	PP				Rue Bajart Binamé(B.V.)  16A  ,5170 Bois-de-Villers	Rue Bajart Binamé  16A  , 5170 Bois-de-Villers , Belgium	50,395071	4,8290691
X	Oeufs et ovoproduits	AER/NAM/007688	Flamend Jean-Philippe	Rue de Roissia  7 	5310 Eghezée	EPC				Rue de Roissia  7  ,5310 Eghezée	Rue de Roissia  7  , 5310 Eghezée , Belgium	50,5677271	4,9235873
X	Oeufs et ovoproduits	AER/NAM/007925	SOCIETE AGRICOLE DE LA FLAMINETTE-LEBOUTTE	Rue Flaminette(MA)  5 	5374 Havelange	EPC				Rue Flaminette(MA)  5  ,5374 Havelange	Rue Flaminette  5  , 5374 Havelange , Belgium	50,3543434	5,3107416
X	Oeufs et ovoproduits	AER/NAM/008810	Pirard	Rue du Pont,Godinne  58 	5530 Yvoir	PP				Rue du Pont,Godinne  58  ,5530 Yvoir	Rue du Pont, Godinne  58  , 5530 Yvoir , Belgium	50,3493783	4,8628738
