Nº RGSEAA; Razón Social;Provincia/Localidad;lat;lng;Actividades;Especies;Otros Detalles
10.07616/B;SPEED & EFFICIENCY SL;Barcelona/MOLINS DE REI;41.4138087;2.0159626;CP, MM, MP;;
10.07620/V;JAMONES DE BODEGA REAL, S.L.;Valencia/València/REAL;38.9482364;-0.1915574;PP;;MP
10.07623/LE;REMIGIO GARCIA CARPINTERO;León/POLA DE GORDON (LA);42.854779;-5.672963;SH, CP;P, B, C, O, S;
10.07626/GE;CARNIQUES EL JUNQUE SL;Girona/PLANES D'HOSTOLES (LES);42.0616471;2.5601632;RW, CP;;MP
10.07628/GR;JAMONES DE GALERA S.L.;Granada/GALERA;37.7437006;-2.5498176;PP;;MP
10.07630/SO;SAMPEDRANO S.A.;Soria/YANGUAS;42.1009867;-2.338373;PP;;MP
10.07633/L;CARNICAS J. UNGRIA SL;Lleida/LLEIDA;41.6147605;0.6267842;CS, CP, MM, MP, PP;;MP
10.07635/B;CAHE SA;Barcelona/SANTA COLOMA DE GRAMENET;41.6110502;2.1374456;RW;;MP
10.07637/B;COPORC SA;Barcelona/CASTELLET I LA GORNAL;41.2690024;1.6571887381;CP, MM, MP, PP;;MP
10.07638/B;SADICARN SL;Barcelona/MANRESA;41.7291194;1.8283711;CS, CP, PP;;MP
10.07639/B;SEGELL D'OR SL;Barcelona/CASTELLAR DEL VALLES;41.6138122;2.0875963;MM, MP, PP;;MP
10.07640/V;EMBUTIDOS TORIBIO, S.L.;Valencia/València/XIRIVELLA;39.4713561;-0.4121494;RW, MM, MP, PP;;MP
10.07641/V;CODORSAN, S.A.;Valencia/València/SAN ANTONIO;39.52141435;-1.1528204946;RW, MM, MP, PP;;
10.07642/BA;CLAJESA IBERICA S.L.;Badajoz/MONESTERIO;38.0881974;-6.2726747;SH, CP;P;
10.07644/P;SELECTOS DE CASTILLA, S. A.;Palencia/VILLAMARTIN DE CAMPOS;42.0163797;-4.6630388;SH, CP, PP;A;MP
10.07650/SA;CARNICAS MARIBEL S.A..;Salamanca/CASTELLANOS DE MORISCOS;41.018499;-5.5901998;PP;;MP
10.07654/LE;CARNICAS VILLANUEVA S.L.;León/VILLANUEVA DE CARRIZO;42.580264;-5.816687;RW, PP;;MP
10.07656/SA;CARNICAS MARIBEL, S. A.;Salamanca/CASTELLANOS DE MORISCOS;41.018499;-5.5901998;PP;;MP
10.07657/BA;RODRIGUEZ FERNANDEZ, PRUDENCIO;Badajoz/ZALAMEA DE LA SERENA;38.6495978;-5.6592697;CP, MM, MP, PP;;MP
10.07660/CO;CARNES Y EMBUTIDOS HERMANOS MENDEZ S.L.;Córdoba/ESPEJO;37.678932;-4.5537827;CP, PP;;MP
10.07665/CR;SANCHEZ DE LA MORENA HIDALGO, CESAR;Ciudad Real/PEDRO MUÑOZ;39.4060954;-2.9474164;PP;;MP
10.07667/B;CASA MIRO S.L.;Barcelona/MATARO;41.5398408;2.4448953;CS, CP, MM, MP, PP;;BL, MP, ST
10.07669/H;MONTESIERRA S.A.;Huelva/JABUGO;37.9167323;-6.7285322;CS, PP;;MP
10.07670/O;FABRICA DE EMBUTIDOS EL CARES, CB;Asturias/TRESCARES;43.3179028;-4.7084368;MM, MP, PP;;MP
10.07672/AV;RAMON CARO, S. L.;Ávila/PAJARES DE ADAJA;40.9237685;-4.6399321;MM, MP, PP;;MP
10.07673/LU;SIXTO LORENZO HERMELINO JAVIER;Lugo/VALADOURO (O);43.4704681;-7.5486155;PP;;MP
10.07674/SE;EMBUTIDOS JABUGO S.A.;Sevilla/ALCALA DE GUADAIRA;37.3397709;-5.8408396;CP, MM, MP, PP;;MP
10.07675/O;EMBUTIDOS GARCIA GOMEZ, SL;Asturias/CASTRILLON;43.5462542;-5.9928293435;CP, MM, MP, PP;;MP
10.07676/OR;XAMONS XAVIER MARTINEZ, S.L.;Ourense/MERCA (A);42.222633;-7.9049545;RW, PP;;MP
10.07678/BA;HERMANOS ESQUIVEL C.B.;Badajoz/AZUAGA;38.2592098;-5.676859;CP, PP;;MP
10.07683/LE;C.B. FERJU;León/POBLADURA DE PELAYO GARCIA;42.306;-5.6851992;PP;;MP
10.07684/AB;CUERDA RUIZ, MARCELINO;Albacete/ALBACETE;38.9951049;-1.8559613;MM, MP, PP;;MP
10.07685/SA;JAMONES IBERICOS BLAZQUEZ S.L.;Salamanca/GUIJUELO;40.5575663;-5.6715735;CS, CP, PP;;MP
10.07688/TE;S.A.T. 6997 - SOINCAR;Teruel/MONROYO;40.7879934;-0.0325355;PP;;MP
10.07689/OR;EMBUTIDOS ARTESANOS DE GALICIA â€œA LAREIRA,S.L;Ourense/GUDIÑA (A);42.0736215;-7.1834555;RW, CP, PP;;BL, MP
10.07692/VA;ENRIQUE VILLARROEL S.A.;Valladolid/VALLADOLID;41.6521328;-4.728562;CS, RW;;ST
10.07694/SG;VALENTINA GOMEZ E HIJOS, S.L.;Segovia/CANTIMPALOS;41.0749779;-4.157959;PP;;MP
10.07696/M;EMBUTIDOS AGUILERA, S.A.;Madrid/LEGANES;40.3281942;-3.76527;MM, MP, PP;;MP
10.07701/LO;MARIA ROSANA LUMBRERAS PASTOR;Rioja, La/LARDERO;42.4276847;-2.4627452;PP;;MP
10.07702/CS;AYUNTAMIENTO DE VISTABELLA DEL MAESTRAZGO;Castellón/Castelló/VISTABELLA DEL MAESTRAZGO;40.2940109;-0.2925399;SH;C, O;
10.07707/BA;HOLGUIN IZQUIERDO, VICENTE;Badajoz/CASTUERA;38.7203084;-5.5462917;PP;;MP
10.07711/B;COMERCIAL AVICOLA CAN MARESMA SL;Barcelona/ARENYS DE MAR;41.5797031;2.5491562;CP;;
10.07714/BA;EL COTO DE GALAN S.A.;Badajoz/CASTUERA;38.7203084;-5.5462917;CP, PP;;MP
10.07717/SG;CARNICAS BERMEJO SANCHEZ, S. A.;Segovia/TUREGANO;41.1559563;-4.0060215;SH;P;
10.07718/V;DOLZ ESPAÑA, S.L.;Valencia/València/ALGEMESI;39.1907907;-0.4357532;SH, CP;A;
10.07726/NA;KATEALDE ARTESANOS, S.L.;Navarra/ALTSASU/ALSASUA;42.91056415;-2.1791552521;SH, CP, PP;A;MP
10.07732/M;LA CASA DE LA CARNE S.A.;Madrid/GETAFE;40.3081807;-3.7302679;SH;P, B, C, O;
10.07734/B;FRANCESC SUBIRA I CIA SRC;Barcelona/SANT CELONI;41.9001033;2.2831232;MM, MP, PP;;MP
10.07737/V;C.B. TRIPAS HERMANOS COSIN;Valencia/València/RIBA-ROJA DE TURIA;39.5470965;-0.5666381;PP;;ST
10.07739/SE;D'CABO CHICHARRONES S.L.;Sevilla/SEVILLA;37.3886303;-5.9953171;CP;;
10.07741/NA;CARNICAS KIKO, S.A.L.;Navarra/ORKOIEN;42.82612875;-1.7066721565;CP, MM, MP, PP;;MP
10.07750/NA;EMBUTIDOS SAN JORGE, S.L.;Navarra/BERRIOZAR;42.83565;-1.6745719;CP, PP;;MP
10.07753/T;ESPINOSA VALERA, ANTONIO;Tarragona/TARRAGONA;41.1172364;1.2546057;CS;;
10.07759/TO;CARNES DE CAZA NAVEHERMOSA, S.L.;Toledo/NAVAHERMOSA;39.6334281;-4.4691896;CP, GHE, PP;wL, wA, wU, wG;MP
10.07764/SA;CARNICAS GOMEZ DEL AGUILA, S. L.;Salamanca/ALDEAVIEJA DE TORMES;40.5831764;-5.6163061;RW, PP;;MP
10.07765/BU;CAMPOFRIO FOOD GROUP, S. A.;Burgos/BURGOS;42.343926;-3.696977;RW, MM, MP, PP;;MP
10.07769/CR;INDUSTRIA GARCIA VELA, S.A.;Ciudad Real/ALCAZAR DE SAN JUAN;39.3899806;-3.2101376;CS;;
10.07771/A;FRIESA, S.L.;Alicante/Alacant/ALCOY/ALCOI;38.2649269;-0.6742097;RW, CP, MM, MP;;
10.07774/BA;TORRES DEL BRIZ SOCIEDAD COOPERATIVA LIMITADA;Badajoz/ALMENDRALEJO;38.6846791;-6.4067802;PP;;MP
10.07776/CO;EMBUTIDOS CASTRO YEPES S.L.;Córdoba/ESPEJO;37.678932;-4.5537827;CP, MM, MP, PP;;MP
10.07777/M;SUMINISTROS CARNICOS COELLO, S,L.;Madrid/ALCORCON;40.3467624;-3.8286316;CP;;
10.07781/SG;C. B. EMBUTIDOS Y JAMONES JUANITO;Segovia/HONTALBILLA;41.3467279;-4.1193875;PP;;MP
10.07782/TF;VALENTIN PEÑA CARTAYA S.L.;Santa Cruz de Tenerife/TACORONTE;28.4805316;-16.4137605;SH, CP;A;
10.07786/P;INDUSTRIAS CARNICAS SANTA MARINA, S. L.;Palencia/PALENCIA;42.0108141;-4.5327853;CS, CP, MM, MP, PP;;MP
10.07789/HU;AYUNTAMIENTO DE SABIÑANIGO;Huesca/SABIÑANIGO;42.5185826;-0.3643361;SH;P, B, C, O, S;
10.07792/M;MATADERO MADRID-NORTE S.A.;Madrid/SAN AGUSTIN DEL GUADALIX;40.679051;-3.6166004;CS, SH;R, P, B;
10.07797/MA;JAMONES ALAMEDA S.L.;Málaga/ALAMEDA;37.2084981;-4.6606136;RW, PP;;MP
10.07798/AL;JAMONES Y EMBUTIDOS TORRENTE S.L.;Almería/MARIA;37.7316093;-2.1643052;CP, PP;;MP
10.07801/SA;CARNICAS IBERICAS MOZARBEZ S.L.;Salamanca/MOZARBEZ;40.8563307;-5.6513631;CS, PP;;MP
10.07802/V;HIPERCARNE LEVANTE S.L.;Valencia/València/DAIMUS;38.9695804;-0.1550808;CS, CP, MM, MP;;
10.07805/L;EMBOTITS I CANSALADERIA CAL ESMET SL;Lleida/ALBESA;41.7513409;0.6591801;CP, MM, MP, PP;;MP
10.07806/M;DISPORAVE S.L.U.;Madrid/ALCORCON;40.3467624;-3.8286316;CS;;
10.07807/MA;TORNAY GIL, VICTOR;Málaga/MONTEJAQUE;36.7373779;-5.2499702;PP;;MP
10.07810/TO;EUROCENTRO DE CARNES, S.A.;Toledo/PUEBLA DE MONTALBAN (LA);39.8644503;-4.3592794;SH, CP;P;
10.07812/BA;EMBUTIDOS HERMANOS PALACIOS MILANS S.L.;Badajoz/CASAS DE REINA;38.2018799;-5.9700151;PP;;MP
10.07813/GE;ANEC DELS PIRINEUS SL;Girona/BESCANO;41.9670349;2.7389937;CP, MM, MP, PP;;MP
10.07814/L;FONCARN FONDARELLA SL;Lleida/FONDARELLA;41.6342812;0.8739685;CS, CP, MM, MP;;
10.07816/BU;AUGUSTO RODRIGO PEREZ;Burgos/VILLALBILLA DE BURGOS;42.3470908;-3.7796129;PP;;MP
10.07817/SO;FRANCISCO ORTEGA JIMENEZ S.L.;Soria/TERA;41.9427543;-2.5754236;MM, MP, PP;;MP
10.07818/ZA;EMBUTIDOS ZAPATERO RAMOS, S. A.;Zamora/SAN PEDRO DE LA VIÑA;42.0982283;-6.0181508;CP, PP;;MP
10.07833/O;REPRESENTACIONES TASA SL;Asturias/NOREÑA;43.3940155;-5.706712;CS, CP;;
10.07839/LE;C. B. MORCILLAS VILLAMOROS;León/VILLAMOROS DE LAS REGUERAS;42.6204104;-5.5353061;PP;;MP
10.07844/TO;DE LA PEÑA CRESPO, JUANA MARIA;Toledo/ALCABON;40.0037832;-4.3687968;PP;;MP
10.07849/SO;MANUEL MOLINA JIMENEZ;Soria/ALDEHUELA DEL RINCON;41.9242118;-2.5827821;PP;;MP
10.07850/SA;C. B. MIGUEL BULLON RODRIGUEZ;Salamanca/GUIJUELO;40.5575663;-5.6715735;PP;;MP
10.07853/TO;SERMASA, S.A.;Toledo/PUEBLA DE MONTALBAN (LA);39.8644503;-4.3592794;PP;;ST
10.07873/CU;CARNICAS DEL GUADAZAON, S.L.;Cuenca/CARBONERAS DE GUADAZAON;39.8961369;-1.8100588;MM, MP, PP;;MP
10.07875/Z;MONTFOIX, S.L.;Zaragoza/CADRETE;41.5556662;-0.9611928;MM, MP, PP;;MP
10.07876/MU;EMBUTIDOS PEDRO Y CATI, S.L.;Murcia/PURIAS;37.5329276;-1.6260351;PP;;MP
10.07879/V;EXCLUSIVAS GARCIA DE LEONARDO, S.L.;Valencia/València/SAN ANTONIO;39.52141435;-1.1528204946;RW, PP;;MP
10.07882/J;NAVARRO MUNUERA, JOSE;Jaén/PEAL DE BECERRO;37.9121397;-3.1240597;PP;;MP
10.07884/LO;SOLE Y GOITA RIOJA S.L.;Rioja, La/LARDERO;42.4276847;-2.4627452;CP;;
10.07885/SA;EMBUTIDOS Y JAMONES ALTA SIERRA, S. L.;Salamanca/GUIJUELO;40.5575663;-5.6715735;CP, PP;;MP
10.07890/ZA;MATELLAN HERMANOS, S. L.;Zamora/RABANALES;41.7426643;-6.2766869;CP, PP;;MP
10.07894/CA;RIVERIEGO LUGO, JOSE;Cádiz/VILLAMARTIN;36.8591822;-5.6434544;CP, PP;;MP
10.07895/AB;MUMACE, S.A.L.;Albacete/ABENGIBRE;38.4226504;-1.6374099;MM, MP, PP;;BL, MP
10.07896/M;DISTRIBUCION DE ALIMENTOS PERECEDEROS S.;Madrid/MADRID;40.4167047;-3.7035825;CS, RW, CP, MM, MP, PP;;MP
10.07898/CO;WALIÑO MORENO, JOSE MANUEL;Córdoba/HINOJOSA DEL DUQUE;38.4983616;-5.1450353;PP;;MP
10.07902/SA;CARNICAS SANTIAGO GARCIA, S. L.;Salamanca/LEDRADA;40.4691646;-5.7201455;PP;;MP
10.07903/SG;C. B. HERMANOS ALVARO GOMEZ;Segovia/NAVAFRIA;41.0548364;-3.825456;CP, PP;;MP
10.07904/SO;EMBUTIDOS NUMANCIA, S. A.;Soria/SORIA;41.7633842;-2.4642041;PP;;MP
10.07906/MA;COMERCIAL CARNICAS ARCHIDONA S.L.;Málaga/ARCHIDONA;37.0949676;-4.3909774;SH, CP, MM, MP, PP;L;MP
10.07914/H;CONGELADOS ALPRESA S.L.L.;Huelva/VILLARRASA;37.3880086;-6.6054262;CS, MM, MP;;
10.07919/TO;DISTRIBUCIONES ALIMENTARIAS TOGASA, S.L.;Toledo/GERINDOTE;39.9655586;-4.3022455;MM, MP, PP;;MP
10.07938/O;FRIOCARNE ASTURIAS SLU;Asturias/NOREÑA;43.3940155;-5.706712;RW, CP, MM, MP, PP;;MP
10.07946/AL;NUESTRA SEÑORA DE LOS REMEDIOS S.L.;Almería/SERON;37.3437187;-2.5084242;PP;;MP
10.07948/SE;EROSUR S.L.;Sevilla/SEVILLA;37.3886303;-5.9953171;CS, CP, PP;;MP
10.07953/C;C.B. GONZALEZ ESTALOTE Y OTRO;Coruña, A/MAZARICOS;42.92794995;-8.9941427428;CS, CP, MM, MP, PP;;MP
10.07957/Z;CARNICAS CINCO VILLAS, S.A.;Zaragoza/EJEA DE LOS CABALLEROS;42.1272823;-1.138433;RW, SH, CP, PP;P;MP, ST
10.07958/TO;SECADEROS DE ALMAGUER, S.A.;Toledo/OLIAS DEL REY;39.9447357;-3.9872516;PP;;MP
10.07959/A;MARTINEZ RODRIGUEZ, JOAQUIN;Alicante/Alacant/ALMORADI;38.3658359;-0.4929636;RW, MM, MP, PP;;MP
10.07961/V;PERNILS ELS ARTESANS S.L;Valencia/València/XIRIVELLA;39.4713561;-0.4121494;RW, PP;;MP
10.07963/TO;VIANDA TOLEDO, S.L.;Toledo/BARGAS;39.9393212;-4.0201526;MM, MP, PP;;MP
10.07965/GE;VEDELLA BENCRIADA S.L.;Girona/BANYOLES;42.1179622;2.7652076;CP, MM, MP;;
10.07970/A;CARNICAS CATALA, S.L.;Alicante/Alacant/ALCOY/ALCOI;38.2649269;-0.6742097;RW, SH, CP, MM, MP, PP;P;MP
10.07972/SA;CARNICAS IBERICAS MOZARBEZ S.L.;Salamanca/MOZARBEZ;40.8563307;-5.6513631;CS, CP, PP;;MP
10.07974/SS;CARO;Gipuzkoa/ANDOAIN;43.2183341;-2.019888;RW;;MP
10.07976/CO;RAFEJOMA S.L.;Córdoba/DOS TORRES;38.4442061;-4.8957833;PP;;MP
10.07977/MA;AVES LAZARO S.L.;Málaga/RONDA;36.7421339;-5.1665916;CS, CP;;
10.07978/GR;FRAJESAN S.L.;Granada/ILLORA;37.2868384;-3.8783561;PP;;MP
10.07986/B;CARNICAS TONI JOSEP SL;Barcelona/VIC;41.9292417;2.2548654;CS, CP, MM, MP, MSM;;
10.07987/AB;CÁRNICAS Y FABRICA DE EMBUTIDOS BARRERA, C.B.;Albacete/LEZUZA;38.9491417;-2.3539771;MM, MP, PP;;MP
10.07994/TE;MAITA Y EDULIS S.A.L;Teruel/GUADALAVIAR;40.3891731;-1.7174804;PP;;MP
10.07995/H;FRANCISCO PEREIRA GOMEZ S.L.;Huelva/VILLANUEVA DE LOS CASTILLEJOS;37.4992023;-7.2724576;RW, PP;;MP
10.07998/TO;VENCAZA, S.L.;Toledo/VENTAS CON PEÑA AGUILERA (LAS);39.6246922;-3.3339178;CP, GHE;wL, wA, wU, wG;
10.08002/SO;CANARD, S. A.;Soria/ABEJAR;41.8072698;-2.783909629;SH, CP, PP;A;MP
10.08006/SA;EL COTO RAMOS, S. A.;Salamanca/GUIJUELO;40.5575663;-5.6715735;SH, CP, PP;P;MP
10.08013/TE;SIERRA DE CEDRILLAS, S.L.;Teruel/CEDRILLAS;40.4366612;-0.8523204;CS, PP;;MP
10.08014/Z;TRIPAS MANCHON S.L;Zaragoza/CASPE;41.2366709;-0.0395734;PP;;ST
10.08018/A;CARNICAS ABELLAN-JULIA, S.L.;Alicante/Alacant/BENIDORM;38.3647789;-0.4194946;CP;;
10.08024/SA;EMBUTIDOS LA ARMUÑESA S.L.;Salamanca/VELLES (LA);41.0740754;-5.5672793;RW, CP, MM, MP, PP;;MP
10.08025/O;EMBUTIDOS JUNTAMAR;Asturias/NOREÑA;43.3940155;-5.706712;PP;;MP
10.08027/B;ESTABLIMENTS VIENA SA;Barcelona/SABADELL;41.5464208;2.1087937;MM, MP, PP;;MP
10.08029/T;J I J SENDRA, SL;Tarragona/REUS;41.1555564;1.1076133;CS, MM, MP;;
10.08033/TO;SERMASA, S.A.;Toledo/PUEBLA DE MONTALBAN (LA);39.8644503;-4.3592794;CS, RW, CP, MM, MP, MSM;;ST
10.08035/SG;EMBUTIDOS Y JAMONES LOS JOAQUINES, S. A.;Segovia/PINILLOS DE POLENDOS;41.0795811;-4.1249358;PP;;MP
10.08036/TO;MATADERO FRIGORIF. MONTES DE TOLEDO, SCL;Toledo/PULGAR;39.693534;-4.1528876;SH, CP;P, B, C, O, S;
10.08037/BI;VIZCAINA DE SUBPRODUCTOS CARNICOS, S.A.;Bizkaia/BILBAO;43.2629642;-2.9349478;RW, CP;;ST
10.08041/LE;INDUSTRIAS CARNICAS HECMAR, S. L.;León/MOLINASECA;42.5378376;-6.5204633;CP, MM, MP, PP;;MP
10.08047/TO;JAMONES JASENA, S.L.;Toledo/GERINDOTE;39.9655586;-4.3022455;PP;;MP
10.08048/CA;CARNES HERVA S.L.;Cádiz/ALGAR;36.6556008;-5.6573777;CS, GHE;wL, wA, wU, wG;
10.08050/TO;ASPERILLA VILLAMORA, FRANCISCO;Toledo/ESCALONILLA;39.9249689;-4.3488172;PP;;MP
10.08052/PO;IGLESIAS SOUTO, S.L.;Pontevedra/VILABOA;42.3433984;-8.66385178;MM, MP, PP;;MP
10.08053/O;MATADERO DE AVILES, CARNE DE ASTURIAS, SL;Asturias/AVILES;43.5558289;-5.921961;SH, CP;P, B, C, O, S;
10.08054/CS;PRODUCTOS FLORIDA, S.A.;Castellón/Castelló/ALMAZORA/ALMASSORA;39.8723007;-0.4093054;SH, CP, MM, MP, MSM, PP;A;MP
10.08056/A;EMBUTIDOS EL PASEO S.L.;Alicante/Alacant/ORIHUELA;38.3441721;-0.5068408;MM, MP, PP;;MP
10.08058/MA;CARNICAS DOMINGUEZ MEDINA, S.L.;Málaga/JIMERA DE LIBAR;36.6507259;-5.2748958;CP, PP;;MP
10.08063/J;CARNICAS JOSE CHICA S.L.;Jaén/JAEN;37.7728858;-3.7883289;RW, SH, CP;C, O;
10.08064/SE;BERNAL ZAMBRANO, FERNANDO;Sevilla/SEVILLA;37.3886303;-5.9953171;CP;;
10.08065/SE;ROBLAS CABO, JOSE MANUEL;Sevilla/DOS HERMANAS;37.2794292;-5.9225468;RW, PP;;MP
10.08067/O;JOSE LUIS INÉS MENDEZ;Asturias/PESA (LA);43.3414869;-4.5911733;MM, MP, PP;;MP
10.08070/SG;EMBUTIDOS Y JAMONES SAN IGNACIO MARTINEZ, S. L.;Segovia/NAVALILLA;41.3415237;-3.9334828;CP, PP;;MP
10.08071/T;DERTOCARN SL;Tarragona/ALDOVER;40.8800537;0.5000194;CP, MM, MP, PP;;MP
10.08075/B;PERNILS BUFALVENT SL;Barcelona/MANRESA;41.7291194;1.8283711;RW, PP;;MP
10.08076/B;PUIG FITO SL;Barcelona/CASSERRES;42.0138199;1.843045;MM, MP, PP;;MP
10.08077/B;CAN SASTRE SL;Barcelona/TORRELLES DE LLOBREGAT;41.3565232;1.9816276;MM, MP, PP;;MP
10.08078/B;SERRAT CANSALADERS SCP;Barcelona/MATARO;41.5398408;2.4448953;MM, MP, PP;;MP
10.08082/SA;EMBUTIDOS Y JAMONES EL PERNIL, S. L.;Salamanca/CASTELLANOS DE MORISCOS;41.018499;-5.5901998;PP;;MP
10.08088/GR;S.COOP ANDALUZA COMERCIALIZADORA SEGUREÑA;Granada/HUESCAR;37.8109872;-2.539692;SH, CP;P, C, O;
10.08089/SE;BERNAL ZAMBRANO, FERNANDO;Sevilla/SEVILLA;37.3886303;-5.9953171;CS, GHE;wL, wA, wU, wG;
10.08090/SS;IRADI;Gipuzkoa/HERNANI;43.2661645;-1.9749167;RW;;MP
10.08093/VI;G Y E EMUSAN S.L.;Araba/Álava/LAUDIO/LLODIO;43.1430953;-2.962434;SH;B, C, O, S;
10.08094/SO;SOCIEDAD COOPERATIVA DE CARNICEROS DE PINARES DE SORIA;Soria/VINUESA;41.9117774;-2.7631085;SH;P, B, C, O;
10.08099/LE;EMBUTIDOS VEGARADA, S. A.;León/LUGUEROS;42.4991013;-5.4169163;RW, PP;;MP
10.08101/SG;ASOCIACION COMARCAL DE EMPRESARIOS S.A.;Segovia/BOCEGUILLAS;41.3357071;-3.6384171;CP, MM, MP, PP;;MP
10.08104/SA;MANUEL HIPOLITO REVESADO RUBIO;Salamanca/ALBA DE YELTES;40.6714704;-6.3164684;CP, MM, MP, PP;;MP
10.08106/MA;MONTES CARRASCO, JOSE LUIS;Málaga/BENAOJAN;36.7196088;-5.2517437;PP;;MP
10.08107/MA;FRANCISCO ROBLES MEJIAS E HIJOS S.L.;Málaga/RINCON DE LA VICTORIA;36.7162109;-4.2793767;PP;;MP
10.08109/BA;INDUSTRIAS CARNICAS LA SERENA S.A.;Badajoz/VILLANUEVA DE LA SERENA;38.9969417;-5.722900866;CP, MM, MP, PP;;BL, MP
10.08111/GR;VALENZUELA GARCIA, FRANCISCO;Granada/MONTEFRIO;37.3228788;-4.0066607;PP;;MP
10.08113/MU;HERBAHER CARNICAS, S.L.;Murcia/MULA;38.0418669;-1.4906872;CP, PP;;MP
10.08115/B;GUINO SOLER, MARIA;Barcelona/BIGUES I RIELLS;41.68296785;2.208388579;CS, MM, MP, PP;;MP
10.08122/M;G. REVILLA, S.A.;Madrid/LEGANES;40.3281942;-3.76527;RW, CP, MM, MP;;MP
10.08127/H;JAMONES Y EMBUTIDOS DE JABUGO S.A.;Huelva/JABUGO;37.9167323;-6.7285322;CP, PP;;MP
10.08128/LE;LA MONTAÑA DE BABIA, S. L.;León/CABRILLANES;42.95367;-6.147952;PP;;MP
10.08129/SG;LA MARI ANTONIA DE VILLACASTIN, S. L.;Segovia/VILLACASTIN;40.7792977;-4.4122824;PP;;MP
10.08132/MU;FABRICA EMBUTIDOS EL CHURRO;Murcia/PLAN (EL);37.64564145;-1.0103583518;CP, PP;;MP
10.08135/MA;BALBOA BIG S.L.;Málaga/MALAGA;36.7210805;-4.421041;CP, MM, MP;;
10.08137/O;MAFRIMARGO 5 SL;Asturias/MARGOLLES;43.4795552;-5.4340568;SH, CP, GHE;P, wU, B, C, O, S, wG;
10.08138/H;JAMON JABUGO S.L.U.;Huelva/JABUGO;37.9167323;-6.7285322;RW, CP, PP;;MP
10.08139/O;EMBUTIDOS L'ANGLIRU SL;Asturias/ARGAME;43.3011599;-5.8843075;MM, MP, PP;;MP
10.08140/O;EMBUTIDOS SANTA. RITA;Asturias/CARREÑO;43.5517905;-5.7894010911;MM, MP, PP;;MP
10.08142/SG;CARNICAS AQUILINO, S. A.;Segovia/ZAMARRAMALA;40.966729;-4.1333505;CP, MM, MP, PP;;MP
10.08145/TE;INDUSTRIAS ALIMENTICIAS JALONCA S.L.;Teruel/CALAMOCHA;40.9185691;-1.2994125;PP;;MP
10.08146/O;MATADERO DE JARRIO S.L.;Asturias/JARRIO;43.5326258;-6.7687924;SH, CP;P, B, C, O, S;
10.08148/GR;JEREZ LOPEZ, FELIPE;Granada/PITRES;36.9976746;-3.3359464;CS, PP;;MP
10.08153/J;LOPEZ TITOS, ENRIQUE;Jaén/POZO ALCON;37.7020186;-2.9327448;SH;P, C, O;
10.08155/NA;JAMONES ANCIN, S.A.;Navarra/ANCIN;42.6591907;-2.1898688;RW, PP;;MP
10.08159/GC;DISTRIBUCIONES ALIMENTICIAS CANARIAS, S.L. (DIACA);Palmas, Las/TELDE;27.9984538;-15.4166761;CP;;
10.08160/B;MARTIN BARNILS SL;Barcelona/GRANOLLERS;41.6079555;2.2876008;RW;;ST
10.08161/C;ALIMENTOS BREOGAN, S.A.;Coruña, A/CORUÑA (A);43.3650323;-8.4129958;RW, CP;;
10.08163/TO;EL ROSAL DE PULGAR, S.L.;Toledo/PULGAR;39.693534;-4.1528876;PP;;MP
10.08164/LO;IGNACIO LOPEZ RUPEREZ;Rioja, La/HORMILLA;42.4378628;-2.7747342;PP;;BL
10.08165/CS;CARNICAS CASA GIL LOPEZ, S.L.;Castellón/Castelló/ALTURA;39.8512304;-0.5128608;CS, CP, MM, MP, PP;;MP
10.08166/B;INDUSTRIAS CARNICAS MONTRONILL SA;Barcelona/VIC;41.9292417;2.2548654;CS, CP;;
10.08174/HU;JAMONES ALTO ARAGON, S.A.;Huesca/BARBASTRO;42.035291;0.1273884;PP;;MP
10.08178/M;KOVO S.A.;Madrid/MADRID;40.4167047;-3.7035825;CP;;
10.08179/BA;LINARES ESTEVEZ, FLORENCIO;Badajoz/VALENCIA DEL MOMBUEY;38.2415941;-7.1190339;PP;;MP
10.08184/TE;PALETAS MARPA, S.L.;Teruel/VENTA DEL AIRE;40.1146315;-0.739936;CS, PP;;MP
10.08185/NA;VISCOFAN, S.A.;Navarra/CASEDA;42.5242929;-1.3674903;RW, PP;;
10.08187/NA;CARNICERIAS SOTOMART S.L.;Navarra/MUTILVA/MUTILOA;42.789473;-1.6168716;RW, CP, MM, MP, PP;;MP
10.08199/BA;NUÑEZ RICO, JUAN MIGUEL;Badajoz/AZUAGA;38.2592098;-5.676859;CP, PP;;
10.08200/SA;PRODUCTOS CARNICOS CRIANTO, S. L.;Salamanca/SALAMANCA;40.9651572;-5.6640182;CS, RW, CP, MM, MP, PP;;MP
10.08201/CR;OVINOS MANCHEGOS, S.L.;Ciudad Real/TOMELLOSO;39.1590075;-3.0215098;SH, CP, MM, MP, PP;P, B, C, O;MP
10.08208/CA;CARNICAS EL ALCAZAR S.L.;Cádiz/VEJER DE LA FRONTERA;36.251937;-5.9670492;CS, RW, CP, GHE, MM, MP, PP;wU, wG;MP
10.08209/SA;CARNES Y EMBUTIDOS ISABELO, S. L.;Salamanca/LEDRADA;40.4691646;-5.7201455;PP;;MP
10.08210/ZA;DIEGO BOYA, S. L.;Zamora/FERRERAS DE ABAJO;41.8972381;-6.0768127;PP;;MP
