en:bell-pepper	ecobalyse_origins_en_european_union_scenario:en	import
en:bell-pepper	ecobalyse_origins_en_european_union_name:fr	Poivron, vert, jaune ou rouge UE
en:bell-pepper	ecobalyse_origins_en_european_union_alias:en	bell-pepper-eu
en:bell-pepper	ecobalyse_origins_en_european_union_default_origin:en	EuropeAndMaghreb
en:bell-pepper	ecobalyse_labels_en_organic_origins_en_france_id:en	b775f784-db90-528b-bc3d-60cd7e8729f2
en:bell-pepper	ecobalyse_labels_en_organic_origins_en_france_scenario:en	organic
en:bell-pepper	ecobalyse_labels_en_organic_origins_en_france_name:fr	Poivron, vert, jaune ou rouge Bio
en:bell-pepper	ecobalyse_labels_en_organic_origins_en_france_alias:en	bell-pepper-organic
en:bell-pepper	ecobalyse_labels_en_organic_origins_en_france_default_origin:en	France
en:bell-pepper	ecobalyse_origins_en_france_id:en	361139ac-1028-4cc8-9c0e-4955c5fa39d3
en:bell-pepper	ecobalyse_origins_en_france_scenario:en	reference
en:bell-pepper	ecobalyse_origins_en_france_name:fr	Poivron sous serre non chauffée FR (2025)
en:bell-pepper	ecobalyse_origins_en_france_alias:en	bell-pepper-unheated-greenhouse-fr-2025
en:bell-pepper	ecobalyse_origins_en_france_default_origin:en	France
en:blackcurrant	ecobalyse_id:en	997c69bc-7cc2-5b29-9c52-e46544bdad20
en:blackcurrant	ecobalyse_density_g_per_ml:en	0.85
en:blackcurrant	ecobalyse_crop_group:en	VERGERS
en:blackcurrant	ecobalyse_category:en	vegetable_fresh
en:blackcurrant	ecobalyse_raw_to_cooked_ratio:en	0.856
en:blackcurrant	ecobalyse_inedible_part:en	0.2
en:blackcurrant	ecobalyse_transport_cooling:en	always
en:blackcurrant	ecobalyse_labels_en_organic_origins_en_france_id:en	6b790e7e-76b9-5e0f-8b35-43237d86cc48
en:blackcurrant	ecobalyse_labels_en_organic_origins_en_france_scenario:en	organic
en:blackcurrant	ecobalyse_labels_en_organic_origins_en_france_name:fr	Cassis Bio
en:blackcurrant	ecobalyse_labels_en_organic_origins_en_france_alias:en	black-currant-organic
en:blackcurrant	ecobalyse_labels_en_organic_origins_en_france_default_origin:en	France
en:blackcurrant	ecobalyse_origins_en_france_id:en	b82105f7-7b1c-59e5-93e4-4dede0bfb07a
en:blackcurrant	ecobalyse_origins_en_france_scenario:en	reference
en:blackcurrant	ecobalyse_origins_en_france_name:fr	Cassis FR
en:blackcurrant	ecobalyse_origins_en_france_alias:en	black-currant-fr
en:blackcurrant	ecobalyse_origins_en_france_default_origin:en	France
en:black-mulberry	ecobalyse_id:en	88560f03-2a46-523b-9533-a168444e9b44
en:black-mulberry	ecobalyse_density_g_per_ml:en	0.85
en:black-mulberry	ecobalyse_crop_group:en	VERGERS
en:black-mulberry	ecobalyse_category:en	vegetable_fresh
en:black-mulberry	ecobalyse_raw_to_cooked_ratio:en	0.856
en:black-mulberry	ecobalyse_inedible_part:en	0.2
en:black-mulberry	ecobalyse_transport_cooling:en	always
en:black-mulberry	ecobalyse_labels_en_organic_origins_en_france_id:en	dad0b22a-c63e-542b-9533-77098318c4ac
en:black-mulberry	ecobalyse_labels_en_organic_origins_en_france_scenario:en	organic
en:black-mulberry	ecobalyse_labels_en_organic_origins_en_france_name:fr	Mûre noire Bio
en:black-mulberry	ecobalyse_labels_en_organic_origins_en_france_alias:en	black-mulberry-organic
en:black-mulberry	ecobalyse_labels_en_organic_origins_en_france_default_origin:en	France
en:black-pepper	ecobalyse_proxy_id:en	217df27a-7ab5-5d1d-97a4-8b20db8f4952
en:black-pepper	ecobalyse_proxy_density_g_per_ml:en	0.5
en:black-pepper	ecobalyse_proxy_crop_group:en	DIVERS
en:black-pepper	ecobalyse_proxy_category:en	spice_condiment_additive
en:black-pepper	ecobalyse_proxy_raw_to_cooked_ratio:en	1
en:black-pepper	ecobalyse_proxy_inedible_part:en	0.03
en:black-pepper	ecobalyse_proxy_transport_cooling:en	none
en:blue-cheese	ecobalyse_id:en	0cb50cd4-2842-4336-9710-c1bf52a2209e
en:blue-cheese	ecobalyse_density_g_per_ml:en	1
en:blue-cheese	ecobalyse_category:en	dairy_product
en:blue-cheese	ecobalyse_raw_to_cooked_ratio:en	1
en:blue-cheese	ecobalyse_inedible_part:en	0
en:blue-cheese	ecobalyse_transport_cooling:en	always
en:blueberry	ecobalyse_id:en	77d62565-127f-5cf3-a8c2-768617ef1d12
en:blueberry	ecobalyse_density_g_per_ml:en	0.9
en:blueberry	ecobalyse_crop_group:en	VERGERS
en:blueberry	ecobalyse_category:en	vegetable_fresh
en:blueberry	ecobalyse_raw_to_cooked_ratio:en	0.856
en:blueberry	ecobalyse_inedible_part:en	0.03
en:blueberry	ecobalyse_transport_cooling:en	always
en:blueberry	ecobalyse_origins_en_european_union_id:en	869f04ba-6780-4124-9240-b7be514be1ba
en:blueberry	ecobalyse_origins_en_european_union_scenario:en	import
en:blueberry	ecobalyse_origins_en_european_union_name:fr	Myrtille UE (2025)
en:blueberry	ecobalyse_origins_en_european_union_alias:en	blueberry-eu-2025
en:blueberry	ecobalyse_origins_en_european_union_default_origin:en	EuropeAndMaghreb
en:blueberry	ecobalyse_labels_en_organic_origins_en_france_id:en	00484931-4bae-51e6-b779-b734d916acd4
en:blueberry	ecobalyse_labels_en_organic_origins_en_france_scenario:en	organic
en:blueberry	ecobalyse_labels_en_organic_origins_en_france_name:fr	Myrtille Bio
en:blueberry	ecobalyse_labels_en_organic_origins_en_france_alias:en	blueberry-organic
en:blueberry	ecobalyse_labels_en_organic_origins_en_france_default_origin:en	France
en:blueberry	ecobalyse_proxy_labels_en_organic_id:en	df1fe70a-08c0-4b8a-9f88-0caeb002d26a
en:blueberry	ecobalyse_proxy_labels_en_organic_scenario:en	organic
en:blueberry	ecobalyse_proxy_labels_en_organic_name:fr	Myrtille Bio (2025)
en:blueberry	ecobalyse_proxy_labels_en_organic_alias:en	blueberry-organic-2025
en:blueberry	ecobalyse_proxy_labels_en_organic_default_origin:en	OutOfEuropeAndMaghreb
en:blueberry	ecobalyse_origins_en_france_id:en	0eb658ae-a7e4-4b74-a7eb-9604b23c2f98
en:blueberry	ecobalyse_origins_en_france_scenario:en	reference
en:blueberry	ecobalyse_origins_en_france_name:fr	Myrtille FR
en:blueberry	ecobalyse_origins_en_france_alias:en	blueberry-fr
en:blueberry	ecobalyse_origins_en_france_default_origin:en	France
en:bolognese-sauce	ecobalyse_id:en	ad4e4cff-9333-4f5a-bfc5-028cfe888072
en:bolognese-sauce	ecobalyse_density_g_per_ml:en	1
en:bolognese-sauce	ecobalyse_category:en	animal_product
en:bolognese-sauce	ecobalyse_raw_to_cooked_ratio:en	0.856
en:bolognese-sauce	ecobalyse_inedible_part:en	0
en:bolognese-sauce	ecobalyse_transport_cooling:en	none
en:brazil-nut	ecobalyse_id:en	050374dc-6dd8-5e5f-8543-2d124767edc0
en:brazil-nut	ecobalyse_density_g_per_ml:en	0.63
en:brazil-nut	ecobalyse_crop_group:en	FRUITS A COQUES
en:brazil-nut	ecobalyse_category:en	nut_oilseed_raw
en:brazil-nut	ecobalyse_raw_to_cooked_ratio:en	1
en:brazil-nut	ecobalyse_inedible_part:en	0.5
en:brazil-nut	ecobalyse_transport_cooling:en	none
en:breadfruit	ecobalyse_id:en	5912afe2-4eaf-5676-b83e-8635066f8359
en:breadfruit	ecobalyse_density_g_per_ml:en	0.85
en:breadfruit	ecobalyse_crop_group:en	VERGERS
en:breadfruit	ecobalyse_category:en	vegetable_fresh
en:breadfruit	ecobalyse_raw_to_cooked_ratio:en	0.856
en:breadfruit	ecobalyse_inedible_part:en	0.2
en:breadfruit	ecobalyse_transport_cooling:en	always
en:breadfruit	ecobalyse_origins_en_european_union_id:en	95462786-990c-5fda-bad5-bce0211ea131
en:breadfruit	ecobalyse_origins_en_european_union_scenario:en	import
en:breadfruit	ecobalyse_origins_en_european_union_name:fr	Fruit à pain UE
en:breadfruit	ecobalyse_origins_en_european_union_alias:en	breadfruit-eu
en:breadfruit	ecobalyse_origins_en_european_union_default_origin:en	EuropeAndMaghreb
en:breadfruit	ecobalyse_labels_en_organic_origins_en_france_id:en	78584bdd-c9a5-517a-ab3a-1ab5fe94bef0
en:breadfruit	ecobalyse_labels_en_organic_origins_en_france_scenario:en	organic
en:breadfruit	ecobalyse_labels_en_organic_origins_en_france_name:fr	Fruit à pain Bio
en:breadfruit	ecobalyse_labels_en_organic_origins_en_france_alias:en	breadfruit-organic
en:breadfruit	ecobalyse_labels_en_organic_origins_en_france_default_origin:en	France
en:breadfruit	ecobalyse_origins_en_france_id:en	8ba9ef9a-2311-5a41-aa49-273f5ad720fb
en:breadfruit	ecobalyse_origins_en_france_scenario:en	reference
en:breadfruit	ecobalyse_origins_en_france_name:fr	Fruit à pain FR
en:breadfruit	ecobalyse_origins_en_france_alias:en	breadfruit-fr
en:breadfruit	ecobalyse_origins_en_france_default_origin:en	France
en:brie	ecobalyse_id:en	2a571c02-23f1-4908-afa6-7b8e20e24488
en:brie	ecobalyse_density_g_per_ml:en	1
en:brie	ecobalyse_category:en	dairy_product
en:brie	ecobalyse_raw_to_cooked_ratio:en	1
en:brie	ecobalyse_inedible_part:en	0
en:brie	ecobalyse_transport_cooling:en	always
en:brie	ecobalyse_origins_en_france_id:en	d56d21c0-0705-45e3-830d-504d63d581e0
en:brie	ecobalyse_origins_en_france_scenario:en	reference
en:brie	ecobalyse_origins_en_france_name:fr	Brie FR (2025)
en:brie	ecobalyse_origins_en_france_alias:en	brie-cheese-2025
en:brie	ecobalyse_origins_en_france_default_origin:en	France
en:broad-bean	ecobalyse_id:en	70727141-03b4-5f49-8216-88830b7ae11b
en:broad-bean	ecobalyse_density_g_per_ml:en	0.8
en:broad-bean	ecobalyse_crop_group:en	PROTEAGINEUX
en:broad-bean	ecobalyse_category:en	vegetable_fresh
en:broad-bean	ecobalyse_raw_to_cooked_ratio:en	0.856
en:broad-bean	ecobalyse_inedible_part:en	0.2
en:broad-bean	ecobalyse_transport_cooling:en	always
